,unit,SH_r2,SI_r2,SL_r2,final_r2,probe,session,SH_rate,SI_rate,SL_rate,total_rate,presence_ratio,amplitude_cutoff,isi_violations,rf_x,rf_y,cell_type,layer
26,60,0.055388210281550145,0.011296058745814052,0.0,0.07367340548369164,probeC,778240327,25.5998230936498,40.908826438587305,36.36210242132793,25.6217328378206,0.98,0.0188733353704813,0.0107043741519407,2,5,FS,L56
27,64,0.00747334742594481,0.0,0.030530073352328425,0.04842481392380495,probeC,778240327,6.792466737920614,10.953045906790015,8.208892263561967,5.47062552357783,0.99,0.00222923936084923,0.0379109587681835,3,5,RS,L56
28,67,0.016133757975032824,0.016409149891914287,0.0,0.016461218818189828,probeC,778240327,8.944827332031107,9.483912259265724,7.28085716696195,8.05097108013473,0.99,7.52403302754909e-05,0.0,3,4,RS,L56
29,69,0.0,0.0,0.0,0.009054611253109223,probeC,778240327,4.22486762736643,5.451794961307965,5.357293512191006,3.45859070076401,0.99,0.00317912405127871,0.0152984951884606,2,5,RS,L56
30,70,0.0,0.0,0.0,0.016533174949884134,probeC,778240327,11.826926620720156,13.900040728457554,6.918079811018307,5.20775739724855,0.99,0.0485806274314518,0.0269901659913839,2,5,RS,L56
31,71,0.0,0.0,0.0,0.009256218735801292,probeC,778240327,6.238405877222079,8.246058067143771,6.310638656880115,3.37578528801244,0.99,0.0498768544223745,0.131677409245873,1,5,RS,L56
32,72,0.006723561602561467,0.010288384491958546,0.0,0.018164022069681773,probeC,778240327,13.288861042518949,15.159713737126898,12.047582890407492,12.8623756821491,0.99,0.00369308984280657,0.00685798233575433,4,6,RS,L56
33,74,0.0,0.0,0.0,0.0,probeC,778240327,9.877271219548152,10.740676092395415,6.859023032143761,5.20570679150824,0.99,0.00897927406267046,0.0742814430580652,3,6,RS,L56
34,76,0.006845806563015344,0.0,0.0,0.044851066419544575,probeC,778240327,6.572562316490375,12.119625298190492,11.195477938074749,6.85019494734456,0.99,0.0001300092391191,0.0584968459062898,3,5,RS,L56
35,77,0.0,0.0,0.0,0.023684281516110527,probeC,778240327,28.76693816877357,24.477802990632455,16.443094575213028,17.8952457041169,0.99,0.00114900288371437,0.0173718193854528,1,6,RS,L4
36,78,0.026508287485825743,0.007385022498208049,0.05965320383358157,0.04114790284503929,probeC,778240327,6.305974274868242,9.264269506021993,9.82029865856745,5.35286216534859,0.99,9.77570038903087e-05,0.0063866766955443,6,5,RS,L4
37,79,0.012858299504530591,0.04160022653634945,0.08283662430779457,0.04272362995181576,probeC,778240327,12.283934692072384,14.787339268051435,15.051041930313001,9.797110691955,0.99,0.00186780784721091,0.0308863108366969,3,5,RS,L4
38,80,0.0,0.0,0.0066952414449712675,0.0,probeC,778240327,5.2236513962087985,4.939780066329202,3.6952670210073397,2.95902408326751,0.99,0.0005359380447233,0.0,1,1,RS,L4
39,83,0.008233547252415008,0.0,0.025059465354420673,0.008508344373244481,probeC,778240327,8.432536026241108,9.764647698842149,9.044123850501983,3.27061850790225,0.99,0.00532291915179797,0.143703239701876,2,5,RS,L4
40,86,0.011359935829213153,0.0,0.03368632024204332,0.03523198857026488,probeC,778240327,5.4619835624516275,8.366788852039331,6.285328608791024,3.73425070099713,0.99,0.000249134699163775,0.0104985687783457,3,6,RS,L4
41,91,0.022100993873819873,0.024604414086910654,0.03725434540624428,0.03273060569770059,probeC,778240327,7.77773682723375,6.288182928957933,5.213869906352822,10.61413060763,0.99,0.0544267011988405,0.192972151557433,5,3,RS,L4
42,92,0.008083750159497406,0.0,0.02057623841468088,0.03697876656025643,probeC,778240327,5.926362731728891,11.454878687379995,7.63519784020923,5.10532475812544,0.99,8.73343781645642e-05,0.0,2,5,FS,L4
43,93,0.0,0.0,0.0,0.019797785711464087,probeC,778240327,4.229781692649786,6.395822423925059,6.909643128321944,5.02056638752595,0.99,0.0519560773804772,0.177146041119022,3,4,RS,L4
44,95,0.0,0.006371575154119324,0.0,0.01169828368058945,probeC,778240327,1.318198012260593,2.2880665619363474,1.4595461064709356,1.39343542448693,0.99,0.000771831432934004,0.03769930554219,3,6,RS,L4
45,97,0.0,0.0,0.0,0.07629382247456747,probeC,778240327,5.980417449845821,11.613428754291034,8.428246013667426,4.41241531368541,0.99,0.00108224742831706,0.0112791281971529,2,5,RS,L4
46,99,0.0,0.0,0.007653644799789028,0.009304232211433172,probeC,778240327,15.417879826533495,16.30156513644033,10.183076014511094,8.1338741407787,0.99,0.0684919543915048,0.0287663987544258,4,5,RS,L4
47,101,0.0,0.0,0.0,0.0,probeC,778240327,1.9987960540055774,2.391342293593995,1.9910571163418544,2.49041184766045,0.99,0.0379238922309818,0.135725839732129,2,5,RS,L4
48,107,0.1321468311772334,0.09704486506597812,0.0,0.12640419028064867,probeC,778240327,1.3575105345274512,3.6728341188107287,2.1429174048764024,1.95452021419274,0.99,0.000954971711256967,0.0479034420566454,3,5,FS,L4
49,109,0.0,0.0,0.0,0.0,probeC,778240327,3.64377940760943,3.491010647582475,2.379144520374589,2.61715881199009,0.99,0.0861074452224547,0.309916635452965,3,5,RS,L4
50,111,0.0,0.0,0.029766279688108032,0.011753572194695527,probeC,778240327,28.00894359881571,19.7809390818642,9.896228802834726,16.198808869526,0.99,7.92709025271889e-05,0.00209222015479266,4,6,FS,L4
51,121,0.005288752165082422,0.0,0.0,0.007437935469800161,probeC,778240327,2.2051867959065836,3.80811078140455,1.7126465873618493,2.1720797184504,0.99,0.000188443439574533,0.015515133741106,3,5,RS,L4
52,132,0.04348981997556982,0.02362201688223984,0.021668534947638585,0.04149277477596518,probeC,778240327,12.175825255838523,13.86513062198173,7.728001349869231,9.72885481517039,0.99,0.000349925338776954,0.00193340843195439,3,5,FS,L23
53,137,0.0,0.0,0.0,0.007631731700903299,probeC,778240327,4.238381306895662,3.7470180950718563,2.3960178857673164,2.23760145424793,0.97,0.0917581467247558,0.087718828628838,1,4,RS,L23
54,157,0.0,0.0,0.0,0.01150105665983212,probeC,778240327,23.96466787061266,21.571536626520043,15.422255968953008,19.8425399742723,0.99,0.0135801584501617,0.00529855414496179,2,5,RS,L23
55,158,0.0,0.04135809844372331,0.005190936881891761,0.04081383555795106,probeC,778240327,19.135370213393283,13.825856752196428,10.191512697207457,15.7124247175029,0.99,0.0124351910185658,0.0272777441766425,3,6,FS,L23
56,165,0.0,0.03053744780360883,0.046601656445007224,0.017009512947741355,probeC,778240327,2.0589933537267044,1.9767847791935764,1.6198430777018475,2.35097065731936,0.98,0.00897851464939919,0.0662190020439221,2,5,RS,L23
57,171,0.009188069452454073,0.013764565350913305,0.02794963926231684,0.029480141367954227,probeC,778240327,3.0921755795525745,5.089602606621283,7.888298321100144,2.11144037727266,0.99,0.0490178281940592,0.246286529389485,2,5,RS,L23
0,8,0.0,0.02679421576884298,0.013426768353296259,0.10446781186405525,probeD,778240327,5.480411307264217,10.052656077267702,13.262465198683877,6.42992178803332,0.99,0.00207006635003541,0.0336394969279029,5,6,RS,L56
1,15,0.01355703700692521,0.061041017251577664,0.06824705992628491,0.053737082099825015,probeD,778240327,25.835698227250948,28.245185314481876,24.187969290474985,20.1543402564467,0.99,7.47571035441062e-05,0.0,4,3,FS,L56
2,19,0.0,0.04801964989442,0.027659842975205427,0.034471099902652604,probeD,778240327,27.690757871718326,30.829987781462734,27.857926263393235,21.1657776559189,0.99,0.0135317752000709,0.0278588507173956,6,7,RS,L56
3,24,0.0,0.028874856323097275,0.049579463408044776,0.023949909619447495,probeD,778240327,13.231120775439502,15.644091464478967,15.979077026913018,13.7777342456012,0.99,0.0113437251528661,0.0566851107829737,5,3,RS,L56
4,30,0.007810252128628692,0.11705853572352391,0.04366463709220832,0.12432932221187969,probeD,778240327,1.573729406995172,6.60819223831966,7.407407407407407,1.41081748866337,0.98,0.012810856946216,0.183880470868227,6,7,RS,L56
5,37,0.008189252950394521,0.018304421769113354,0.007423769534354663,0.019981875641888736,probeD,778240327,7.591002346466173,8.48461046139524,5.8297477431873785,9.72885991351803,0.99,0.0378536510084428,0.0324812446352336,1,4,RS,L56
6,50,0.0,0.009029261420843416,0.011297616805471344,0.012243589572287416,probeD,778240327,4.13272890330348,5.863443300168732,4.56424533873281,1.58160374196294,0.98,0.0365371755964204,0.321887854063844,4,6,RS,L56
7,55,0.007408306055590596,0.024028394921867525,0.0,0.038764227850160184,probeD,778240327,7.552918340520153,5.086693431081631,4.032734328861891,10.4735231311639,0.99,0.0148158915088072,0.0593897758678509,3,7,FS,L56
8,60,0.0174932385197762,0.008422174957802819,0.0,0.014021236180957275,probeD,778240327,6.184351159105149,5.818351079304125,4.893275963890998,5.63164984936893,0.99,0.0136050280099542,0.212336087304728,6,5,RS,L56
9,62,0.0,0.033902536283577,0.007227688666718457,0.06106960530557135,probeD,778240327,2.316981781102962,5.0576016756851105,5.264490002531005,3.6872839970527,0.99,0.0187132952977992,0.411865609442378,3,6,RS,L56
10,63,0.0,0.005032142806524842,0.0,0.007100141212272981,probeD,778240327,10.125431516357695,10.209751556408914,7.87986163840378,8.31677300158829,0.99,0.0015301391341256,0.0190489078623245,3,5,RS,L56
11,64,0.0,0.02598707578623214,0.04992914583804457,0.04759603445191134,probeD,778240327,11.394488875784715,14.78879385582126,12.013836159622036,8.31892125634677,0.99,0.000792154501153254,0.0,2,6,FS,L56
12,66,0.0,0.0,0.0,0.0,probeD,778240327,8.119264364427082,9.011171234072263,7.871424955707416,10.9287578440756,0.99,0.0440985407810033,0.0576094221975069,1,2,RS,L56
13,72,0.0,0.0,0.0,0.0,probeD,778240327,17.11077531665008,16.94740210624309,13.059984813971147,13.3625351895522,0.99,0.000100360319596067,0.0,6,6,RS,L56
14,76,0.01455771783022548,0.024028595053127887,0.0,0.025483233703805674,probeD,778240327,27.57404882123859,27.43352533891895,22.011305154813126,15.1172687354603,0.99,0.000104224440416845,0.0,6,4,RS,L56
15,81,0.0,0.020606423442341048,0.0,0.015318749113663776,probeD,778240327,9.774075848597649,9.790830278699016,8.14983548468742,7.42544257270407,0.99,0.0982850688069316,0.110189617901446,2,3,RS,L56
16,87,0.0,0.006766978751892627,0.05823759895594398,0.07224624267225681,probeD,778240327,5.032002850157864,9.271542444871123,10.588036783936555,10.0411380370469,0.99,0.000316335399831413,0.0283143114064898,5,7,RS,L56
17,88,0.007164062017316164,0.02580738660889532,0.0,0.020477596171357006,probeD,778240327,15.508790034275606,15.537906557281666,12.435670294440227,14.6000275783832,0.99,0.000656686521657618,0.00240379794625195,4,1,RS,L56
18,89,0.0,0.0,0.0,0.015274502109447696,probeD,778240327,2.423862701015983,1.5287717460871588,1.3414325487218426,1.61499933866303,0.99,0.0011725072465098,0.0140324201221987,1,7,RS,L56
19,91,0.0,0.0,0.0,0.0,probeD,778240327,3.7064337399722356,4.01320765695002,3.745887117185523,3.78874021041934,0.99,0.00192402533515629,0.272816981581215,4,7,RS,L56
20,92,0.0,0.0,0.014155303713349231,0.011587685979511365,probeD,778240327,2.416491603090947,2.978995752603712,4.387075002109171,4.0776804754356,0.99,0.000690874656567571,0.00440231270993718,5,4,RS,L56
21,94,0.006839826725917475,0.015287851751647263,0.0,0.028011452428848616,probeD,778240327,9.215100922615758,11.731250363646943,9.212857504429259,8.15614213441974,0.99,0.0302193020673267,0.0649216744756778,2,6,RS,L56
22,95,0.00548720338031552,0.01424246394146338,0.0,0.01271660108100956,probeD,778240327,8.043096352535043,9.038808401698958,7.171180291909221,5.52111237725051,0.99,0.0485950745011767,0.33378660056364,3,5,RS,L56
23,103,0.021910959591293234,0.0,0.00870547467080982,0.025443468975251272,probeD,778240327,4.6990749272104075,3.667015767731425,1.9994937990382182,2.68531844810649,0.99,0.000632394559628036,0.0304534805655024,1,6,RS,L4
24,107,0.005152652357410026,0.0,0.0,0.0,probeD,778240327,2.587255371687613,2.523709780648164,2.2525942799291316,2.48982726508434,0.99,0.00104058114669908,0.0590389791656864,2,5,RS,L56
25,110,0.0,0.008528623932273448,0.0,0.0,probeD,778240327,4.664676470226907,4.9339617152498985,5.146376444781912,4.1434951894001,0.99,0.0964481565271762,0.130038943813474,3,7,RS,L4
26,115,0.0,0.0,0.0075719379464394,0.024044978312357655,probeD,778240327,4.185555105099572,2.610985046837726,1.442672741078208,3.41572506599146,0.99,0.000714118587126223,0.0,1,7,RS,L4
27,118,0.0,0.0,0.0,0.0,probeD,778240327,10.121745967395176,11.722522837027986,5.703197502741922,9.11358022109916,0.99,9.02664582700311e-05,0.00705048864584038,4,6,FS,L4
28,119,0.0,0.0,0.0,0.006793569966244339,probeD,778240327,2.560228012629148,2.562983650433467,1.0208386062600185,1.47790162589425,0.99,0.0998842967517048,0.134052898738858,2,5,RS,L4
29,123,0.0,0.036712667119206135,0.04277741821357062,0.09860709027356265,probeD,778240327,9.71756409783904,18.676906964566243,14.730447987851177,7.41216245237889,0.99,0.0331029093975164,0.0552924088136991,3,5,RS,L23
30,124,0.0,0.0,0.0,0.0,probeD,778240327,3.3575351048538677,3.905568161982894,3.374673078545516,2.5013497224253,0.99,0.0532533933589106,0.409474144279488,4,5,RS,L23
31,125,0.0,0.0,0.0,0.0,probeD,778240327,28.590031818572708,28.20591144469657,13.751792795072976,24.9554943457739,0.99,0.000449983595760722,0.0105784204778602,3,5,FS,L23
0,0,0.0,0.0,0.012748208486319546,0.011965285904337675,probeF,778240327,24.47695917640266,24.463257112934194,17.78452712393487,21.8463310423802,0.99,0.0178346194760654,0.0226248585194558,6,4,FS,L56
1,4,0.0,0.0,0.037648859105501864,0.08835706975428133,probeF,778240327,2.5479428494207546,4.795775877116425,10.849573947523833,4.86062139819917,0.99,0.0878544852230387,0.0340847386749925,7,1,RS,L56
2,20,0.0,0.0,0.0,0.0,probeF,778240327,16.921583803240825,14.787339268051435,11.878849236480216,13.7409333326693,0.99,0.00174455239358902,0.0238447911623579,1,7,RS,L56
3,24,0.0,0.0,0.0,0.0,probeF,778240327,26.658804162213293,26.720777331704195,24.22171602126044,21.3118501914531,0.99,0.0913157995544251,0.0224038864736762,1,6,RS,L56
4,26,0.0,0.0,0.0,0.0,probeF,778240327,11.31340679860932,11.978530284517367,10.191512697207457,11.271559534653,0.99,0.0181877480981949,0.0507067208501343,1,6,RS,L4
0,3,0.0,0.0,0.018204555850065307,0.023495449782606915,probeE,778240327,5.776483740586493,7.89841159015535,11.870412553783853,7.10507160314392,0.98,0.0868255686663783,0.00725005143750031,1,6,FS,L56
1,4,0.0,0.038973512358521444,0.0,0.03442630873995669,probeE,778240327,19.390901608127862,18.268167801245127,10.41930313000928,13.5633221417318,0.99,0.00808328365861047,0.00676432972963071,2,5,FS,L56
2,5,0.0068415622432482556,0.0,0.029904758136580223,0.0733618976915037,probeE,778240327,8.481676679074681,4.596497352650259,2.6659917320509576,2.33828158391584,0.99,0.0345595258213007,0.0736337760868556,6,6,RS,L56
3,7,0.0,0.0,0.005137944869225986,0.018786023623019465,probeE,778240327,2.6671089325421686,5.143422354104847,3.804943896060069,1.68774989127209,0.99,0.00261061337001157,0.0128487780873474,4,4,RS,L56
4,12,0.0,0.0,0.041256464985449284,0.10256592580068324,probeE,778240327,1.3489109202815759,3.5651946238436025,6.403442166540116,3.11985703692104,0.99,0.0331092591537196,0.0526425180120577,6,2,RS,L56
5,14,0.0,0.0,0.007697209667667404,0.017774790421905683,probeE,778240327,6.051671396454502,7.552219700936754,10.064962456762002,7.4817003540486,0.97,0.0231472835803503,0.0326924440494688,4,5,FS,L56
6,17,0.0,0.0,0.0,0.056282235703119146,probeE,778240327,2.5430287841373973,6.23436318147437,9.153800725554712,2.02375702942687,0.97,0.00193551200767323,0.00893637253772752,4,1,RS,L56
7,20,0.013328310344061988,0.1619158503678187,0.07802440964339241,0.144365976117193,probeE,778240327,1.5184461725574023,3.486646884272997,4.665485531089176,2.61589515374265,0.99,0.000925285839901074,0.0641827890402981,5,5,RS,L56
8,22,0.0,0.0,0.0,0.018925400616144495,probeE,778240327,7.550461307878475,5.7659859195903875,3.130009280350966,4.21654293306063,0.99,0.0177328253952685,0.117338304383607,4,3,RS,L56
9,25,0.005589989984285814,0.0052413936568797,0.0,0.013937337286684582,probeE,778240327,2.710107003771545,3.813929132483854,2.210410866447313,2.66803924318602,0.99,0.000750105630097736,0.0308492656147017,3,4,RS,L56
10,26,0.0,0.0,0.010632868156954745,0.0524141179339072,probeE,778240327,6.893205076229438,3.5041019375109093,2.6913017801400487,2.90122292406763,0.99,0.00952049534818052,0.408736722920704,5,5,RS,L56
11,27,0.005093986274358198,0.01300362280168046,0.04834811117850526,0.0401144884666772,probeE,778240327,13.37731421761938,18.16780124512713,16.704631738800302,7.75042794608637,0.99,0.0862439174834318,0.216299239601346,5,5,RS,L56
12,32,0.025532153346466146,0.0807782098913302,0.03285895228801481,0.13987635976368262,probeE,778240327,2.1069054902394377,6.109268633269331,10.436176495402007,4.47091625328534,0.99,0.044457440878962,0.0622535114149038,7,4,RS,L56
13,33,0.0,0.0,0.008929732183989337,0.02479062252930688,probeE,778240327,2.238356736569245,3.393553267004131,5.686324137349194,1.2313426364812,0.99,0.00123195506463326,0.0,7,4,RS,L56
14,34,0.04116308406292657,0.03972077480336569,0.032159969617259,0.11626071193318328,probeE,778240327,1.4471922259487218,5.405248152673532,9.533451446891082,1.24882164773656,0.99,0.0518582086695774,0.469361177397814,5,5,RS,L56
15,35,0.02149125719520899,0.10042202068006692,0.053807901558388105,0.17585094637850732,probeE,778240327,12.630376294549073,31.448187583638795,34.06732472791698,12.053877694886,0.99,7.6209109887381e-05,0.000503795681369183,5,5,FS,L56
16,37,0.0,0.0763011734134887,0.021130837036301964,0.12335284917709166,probeE,778240327,5.6892590818069015,13.1872927212428,15.16071880536573,5.325825435077,0.99,0.00947939154952901,0.0567749587572155,3,2,FS,L56
17,38,0.0,0.0,0.0,0.0,probeE,778240327,2.0037101192889346,2.040786641065922,1.9488737028600354,3.37305857985488,0.99,0.0545917383505841,0.270215044145704,3,5,RS,L56
18,45,0.0,0.005609934835818509,0.009775139746353268,0.011266836668643542,probeE,778240327,5.94601899286232,5.05032873683598,3.5180966843837003,3.18723423114562,0.99,0.000369475530729916,0.0144115281663763,7,2,FS,L56
19,50,0.009303596621663668,0.04896408156786884,0.0651820279306159,0.06983500176743043,probeE,778240327,12.4718976891608,20.51696049339617,19.530920442082174,9.49461844353499,0.99,0.0121395607389263,0.124235124365484,7,4,RS,L56
20,58,0.0,0.0,0.02106038112728641,0.01609866323803395,probeE,778240327,16.75573409992752,17.546692267411416,12.165696448156584,12.6445510975882,0.99,0.0259886778152028,0.0499031164122931,4,6,RS,L56
21,60,0.0,0.009378883233225754,0.009248254944890743,0.012018553308155978,probeE,778240327,12.666003267853414,14.236050503287368,14.24955707415844,8.80658987758364,0.99,0.000312567328095293,0.0122697527221477,4,4,RS,L56
22,61,0.0,0.006519855728298385,0.0,0.022668977151001045,probeE,778240327,7.898131426676003,9.901378949205794,11.828229140302033,6.76535383690141,0.99,0.00703297504459268,0.0359840041496622,6,4,RS,L56
23,62,0.0,0.026831485235239615,0.0,0.03662462762702927,probeE,778240327,22.871288345065665,26.262582184208995,17.421749767991226,13.2019264956084,0.99,0.0003974985439098,0.00692974613436664,5,6,RS,L56
24,63,0.046361066691565346,0.038453688486863834,0.08834940152846535,0.07797388057091655,probeE,778240327,13.201636383739357,20.450049455984175,18.990972749514892,13.6769845389455,0.99,0.0980291201203086,0.00704368287418258,5,5,FS,L56
25,65,0.0,0.0,0.0,0.01948486197758963,probeE,778240327,18.012506296146142,16.668121254436493,12.292246688602042,13.0410024143299,0.99,0.0262146492698737,0.0271160608793594,5,4,RS,L56
26,66,0.0632834835249162,0.1348082011450007,0.07155071527042729,0.1479233906836823,probeE,778240327,24.916768019263134,40.169895851515676,46.58736184932085,31.1152765334516,0.99,0.00321710957490911,0.00793871060061783,6,4,FS,L56
27,67,0.0,0.0,0.0,0.0,probeE,778240327,5.513581247926878,5.306336184325362,4.336454905930988,8.15986646113519,0.99,0.0396705673452982,0.0329809494055434,6,3,RS,L56
28,68,0.022368932349799975,0.2455825798884451,0.0954863561705602,0.22224673397953562,probeE,778240327,1.4398211280236857,4.983417699423983,4.403948367501898,2.25655011787819,0.99,1.11983435895578e-05,0.0503136794534903,5,4,RS,L56
29,69,0.0,0.0,0.0,0.0,probeE,778240327,12.11194240715488,11.05777622621749,11.684805534463848,11.6252025026455,0.99,0.000935375199054373,0.0157074232348131,4,5,RS,L56
30,70,0.03910381520115711,0.17073016282225079,0.03286051556991696,0.18318113667082545,probeE,778240327,1.0565240359218173,5.8474428347006455,7.14587024382013,3.13557838224011,0.99,0.00946313782749631,0.126567324486185,5,4,RS,L56
31,71,0.0,0.005163430182155415,0.013907395058041394,0.011264538706691973,probeE,778240327,17.522328284131255,16.138651306219817,14.131443516409348,13.3641200022852,0.99,0.000288047805341659,0.00860689614897547,4,6,RS,L56
32,73,0.02186845076343724,0.10345310030104016,0.03829589905418314,0.09592367419133667,probeE,778240327,12.023489232054448,16.244836213417116,15.877836834556652,13.7638913546844,0.99,0.0225285140868328,0.0568000903767178,7,4,RS,L56
33,74,0.0,0.0,0.0,0.03244126286558959,probeE,778240327,24.25705475497242,17.77215337173445,16.974605585083946,18.9948028292016,0.99,0.000163862116136075,0.000202879619556334,5,4,RS,L56
34,75,0.014854605368768637,0.03008767716953207,0.017638748788373283,0.04455916424158006,probeE,778240327,3.377191365987297,5.575434921743178,5.05357293512191,4.75399811713617,0.99,1.92608078289057e-05,0.0,5,5,FS,L56
35,76,0.02110048522246699,0.13130986721078253,0.04401742726963087,0.14761042941771393,probeE,778240327,1.9201710094718607,5.563798219584569,5.661014089260103,2.45389694328093,0.99,0.072268521820964,0.200576157159861,5,4,FS,L56
36,78,0.007984991688138288,0.0,0.0,0.0,probeE,778240327,27.786582144743793,28.339733519520568,23.673331645996793,21.5314077195959,0.99,6.16676906632369e-05,0.00378943440183899,2,3,RS,L56
37,80,0.06552717551609828,0.1917839041259076,0.0596510253666249,0.20877436963922227,probeE,778240327,5.759284512094743,17.47541746668994,18.484771787733063,8.88324364202756,0.99,0.00285524874164014,0.021798806497302,5,4,FS,L56
38,83,0.0,0.0,0.0,0.0,probeE,778240327,4.418973206059042,4.4786757432943505,3.2649962034927866,3.06742000315494,0.99,0.000359081461780491,0.0350085420355195,1,3,RS,L56
39,86,0.0,0.0,0.007680837417467057,0.0105341878815981,probeE,778240327,4.074988636224032,3.550648746145342,1.923563654770944,2.6455801784445,0.99,0.0724408228014695,0.125501059272535,1,3,RS,L4
40,87,0.015687745874263602,0.005425513194259546,0.013947530808963559,0.014876381135561645,probeE,778240327,2.287497389402818,2.5920754058299877,1.122078798616384,1.53903182344014,0.98,0.000598916610483152,0.0,2,4,RS,L4
41,89,0.0,0.0,0.0,0.0177833826509707,probeE,778240327,3.051634540964877,1.8502356432187117,1.2148823082763858,2.61443043212907,0.99,0.000440954622729583,0.0160636813401758,3,5,RS,L4
42,90,0.0,0.007962848056950888,0.010858049593460439,0.01132703363236085,probeE,778240327,1.4852762318947408,2.017513236748705,2.7841052898000505,2.55613451190867,0.99,0.000960602571255235,0.0168047421245859,4,4,RS,L4
43,91,0.02074700589963039,0.0,0.036680609921092636,0.014420677234507528,probeE,778240327,5.378444452634553,4.970326409495549,5.686324137349194,2.6764369804372,0.99,0.000245926719769483,0.00510933009755501,6,3,RS,L4
44,94,0.0,0.015946621992018038,0.0,0.01020991308817063,probeE,778240327,2.111819555522795,2.0509687554547043,1.4595461064709356,1.48083355132731,0.99,1.70644590841466e-05,0.0834517635278939,4,4,RS,L4
45,95,0.0,0.0,0.006157103315417034,0.0,probeE,778240327,2.2924114546861754,2.4509803921568625,1.5945330296127562,1.44216490072885,0.98,0.000716086248491522,0.0,4,6,RS,L4
46,102,0.0,0.009655519845021244,0.009172802839716087,0.009376493422575183,probeE,778240327,2.7494195260384036,3.1928201547681385,4.2183413481818945,2.15372666060502,0.99,0.00197598231359425,0.22882045003243,5,5,RS,L23
47,103,0.010453493140939418,0.06011552758995568,0.03524775987574169,0.07747571722637907,probeE,778240327,4.254352019066573,8.020596962820736,11.921032649962035,4.16752358305956,0.99,0.0108481264654365,0.103256631628814,7,4,RS,L4
48,106,0.06046024438106139,0.040602747392111185,0.07968624610399004,0.07086248175465555,probeE,778240327,32.09744591456897,40.94955489614243,31.536319919007845,22.3078078228998,0.99,0.0443926932491751,0.0109586760632807,6,5,FS,L4
49,112,0.02042747785767083,0.026793121405266372,0.019596441389565466,0.047290719940923355,probeE,778240327,1.0565240359218173,2.1207889684063534,4.842655867712815,1.97454238321065,0.99,0.000117775753614673,0.0187747896964508,5,5,RS,L23
50,118,0.014504157020139163,0.006212027218764682,0.0,0.02455152149003852,probeE,778240327,8.088551456406098,12.067260138476755,9.769678562389268,7.37086975195454,0.99,0.00497202283586719,0.0680396240977504,3,4,FS,L23
51,119,0.046974938115954434,0.05108873816641908,0.023108510989317654,0.05723985336923434,probeE,778240327,2.605683116500203,4.046663175656019,3.6615202902218846,3.25822440535037,0.99,0.0003423672686385,0.00689518648861371,6,3,RS,L23
52,123,0.0,0.0,0.0,0.0,probeE,778240327,22.818462143269574,22.365741548845058,14.468910824263899,14.2047725603714,0.99,0.00296221081182145,0.0322871297731863,4,5,FS,L23
53,145,0.0,0.0,0.0,0.0,probeE,778240327,5.556579319156255,4.947053005178332,4.74141567535645,9.33271788118084,0.99,0.00732806436825281,0.0210102748942579,5,4,RS,nan
0,2,0.0,0.009746986483225228,0.0,0.006408593675967578,probeB,778240327,4.0491897934864065,4.455402338977134,4.0074242807728,1.9704444400792,0.99,0.00750450403520602,0.405339377577062,1,2,RS,L56
1,5,0.006000797886778808,0.008047014315666678,0.03181448294323828,0.0555193976810767,probeB,778240327,9.87972825218983,6.187816372839937,5.981608031721927,10.6845760537701,0.99,0.00155554671771084,0.0214802306956408,5,6,RS,L56
2,6,0.009526183205577032,0.012409383719683387,0.06141866911509919,0.05777268986804331,probeB,778240327,8.90060074448089,14.039681154360855,14.856998228296634,9.03617560810989,0.99,0.00106293861679805,0.362176914230528,2,2,RS,L56
3,9,0.01906041298558774,0.0,0.025461004421853728,0.013514839321812388,probeB,778240327,1.8108330569171611,2.0262407633676616,1.6788998565763942,1.80063409857082,0.99,0.00376513027326008,0.0790179626552988,2,1,RS,L56
4,14,0.0,0.005987119988029854,0.0,0.015406884985279867,probeB,778240327,7.290015847860539,9.735555943445627,8.892263561967434,2.91782795549862,0.98,0.00083422416769382,0.146163281027618,6,4,RS,L56
5,23,0.0,0.010104552346282936,0.0,0.04564233695858091,probeB,778240327,6.6597869752699665,4.347762844010007,3.847127309541888,3.78826463416784,0.99,0.000190694715883748,0.0,1,5,RS,L56
6,25,0.009798113747159243,0.008860011478280482,0.02575199602092959,0.07531257343013587,probeB,778240327,24.505215051781963,15.588817129225577,14.570151016620265,13.8195737617211,0.99,0.000196285328311704,0.0,4,6,FS,L56
7,29,0.009762214912691669,0.0,0.017760528698598586,0.008965700509936392,probeB,778240327,4.240838339537341,4.948507592948158,4.083354425040074,3.14105190069021,0.99,0.0010085825957111,0.00741922426435727,6,6,RS,L56
8,35,0.0,0.016082132844066586,0.005511724427180953,0.024302053695079852,probeB,778240327,1.7371220776668017,3.162273811601792,2.539441491605501,1.55241219626241,0.99,0.00157066605128581,0.0911204564206358,3,1,RS,L56
9,39,0.007141071199976335,0.012623327653975202,0.008094272580677653,0.05799616544812971,probeB,778240327,9.58856988415091,7.728224821085704,3.484349953598245,5.9805659436588,0.99,0.0277200729088286,0.186242902547073,3,5,RS,L56
10,41,0.00977546730308052,0.00869416195150836,0.0,0.03379221651772748,probeB,778240327,10.505043059497046,8.37115261534881,6.6312325993419385,3.56767719226591,0.99,0.00103479586814509,0.0,2,1,RS,L56
