,unit,SH_r2,SI_r2,SL_r2,final_r2,probe,session,SH_rate,SI_rate,SL_rate,total_rate,presence_ratio,amplitude_cutoff,isi_violations,rf_x,rf_y
0,6,0.1954083702447209,0.0,0.0,0.04689593989460543,probeC,767871931,3.329261799617903,6.83729433272395,9.57229309780831,5.56488361911048,0.99,0.0168683754335717,0.0499517080132915,5,4
1,20,0.021395300205747647,0.040898323576741925,0.030613950461072893,0.04726508508568328,probeC,767871931,1.7100441604810677,2.7178549664838516,3.2486915276414785,1.7994294733502,0.99,0.0228344908907628,0.361219088981608,2,4
2,25,0.41101256596960534,0.28198713292476657,0.2681968440568787,0.328174196367503,probeC,767871931,13.85104450499546,15.986187284176317,23.313297350343476,11.2324422249527,0.99,0.000225947503430278,0.0,2,4
3,39,0.07771356396630177,0.023514314707883253,0.0,0.036050494965030586,probeC,767871931,2.918976479062921,2.5959780621572213,2.8500163559044815,2.6388478207583,0.99,0.0489869544227729,0.308833798226117,7,6
4,43,0.0,0.0,0.0,0.0,probeC,767871931,95.80632027310597,96.10603290676417,80.851324828263,68.0844883341016,0.99,0.0169790461774078,0.00516025971616766,4,4
5,44,0.0603334633357423,0.062172691290391026,0.02383568220666994,0.12671139945526635,probeC,767871931,11.387766607159637,6.977452772699574,5.4076709192018315,13.1941384420398,0.99,5.73985623203667e-05,0.00693532093983373,1,1
6,45,0.049429672782851666,0.0,0.0,0.1088748814348185,probeC,767871931,11.48798897553948,7.097298395287427,5.254334314687602,8.54557874863457,0.99,0.00516745312077443,0.0304822983028308,3,4
7,46,0.06795323454502553,0.07213356868892302,0.0,0.11858589958944979,probeC,767871931,9.483541607942623,6.225878529352022,3.6575891396794242,8.52705698632217,0.99,0.011487017054446,0.0913256970005231,1,4
8,47,0.3116434661306085,0.2378866604286533,0.05907220018610495,0.2161473129546973,probeC,767871931,16.54921857872154,20.871419865935408,19.107785410533204,11.1488929710435,0.99,0.0396635380587516,0.0786181413688859,3,4
9,48,0.09156866632218878,0.0,0.0,0.23504890486570354,probeC,767871931,58.25268564627768,34.775543367865126,22.397366699378477,33.7537979175607,0.99,0.0025095391966537,0.0072192561319349,3,4
10,52,0.13466178886100394,0.10235398263972242,0.0,0.1201011035815184,probeC,767871931,13.946568949857499,12.45378834044282,8.341511285574093,8.40515560501612,0.99,8.68901501720955e-05,0.00053405642282405,4,3
11,53,0.017305622052281634,0.0,0.0,0.0,probeC,767871931,12.510570327915064,11.237050578915296,8.903745502126268,7.8060168589107,0.99,0.0389133828170454,0.0544881873747271,2,5
12,57,0.05453686443441506,0.0,0.0,0.0,probeC,767871931,8.042845062482384,7.436522445663214,7.178197579326136,7.2385865645901,0.99,0.000131601250385401,0.0,5,5
13,58,0.0,0.0,0.0,0.0,probeC,767871931,13.230918600645182,11.742839731870811,9.128639188747137,7.07168938027512,0.99,0.0048232755799422,0.0543206305087498,5,5
14,59,0.005056628825034637,0.013625949000921645,0.0,0.023355371407326596,probeC,767871931,1.154123210874127,1.2004875076173067,2.101733725875041,1.93814136718979,0.99,0.0274230968497642,0.0301320729973608,4,5
15,60,0.08023211614259318,0.0,0.0,0.0,probeC,767871931,9.353565723950014,8.0784074751168,12.111547268563951,10.104426635427,0.99,0.0983732485176805,0.0140423212743521,6,1
16,61,0.04864879683843111,0.0,0.0,0.07016908117697755,probeC,767871931,8.362303861693132,6.290879544992891,4.369070984625449,6.2466656633598,0.99,0.000261402674889248,0.00193380255591565,5,5
17,62,0.013503062338460303,0.0,0.0,0.02234376934775144,probeC,767871931,12.039212001628615,10.489538899045298,7.37855740922473,7.32726956783588,0.99,0.0812918253447717,0.0407588867132162,2,4
18,66,0.02684886512956781,0.0,0.0,0.0,probeC,767871931,12.939647342541265,13.022547227300429,11.234461890742558,8.4796453012725,0.99,0.0680162745514757,0.028334597354365,5,5
19,67,0.019404816472966456,0.0,0.0,0.11311524520417542,probeC,767871931,15.298004948479441,10.96892138939671,6.947170428524697,10.3206480780739,0.99,0.00154178724467486,0.0382550236805662,4,2
20,71,0.036114180466285936,0.010021676084863795,0.0,0.020390192790013018,probeC,767871931,2.6840803031726646,2.8478569977655903,2.6169447170428524,2.83594353058263,0.99,9.18547978600449e-06,0.0140735854808179,4,3
21,72,0.06769642564823256,0.020263431382438267,0.020178084774136695,0.11103469933851513,probeC,767871931,9.947070061699396,7.09526711354865,4.479473339875695,4.81998665654663,0.99,0.00654004576779313,0.0389760862973789,4,4
22,73,0.24506694307227112,0.07795613157870315,0.035024196229610484,0.22580957683772684,probeC,767871931,10.935199974944409,7.186674791793623,5.448560680405627,5.39134275918344,0.99,0.000653794053346042,0.0116822711226255,4,4
23,74,0.0,0.0,0.0,0.0,probeC,767871931,19.192583544739893,18.072313629900467,14.403418384036637,14.2536033786594,0.99,0.010714580488667,0.0265561648553093,5,4
24,75,0.0691254902319635,0.015735200049660357,0.05887527151706908,0.16627324646291253,probeC,767871931,13.099376742146639,8.448100751574245,5.127576054955839,5.87602909360844,0.99,0.00179155370646248,0.054636237964051,5,4
25,76,0.05707275277652564,0.010676489251186227,0.0,0.026547177836463032,probeC,767871931,5.634376272354286,4.629291082673167,4.297513902518809,4.76522666362301,0.99,0.000329816768535117,0.0216000563589374,5,3
26,77,0.024490256618722284,0.012639602925274173,0.015360386265259063,0.042522531510318574,probeC,767871931,5.823859187572427,4.288035750558603,2.8132155708210664,3.7508581917641,0.99,0.0286000381150357,0.294991874291544,4,5
27,79,0.07767966033380465,0.010632671949291716,0.0,0.053702889325014304,probeC,767871931,6.176203451407812,4.732886451350803,4.428361138370952,4.00251257100865,0.99,0.0207084141378767,0.4121461979692,5,4
28,81,0.048514962315102814,0.07282516117345153,0.0,0.05348461487000711,probeC,767871931,2.1798365122615806,1.8281535648994518,1.2818940137389598,1.2918929212898,0.99,0.0148382245082178,0.406909778258884,4,4
29,84,0.138144794508921,0.06377233425215707,0.041028698157645226,0.14080756103864658,probeC,767871931,6.984246296470294,7.107454803981313,3.2384690873405297,3.17779083934842,0.99,0.00126625749613782,0.0149447285881183,5,3
30,85,0.1327948905866217,0.03347346888080138,0.007683253825961777,0.12260737091207144,probeC,767871931,29.712800275611517,26.189315458054036,17.408815832515536,13.2990279873089,0.99,0.00260109798551525,0.0151459740068403,4,5
31,90,0.027927566756664034,0.03986893333601158,0.0,0.03912230052911632,probeC,767871931,2.1344232515894643,1.9804996953077394,1.106068040562643,2.08238965737276,0.99,0.00760542853941738,0.0348028374852172,2,3
32,91,0.09067736818213845,0.017226821240605816,0.006467484934446465,0.07848670227339208,probeC,767871931,3.562592001002224,2.5736339630306726,1.4883873078181222,1.75413168508618,0.99,0.00040023073262232,0.0122618012300695,3,3
33,92,0.057008710452572095,0.0,0.0,0.02898151633113997,probeC,767871931,9.704344013279465,9.457647775746496,7.491004252535165,6.06195134899431,0.99,0.000260631570716021,0.017454310064616,5,5
34,93,0.07174206411430122,0.03891450741116749,0.0,0.0505590452701171,probeC,767871931,2.519652980049485,2.4741011578305914,1.6601243048740595,2.81560985673967,0.99,0.000284528211725421,0.00475919724615983,4,2
35,96,0.017761689131765523,0.0,0.0,0.11165536908112421,probeC,767871931,16.708947978326915,13.361771277676215,8.147284919856068,9.75241248973972,0.99,0.0251495892885158,0.0507767036935788,3,4
36,97,0.010242441766913756,0.024636507005354802,0.0,0.024499932013002,probeC,767871931,6.018040026308372,8.543570993296772,8.012348707883547,6.25220205970318,0.99,0.0241157965033862,0.0260601200607954,3,5
37,99,0.1620192282864588,0.14420571168052854,0.07023357330973475,0.16623766940851026,probeC,767871931,3.1429108334116322,7.154174283973187,11.790562643114164,6.04967061528717,0.99,0.00183200834155299,0.0185561427455731,4,4
38,102,0.026206045136687027,0.016457106110772467,0.0,0.021213870733916985,probeC,767871931,2.5995176798521724,2.8620759699370306,1.9892868825646057,1.94136254324412,0.99,0.00176501880464509,0.0700750483810589,4,4
39,103,0.05404652747704808,0.01733373510408871,0.0,0.03202174601140406,probeC,767871931,2.2142879513921514,3.4450538289660777,2.537209682695453,1.79771822357133,0.99,0.00368055620506094,0.128418650485446,3,4
40,104,0.02397614238838013,0.0,0.0,0.0,probeC,767871931,18.55209997181246,12.23237863091611,12.301684658161596,10.5926361311614,0.99,0.00044449276346094,0.00302630753909395,4,4
41,105,0.012186387246038998,0.035561201123533295,0.0,0.025930055676881246,probeC,767871931,3.2556609978389557,2.338005281332521,1.9381746810598626,2.04625208851325,0.99,0.00403735780671476,0.423504710266104,4,4
42,108,0.012735738184833223,0.01733986966293961,0.024422796892221887,0.0218678477328502,probeC,767871931,2.9706536377587778,3.0773918342474103,1.9831534183840367,1.88901843236126,0.99,0.00599439459264509,0.30662267280543,3,3
43,110,0.0,0.01842895568884164,0.018058494021730143,0.016539488348298836,probeC,767871931,2.300416549218579,2.226284785699777,1.369807000327118,1.43674518198296,0.99,1.81309130533939e-05,0.0182775996146449,1,2
44,112,0.013219539908124633,0.0116810335776542,0.0,0.005858959052189472,probeC,767871931,2.582291960286887,2.69754214909608,2.1876022244030096,1.81936050018636,0.99,0.00054069023708248,0.0113983276085043,3,4
