,unit,SH_r2,SI_r2,SL_r2,final_r2,probe,session,SH_rate,SI_rate,SL_rate,total_rate,presence_ratio,amplitude_cutoff,isi_violations,rf_x,rf_y,cell_type,wf_duration,layer,rf_area,mod_idx_dg,run_mod_dg,run_pval_dg,pref_ori_dg,pref_tf_dg,c50_dg,lifetime_sparseness_dg
13,33,0.2602254198376984,0.21390469841471554,0.2732785616331926,0.25590877066957163,probeE,778240327,2.238356736569245,3.393553267004131,5.686324137349194,1.2313426364812,0.99,0.00123195506463326,0.0,7,4,RS,0.700502512562814,L56,500.0,3.1628049493206114,0.85,0.0001403254510214,90.0,2.0,0.1929725490196079,0.5935814535594028
14,34,0.47896102565088283,0.662318583008101,0.7678249621991451,0.6857939799778121,probeE,778240327,1.4471922259487218,5.405248152673532,9.533451446891082,1.24882164773656,0.99,0.0518582086695774,0.469361177397814,5,5,RS,0.645561139028476,L56,500.0,0.4352316624611821,-0.2417910447761194,0.6745237269345306,45.0,2.0,0.0817333333333333,0.1066794311353072
15,35,0.6396151220258739,0.6344754248205078,0.6089945835829425,0.6740291910659277,probeE,778240327,12.630376294549073,31.448187583638795,34.06732472791698,12.053877694886,0.99,7.6209109887381e-05,0.000503795681369183,5,5,FS,0.233500837520938,L56,500.0,0.6196235663198958,0.2602114235111799,0.0372219412699274,0.0,2.0,0.1202392156862745,0.4130272825671974
16,37,0.5150149121092256,0.6047121981773466,0.6631086378061264,0.6210585575617982,probeE,778240327,5.6892590818069015,13.1872927212428,15.16071880536573,5.325825435077,0.99,0.00947939154952901,0.0567749587572155,3,2,FS,0.260971524288107,L56,1200.0,0.3682373784489729,0.1886524822695035,0.269778119076542,45.0,2.0,0.1330745098039216,0.0948340662966369
17,38,0.09514980702611645,0.1574509122786031,0.3291255721259761,0.14717874913139742,probeE,778240327,2.0037101192889346,2.040786641065922,1.9488737028600354,3.37305857985488,0.99,0.0545917383505841,0.270215044145704,3,5,RS,0.796649916247906,L56,1400.0,0.0937553208000594,0.1744609353122374,0.077570053762915,0.0,2.0,0.2015294117647059,0.2153153467160803
18,45,0.20373007633264248,0.2588379671754669,0.2871335606135365,0.23688842536597443,probeE,778240327,5.94601899286232,5.05032873683598,3.5180966843837003,3.18723423114562,0.99,0.000369475530729916,0.0144115281663763,7,2,FS,0.32964824120603,L56,1100.0,0.3332862299463145,0.7129284649776453,0.0001924787781727,0.0,2.0,0.3641098039215687,0.3587341091818152
19,50,0.5703876472176347,0.5857498520735528,0.5240945546645557,0.5910634541199371,probeE,778240327,12.4718976891608,20.51696049339617,19.530920442082174,9.49461844353499,0.99,0.0121395607389263,0.124235124365484,7,4,RS,0.631825795644891,L56,300.0,0.6988370845568996,0.4122071923457605,1.4873581776862174e-07,45.0,2.0,0.7705607843137257,0.4453108122358249
20,58,0.3786795272193541,0.38149717490430834,0.2796382897297306,0.38303592396728003,probeE,778240327,16.75573409992752,17.546692267411416,12.165696448156584,12.6445510975882,0.99,0.0259886778152028,0.0499031164122931,4,6,RS,0.549413735343384,L56,600.0,3.962724114146778,0.2401408450704225,0.0209288149547441,135.0,2.0,0.1159607843137255,0.1665722208012581
21,60,0.3049755126368298,0.41850237968797915,0.4281169498404962,0.37748991686584094,probeE,778240327,12.666003267853414,14.236050503287368,14.24955707415844,8.80658987758364,0.99,0.000312567328095293,0.0122697527221477,4,4,RS,0.535678391959799,L56,900.0,2.3471366544791463,0.1187951807228915,0.47064528413358,90.0,2.0,1.0443803921568628,0.1806098455558321
22,61,0.3437918179686495,0.5267016442044551,0.39092458247690354,0.4609970345688154,probeE,778240327,7.898131426676003,9.901378949205794,11.828229140302033,6.76535383690141,0.99,0.00703297504459268,0.0359840041496622,6,4,RS,0.645561139028476,L56,500.0,1.337798457345074,0.4353932584269663,0.0104266079324415,45.0,2.0,0.5651960784313727,0.2484458360784675
23,62,0.3262919376218082,0.45769265694931605,0.43360272416422657,0.4176806826530678,probeE,778240327,22.871288345065665,26.262582184208995,17.421749767991226,13.2019264956084,0.99,0.0003974985439098,0.00692974613436664,5,6,RS,0.535678391959799,L56,500.0,1.243237485322868,0.3281832711774107,0.0074246092922439,135.0,2.0,0.0346705882352941,0.5382514840577881
24,63,0.451626743200883,0.40457538515020025,0.4969039220540642,0.4520167393575984,probeE,778240327,13.201636383739357,20.450049455984175,18.990972749514892,13.6769845389455,0.99,0.0980291201203086,0.00704368287418258,5,5,FS,0.219765494137353,L56,1700.0,1.1410177799187615,0.3442327949438202,0.0019475198984026,90.0,2.0,0.1245176470588235,0.059552220516783
25,65,0.350386975848709,0.5218859080584828,0.46661173612166956,0.45718635249726025,probeE,778240327,18.012506296146142,16.668121254436493,12.292246688602042,13.0410024143299,0.99,0.0262146492698737,0.0271160608793594,5,4,RS,0.673031825795645,L56,1100.0,1.1590280003681876,0.2452380952380952,0.0015570455427395,45.0,2.0,0.0774549019607843,0.3254759632185505
26,66,0.4583857517474269,0.4618329963667101,0.5569259200376748,0.49853568261426817,probeE,778240327,24.916768019263134,40.169895851515676,46.58736184932085,31.1152765334516,0.99,0.00321710957490911,0.00793871060061783,6,4,FS,0.302177554438861,L56,1200.0,4.89613686140619,-0.1836127281481157,0.1618301872893637,45.0,2.0,0.3127686274509804,0.0415558876018031
27,67,0.19728893427234678,0.17842956390592674,0.2740180539430763,0.19622957543926772,probeE,778240327,5.513581247926878,5.306336184325362,4.336454905930988,8.15986646113519,0.99,0.0396705673452982,0.0329809494055434,6,3,RS,0.65929648241206,L56,500.0,0.9555612569728564,0.3769463667820069,0.0001427336003027,90.0,2.0,0.021835294117647,0.1107945966856492
28,68,0.4984134382885076,0.7055548974265858,0.5889839084885371,0.6713697995514322,probeE,778240327,1.4398211280236857,4.983417699423983,4.403948367501898,2.25655011787819,0.99,1.11983435895578e-05,0.0503136794534903,5,4,RS,0.604355108877722,L56,1100.0,0.4704577905284304,-0.0055268975681651,0.9688693636178388,90.0,2.0,0.0389490196078431,0.0591166990984984
29,69,0.3033719393844804,0.379275305893313,0.25526159140653887,0.3371097483319546,probeE,778240327,12.11194240715488,11.05777622621749,11.684805534463848,11.6252025026455,0.99,0.000935375199054373,0.0157074232348131,4,5,RS,0.576884422110553,L56,800.0,0.8523188073240585,0.4701866404715128,0.0016359858148978,45.0,2.0,0.4496784313725491,0.0562166993589841
30,70,0.46902945271799573,0.6325690706475349,0.5273699792964937,0.6247736425196501,probeE,778240327,1.0565240359218173,5.8474428347006455,7.14587024382013,3.13557838224011,0.99,0.00946313782749631,0.126567324486185,5,4,RS,0.604355108877722,L56,1400.0,0.6385725952052733,0.4975751697381183,0.012125377847408,45.0,2.0,0.1074039215686274,0.1085148758007049
31,71,0.3201778001881534,0.5054354537881467,0.4996722816669461,0.4292336537276277,probeE,778240327,17.522328284131255,16.138651306219817,14.131443516409348,13.3641200022852,0.99,0.000288047805341659,0.00860689614897547,4,6,RS,0.590619765494137,L56,400.0,4.063636900769659,-0.2806052855924979,0.2328597010790778,45.0,2.0,0.0560627450980392,0.7682923024092349
32,73,0.34531910232160207,0.3988196776054374,0.3667548482019547,0.39519665728676606,probeE,778240327,12.023489232054448,16.244836213417116,15.877836834556652,13.7638913546844,0.99,0.0225285140868328,0.0568000903767178,7,4,RS,0.549413735343384,L56,800.0,0.8324538502449946,0.4829740323370897,1.6355812503906245e-07,90.0,2.0,0.0560627450980392,0.0728089318486425
33,74,0.4166289233907137,0.4342706721438566,0.35454630650740204,0.44464896378296637,probeE,778240327,24.25705475497242,17.77215337173445,16.974605585083946,18.9948028292016,0.99,0.000163862116136075,0.000202879619556334,5,4,RS,0.631825795644891,L56,500.0,1.1112617300057186,0.1027713625866051,0.6363783292162956,0.0,2.0,0.0817333333333333,0.4311176950719137
34,75,0.3215445260454244,0.38668401949376874,0.28712198419032164,0.37005020375888786,probeE,778240327,3.377191365987297,5.575434921743178,5.05357293512191,4.75399811713617,0.99,1.92608078289057e-05,0.0,5,5,FS,0.274706867671692,L56,1500.0,1.2210132383387418,0.445324881141046,0.0048423384711989,0.0,2.0,0.2400352941176471,0.0364323528518315
35,76,0.3508895957549457,0.4776050658139406,0.5398412038684954,0.4857025361081978,probeE,778240327,1.9201710094718607,5.563798219584569,5.661014089260103,2.45389694328093,0.99,0.072268521820964,0.200576157159861,5,4,FS,0.274706867671692,L56,500.0,0.136120308135499,-0.0774886877828055,0.4150702494139837,135.0,2.0,0.0988470588235294,0.1665857709893961
36,78,0.3294937669229234,0.3999050256957088,0.5612515003466488,0.38939606873582644,probeE,778240327,27.786582144743793,28.339733519520568,23.673331645996793,21.5314077195959,0.99,6.16676906632369e-05,0.00378943440183899,2,3,RS,0.604355108877722,L56,600.0,3.5047749333832185,0.2124560522350578,0.0065802541568331,135.0,2.0,0.4539568627450981,0.2471079714883366
37,80,0.48691635044490383,0.631153756593952,0.579579067961032,0.6236023243811608,probeE,778240327,5.759284512094743,17.47541746668994,18.484771787733063,8.88324364202756,0.99,0.00285524874164014,0.021798806497302,5,4,FS,0.233500837520938,L56,500.0,4.520067525310685,0.3137717487466825,0.0071278422098803,135.0,2.0,0.0475058823529411,0.0346475735504868
38,83,0.4436539617046851,0.3999775921524428,0.28994512028886277,0.4191500953793681,probeE,778240327,4.418973206059042,4.4786757432943505,3.2649962034927866,3.06742000315494,0.99,0.000359081461780491,0.0350085420355195,1,3,RS,0.65929648241206,L56,2700.0,6.605372346761451,0.5814257684761281,8.00211708719882e-05,135.0,2.0,1.048658823529412,0.3512621677662729
39,86,0.277890611296226,0.19261203908063304,0.14536428826486045,0.24522271699502038,probeE,778240327,4.074988636224032,3.550648746145342,1.923563654770944,2.6455801784445,0.99,0.0724408228014695,0.125501059272535,1,3,RS,0.727973199329983,L4,600.0,0.4901670891170132,0.5695491500369548,4.099198374342983e-08,45.0,2.0,0.5737529411764707,0.3559018353205577
40,87,0.2416028938494593,0.24633830945776486,0.24883455650139447,0.24691824307529,probeE,778240327,2.287497389402818,2.5920754058299877,1.122078798616384,1.53903182344014,0.98,0.000598916610483152,0.0,2,4,RS,0.741708542713568,L4,200.0,1.036907574097606,0.9261300992282248,3.395405122067146e-21,45.0,2.0,0.6678784313725491,0.4388370953849211
41,89,0.20974451554503454,0.10943982336102817,0.14103528506707225,0.19169382331201978,probeE,778240327,3.051634540964877,1.8502356432187117,1.2148823082763858,2.61443043212907,0.99,0.000440954622729583,0.0160636813401758,3,5,RS,0.782914572864322,L4,100.0,5.025848499986279,0.9376937383756976,4.823885360561657e-22,0.0,2.0,,0.5585804193686553
42,90,0.20815332745172022,0.22777080881595452,0.1973595335030135,0.2215206387060626,probeE,778240327,1.4852762318947408,2.017513236748705,2.7841052898000505,2.55613451190867,0.99,0.000960602571255235,0.0168047421245859,4,4,RS,0.714237855946399,L4,700.0,1.8677031281846503,0.2276749798873693,0.0496330152815867,135.0,2.0,0.0646196078431372,0.1787969390191818
43,91,0.37389765611439446,0.3917309694536564,0.4193960511886786,0.385211056611847,probeE,778240327,5.378444452634553,4.970326409495549,5.686324137349194,2.6764369804372,0.99,0.000245926719769483,0.00510933009755501,6,3,RS,0.686767169179229,L4,700.0,0.5524368730399697,1.0,1.1842335670239592e-09,135.0,2.0,1.0529372549019609,0.3952514521915689
44,94,0.32539130185234433,0.30365630987877634,0.43944230273485696,0.3220711293122295,probeE,778240327,2.111819555522795,2.0509687554547043,1.4595461064709356,1.48083355132731,0.99,1.70644590841466e-05,0.0834517635278939,4,4,RS,0.714237855946399,L4,400.0,0.6260607767513674,-0.0180032733224223,0.9366925529297064,135.0,2.0,0.0432274509803921,0.7514810823129477
45,95,0.1617574861731116,0.22213980973148822,0.1930822844103087,0.19268471859679306,probeE,778240327,2.2924114546861754,2.4509803921568625,1.5945330296127562,1.44216490072885,0.98,0.000716086248491522,0.0,4,6,RS,0.810385259631491,L4,600.0,0.5628452176376559,-0.4352678571428571,0.2294644717927745,135.0,2.0,0.0432274509803921,0.051737101825986
46,102,0.13355428770115657,0.22341108047744843,0.2503843470674473,0.18921225566136587,probeE,778240327,2.7494195260384036,3.1928201547681385,4.2183413481818945,2.15372666060502,0.99,0.00197598231359425,0.22882045003243,5,5,RS,0.673031825795645,L23,700.0,0.6047195133798207,0.3192713326941515,0.0167553789331973,45.0,2.0,0.6892705882352942,0.032976187604623
47,103,0.33959235775342905,0.4233861455095357,0.5087493894768446,0.4323177787752333,probeE,778240327,4.254352019066573,8.020596962820736,11.921032649962035,4.16752358305956,0.99,0.0108481264654365,0.103256631628814,7,4,RS,0.604355108877722,L4,500.0,3.517782189250104,0.1444444444444444,0.6173427563965895,0.0,2.0,0.633650980392157,0.4876798239814929
48,106,0.34106817751523216,0.3404818615762217,0.6034363501792962,0.37681075672089703,probeE,778240327,32.09744591456897,40.94955489614243,31.536319919007845,22.3078078228998,0.99,0.0443926932491751,0.0109586760632807,6,5,FS,0.302177554438861,L4,1000.0,0.453021275590113,-0.7839703218013976,0.0012565945406883,0.0,2.0,0.642207843137255,0.3906461674766385
49,112,0.23277844188481614,0.3651916572803407,0.35855157276737576,0.34597670308810924,probeE,778240327,1.0565240359218173,2.1207889684063534,4.842655867712815,1.97454238321065,0.99,0.000117775753614673,0.0187747896964508,5,5,RS,0.68676716917923,L23,500.0,0.8838720120237997,-0.0565494238932686,0.8148075805476747,45.0,2.0,0.8989137254901962,0.5025841913365962
50,118,0.338661376575179,0.42588760634445216,0.3612255918954747,0.39982280363195366,probeE,778240327,8.088551456406098,12.067260138476755,9.769678562389268,7.37086975195454,0.99,0.00497202283586719,0.0680396240977504,3,4,FS,0.233500837520938,L23,1200.0,2.9907152728322197,-0.0398261278195489,0.7527486823121936,135.0,2.0,0.0432274509803921,0.4155809949791259
51,119,0.16536061977640648,0.22771979075095086,0.13211672044050585,0.20297831628270221,probeE,778240327,2.605683116500203,4.046663175656019,3.6615202902218846,3.25822440535037,0.99,0.0003423672686385,0.00689518648861371,6,3,RS,0.714237855946399,L23,900.0,6.066112731452278,0.5385359744990893,6.416872118911362e-05,0.0,2.0,0.0432274509803921,0.0422135498639862
52,123,0.2596111630380903,0.38418298500849046,0.2168527578005161,0.3259966230843654,probeE,778240327,22.818462143269574,22.365741548845058,14.468910824263899,14.2047725603714,0.99,0.00296221081182145,0.0322871297731863,4,5,FS,0.247236180904523,L23,800.0,0.4012968168354073,0.4320759837177748,2.9053121934046645e-06,135.0,2.0,0.0688980392156863,0.0184178666268593
53,145,0.31113351157115143,0.4673362775584441,0.314490392868182,0.38163060214477584,probeE,778240327,5.556579319156255,4.947053005178332,4.74141567535645,9.33271788118084,0.99,0.00732806436825281,0.0210102748942579,5,4,RS,0.824120603015075,nan,2300.0,2.0746160327520946,0.2987440191387559,0.0342183063999107,90.0,2.0,0.1074039215686274,0.200007647436008
0,2,0.28318485669153415,0.19435106634293947,0.2560095880360097,0.24258048666901555,probeB,778240327,4.0491897934864065,4.455402338977134,4.0074242807728,1.9704444400792,0.99,0.00750450403520602,0.405339377577062,1,2,RS,0.727973199329983,L56,1100.0,1.1457868160605822,0.2003856577027308,0.0004180143753368,0.0,2.0,0.1373529411764706,0.193356872198632
1,5,0.4895305278491768,0.5388354048258813,0.4839748828027961,0.5314856812523769,probeB,778240327,9.87972825218983,6.187816372839937,5.981608031721927,10.6845760537701,0.99,0.00155554671771084,0.0214802306956408,5,6,RS,0.851591289782245,L56,1600.0,1.0649189870011575,0.075058275058275,0.2989611183442571,135.0,2.0,0.021835294117647,0.0664203421001779
2,6,0.36160626458304373,0.38502156885252603,0.510634748646808,0.41478056344244346,probeB,778240327,8.90060074448089,14.039681154360855,14.856998228296634,9.03617560810989,0.99,0.00106293861679805,0.362176914230528,2,2,RS,0.521943048576214,L56,700.0,0.4076064193865678,0.5073529411764706,1.7072603237860405e-05,0.0,2.0,0.4710705882352942,0.4819529102713974
3,9,0.20473161922429434,0.15872109412399285,0.181822793410212,0.18446139423677102,probeB,778240327,1.8108330569171611,2.0262407633676616,1.6788998565763942,1.80063409857082,0.99,0.00376513027326008,0.0790179626552988,2,1,RS,0.810385259631491,L56,600.0,0.238221342178626,0.1104983660130719,0.741918646136535,0.0,2.0,0.3427176470588235,0.2000185397227487
4,14,0.4935264062191824,0.47803093887954484,0.39335622524432534,0.4875474434305061,probeB,778240327,7.290015847860539,9.735555943445627,8.892263561967434,2.91782795549862,0.98,0.00083422416769382,0.146163281027618,6,4,RS,0.673031825795645,L56,900.0,0.2782635970402722,0.1589008363201911,0.3842845044250642,135.0,2.0,0.7534470588235296,0.4430225069289593
5,23,0.3576232472633923,0.31199294393984756,0.19680086210756786,0.3611755692952456,probeB,778240327,6.6597869752699665,4.347762844010007,3.847127309541888,3.78826463416784,0.99,0.000190694715883748,0.0,1,5,RS,0.631825795644891,L56,200.0,0.1128831459561679,0.467485549132948,0.0217293026172657,90.0,2.0,,0.0613268434222777
6,25,0.6327020844571358,0.611693342072512,0.4989846542111686,0.6446671091693004,probeB,778240327,24.505215051781963,15.588817129225577,14.570151016620265,13.8195737617211,0.99,0.000196285328311704,0.0,4,6,FS,0.247236180904523,L56,200.0,0.5185834162962969,0.055885736196319,0.6693946386586451,135.0,2.0,0.0646196078431372,0.0339607544441483
7,29,0.1322061130761766,0.13736375679165122,0.09881699592139784,0.13521249723922052,probeB,778240327,4.240838339537341,4.948507592948158,4.083354425040074,3.14105190069021,0.99,0.0010085825957111,0.00741922426435727,6,6,RS,0.618090452261307,L56,100.0,0.35672790869276,-0.0389610389610389,0.8919584597552832,135.0,2.0,0.0346705882352941,0.2843041105136706
8,35,0.12163349392913203,0.12215620479284647,0.07553532018577495,0.13113937422124564,probeB,778240327,1.7371220776668017,3.162273811601792,2.539441491605501,1.55241219626241,0.99,0.00157066605128581,0.0911204564206358,3,1,RS,0.631825795644891,L56,200.0,0.7995829123936737,0.2723859583255116,0.2784325756177538,45.0,2.0,1.048658823529412,0.1319110234539178
9,39,0.23810449150363572,0.39311276171487136,0.4434288676445637,0.3549306836709913,probeB,778240327,9.58856988415091,7.728224821085704,3.484349953598245,5.9805659436588,0.99,0.0277200729088286,0.186242902547073,3,5,RS,0.83785594639866,L56,500.0,3.3422565537597517,-0.3514246947082768,0.2613722001979057,90.0,2.0,1.048658823529412,0.0343471887921462
10,41,0.2922214779911688,0.3313125533741982,0.11613955877105712,0.32035120630776415,probeB,778240327,10.505043059497046,8.37115261534881,6.6312325993419385,3.56767719226591,0.99,0.00103479586814509,0.0,2,1,RS,0.65929648241206,L56,200.0,4.5984583771102026,0.7419795221843003,4.520686151678751e-06,135.0,2.0,,0.0656395424915735
11,43,0.20884244941559132,0.42418674418675295,0.371507404172136,0.35390871530114903,probeB,778240327,7.344070565977469,9.182812590911736,3.4337298574200625,5.95791154502169,0.99,0.00486940143521828,0.0556780973171902,3,7,RS,0.727973199329983,L56,1100.0,0.9343840118370444,1.0,9.682784508403884e-05,135.0,2.0,0.0945686274509804,0.2622980577237248
12,56,0.2959937587890136,0.283333184205418,0.19080264682712358,0.30326722965912706,probeB,778240327,6.347743829776778,8.6053412462908,10.588036783936555,6.58198163851226,0.99,0.0271260159465315,0.0836374127616056,2,2,RS,0.631825795644891,L56,2200.0,1.0959310859181126,0.4738472536637674,0.0019303345926388,0.0,2.0,0.026113725490196,0.0089767839239565
13,57,0.378823509854807,0.44139996200298304,0.530966776308347,0.4312889872379723,probeB,778240327,12.296219855280777,11.002501890964101,5.3826035602800975,8.32168321661083,0.99,0.000116092406677906,0.00951324922676928,3,2,RS,0.618090452261306,L56,400.0,1.1816868137277603,0.1639414802065404,0.2244826057167534,90.0,2.0,0.1544666666666667,0.1258601525152087
14,58,0.3220700053333398,0.3837759456500519,0.4402507458847932,0.37943530270266035,probeB,778240327,15.091094485190236,17.82306394367836,18.5691386146967,12.8087188708097,0.99,0.000162099346450155,0.00156158410827965,2,1,RS,0.631825795644891,L56,1300.0,1.199961656061282,0.2282017958412098,0.05185142169039,0.0,2.0,0.2571490196078432,0.0831068760133265
15,60,0.28614539779633213,0.2801857968855472,0.36993665785416274,0.2940777070564088,probeB,778240327,10.009950982198799,11.403968115436085,12.283810005905679,10.9780091050827,0.99,0.0213072757964768,0.0862481711622384,4,1,RS,0.645561139028476,L56,1300.0,1.0401045237738205,0.2921774193548386,0.0751280994885324,0.0,2.0,0.4154509803921569,0.0398858400919754
16,61,0.2265354593421217,0.3252461203949422,0.45062098363937403,0.31490382650643883,probeB,778240327,6.033243651641912,8.06714377145517,9.955285581709273,4.29818390004293,0.99,0.00079150152624611,0.0851877597858322,5,2,RS,0.65929648241206,L56,1700.0,0.2765760563350391,-0.1702357776335712,0.2271154854997187,0.0,2.0,0.1330745098039216,0.0878064287847916
17,63,0.2670572123049462,0.31327660506826466,0.4945604836547064,0.32707414810447555,probeB,778240327,6.728583889236968,8.800256007447489,9.423774571838353,5.31919421103298,0.99,0.000341872708226249,0.0064678067894326,2,1,RS,0.631825795644891,L56,100.0,0.0120236669722791,0.6700984780662489,8.575135724823417e-05,0.0,2.0,0.0346705882352941,0.0779574871437287
18,66,0.3863350433709251,0.3032830605994589,0.3145295957730617,0.35040169310220504,probeB,778240327,14.496492585904004,14.230232152208064,12.233189909727495,12.5596181340714,0.99,0.00342845865398818,0.00301630992533066,1,2,RS,0.727973199329983,L56,1100.0,0.3593673294527125,0.1236211487257512,0.2539857802367263,135.0,2.0,0.5352470588235295,0.0251112287845428
19,69,0.28284207818016877,0.27328103872191617,0.260459877598485,0.2783280356545257,probeB,778240327,8.423936411995234,8.772618839820794,7.862988273011052,4.70459599973121,0.99,0.000218350179569861,0.00165361368670311,4,3,RS,0.618090452261307,L56,1500.0,0.4546136116670548,0.7794637122671805,2.3340986543118494e-06,0.0,2.0,0.0646196078431372,0.2429540903314048
20,75,0.2267487138234352,0.30819664539719654,0.46098416565732536,0.28780520246312297,probeB,778240327,14.981756532635536,15.914644789666609,16.468404623302117,13.2866095041289,0.99,0.0222794360717804,0.0261228725084201,7,1,RS,0.645561139028476,L56,800.0,1.0929606955933255,0.3074074074074074,0.0028976167522668,90.0,2.0,0.5780313725490197,0.0516902669923747
21,91,0.3447379352464216,0.3426973068201171,0.1789869847215036,0.3398808538414487,probeB,778240327,3.651150505534466,5.736894164193867,5.720070868134649,4.20834749165437,0.99,0.00520796481371882,0.0392653201409641,2,1,FS,0.260971524288107,L4,1600.0,2.266624928341866,0.1345631345631346,0.5064929289771444,45.0,2.0,0.1287960784313725,0.3368307236256995
22,101,0.17877889583948012,0.16697887630162744,0.14803911138333084,0.18985097639618645,probeB,778240327,4.082359734149068,2.834991563390935,1.2655024044545684,3.58593741875359,0.99,0.000107566459218718,0.00284625178541757,1,2,RS,0.645561139028476,L4,700.0,0.1996865134435558,0.6711859569002425,0.0006354580295421,135.0,2.0,0.017556862745098,0.1097891294989989
23,106,0.17906099381785862,0.3997561018127566,0.22252376162969525,0.31894552866859294,probeB,778240327,2.420177152053465,3.9390236806888925,4.960769425461908,1.89711058931854,0.99,0.000364795243709991,0.030508066648014,1,1,RS,0.673031825795645,L23,400.0,2.848065516542578,-0.4239329667452212,0.3365281949244493,0.0,2.0,,0.0659092902886217
0,0,0.2735467599159761,0.3109483686180276,0.2705929132569837,0.30134877451456155,probeA,778240327,2.423862701015983,3.7877465526269853,1.9573103855563991,3.50409902118053,0.99,0.0584410261067745,0.286151539638586,2,5,RS,0.796649916247906,L56,400.0,0.944263006618624,0.2636441770519983,0.0040525456795888,0.0,2.0,0.3042117647058824,0.247902224528746
1,3,0.20716266696895463,0.3129152535882363,0.18542414303572213,0.308238411395685,probeA,778240327,14.615658669025418,9.245359865014255,5.3826035602800975,8.16024932428631,0.99,0.0085647195016008,0.101131991873429,3,7,RS,0.851591289782245,L56,600.0,0.1306379041666046,0.2193302891933029,0.000401727061682,90.0,2.0,0.3812235294117648,0.366345323729464
2,5,0.49340863764457765,0.599806924052665,0.5856900552744013,0.5676199779972879,probeA,778240327,3.8857971228147767,6.235817769244196,4.471441829072808,3.50361078110512,0.99,0.000332378613851697,0.0029815760164117,3,5,RS,0.755443886097152,L56,800.0,1.1960531588701018,0.155445246690734,0.0135544705757243,0.0,2.0,0.2272,0.398397396743246
3,10,0.1273912247714697,0.2894777646298421,0.19399536679875728,0.22215958103363698,probeA,778240327,4.7654148085357315,3.264094955489614,1.527039568041846,3.18508295591101,0.99,0.00971203965152649,0.0360774719989322,4,3,RS,0.686767169179229,L56,500.0,0.381441428453801,0.5073529411764706,2.9353568114921414e-08,0.0,2.0,0.3469960784313726,0.2942550866607809
4,15,0.34814332286972716,0.40922931037641563,0.23044975753648095,0.4047750800382457,probeA,778240327,3.7482032948807724,6.032175481468552,8.892263561967434,6.18014287447445,0.99,0.0697352148222589,0.0277893610686759,7,1,RS,0.83785594639866,L56,200.0,0.1705014337107452,-0.3979468599033817,0.0293253875633337,90.0,2.0,1.0443803921568628,0.0302506775622553
5,19,0.6118887436188306,0.5569607083641183,0.4771658887281681,0.6122919361428109,probeA,778240327,6.618017420361429,15.139349508349333,20.020248038471273,11.1405643925725,0.99,0.00685656030904283,0.0212322346143282,1,1,RS,0.549413735343384,L56,400.0,0.4502947045444689,0.8551409352978859,2.629362917804903e-07,0.0,2.0,,0.2763875808721595
6,21,0.4878182955545974,0.4499225985876409,0.5469408802310496,0.4928249901694303,probeA,778240327,5.9791889335249815,10.21847908302787,11.08580106302202,3.90972887582687,0.98,0.00581053674046352,0.198729528951374,1,6,RS,0.631825795644891,L56,1600.0,1.3520811905890011,-0.7849389416553596,8.37637368137724e-05,135.0,2.0,0.0860117647058823,0.0393995573906725
7,22,0.2113223358344269,0.16501535882110058,0.06374542540280433,0.1860408107362375,probeA,778240327,2.717478101696581,3.176819689300052,1.9573103855563991,2.63327402268846,0.98,0.00167168892451074,0.036947369579124,2,4,RS,0.65929648241206,L56,100.0,2.025496700715224,0.93859649122807,2.7971365205069856e-08,0.0,2.0,0.009,0.2128971644350417
8,33,0.40867936420280476,0.29691545659797464,0.3572876249940897,0.364301863067025,probeA,778240327,6.814580031695721,5.9230813987316,3.2312494727073315,6.94785156904102,0.99,0.0188676990188464,0.166801215735846,2,3,RS,0.727973199329983,L56,900.0,3.5132303663889206,0.9677593271511752,1.9513097907410902e-26,90.0,2.0,0.0560627450980392,0.3253107126474572
9,38,0.20951629550086032,0.4689728275389717,0.5080318275246833,0.4137495212944833,probeA,778240327,11.803584810624209,17.337231628556466,15.33788914198937,10.5362208272364,0.99,0.000148887516119946,0.0204408784247685,2,3,RS,0.521943048576214,L56,1800.0,0.3146084942772013,0.3223454301075268,0.0065601665871012,0.0,2.0,0.3512745098039216,0.1698275962684015
10,42,0.2483455411077729,0.28355259127619714,0.46122712508305314,0.29966693456102445,probeA,778240327,10.742146709419034,12.810554488857857,13.498692314182064,10.4117196080082,0.99,0.018684240509876,0.0631355943561213,1,3,RS,0.590619765494137,L56,600.0,2.430482198472281,0.3310411222665383,0.0010660864865505,135.0,2.0,0.1673019607843137,0.0207117066439902
11,44,0.4304694917036914,0.45136414234571653,0.4412225778486684,0.4431630983460435,probeA,778240327,10.237226501554073,9.245359865014255,11.861975871087488,5.95652891993903,0.99,0.00410526998321024,0.0783979447121373,2,3,RS,0.549413735343384,L56,1300.0,0.1307884359251901,-0.0121989365029716,0.9117759388426024,90.0,2.0,0.2828196078431373,0.0904366966825119
12,45,0.5068850927785042,0.540755749276396,0.46659430484008285,0.5210047525784078,probeA,778240327,63.94427449968673,68.36853435736312,67.3331645996794,48.2050167728856,0.99,0.00319144754384636,0.00598517308733025,1,4,FS,0.302177554438861,L56,900.0,0.091313667962578,0.0483306647690208,0.2416470016000268,45.0,2.0,0.2015294117647059,0.0261557658059119
