,unit,SH_r2,SI_r2,SL_r2,final_r2,probe,session,SH_rate,SI_rate,SL_rate,total_rate,presence_ratio,amplitude_cutoff,isi_violations,rf_x,rf_y,cell_type,wf_duration,layer,rf_area,mod_idx_dg,run_mod_dg,run_pval_dg,pref_ori_dg,pref_tf_dg,c50_dg,lifetime_sparseness_dg
5,59,0.18591935786827712,0.17582545061527463,0.21147608876868898,0.186781656196019,probeE,766640955,1.1257189811010684,1.3813594662218516,1.8168512154766452,3.32866693417684,0.99,0.000414415839235139,0.224291852115637,7,2,RS,0.618090452261307,L56,1400.0,0.9524240386457198,-0.0074866310160427,0.9704501157197364,90.0,2.0,0.0945686274509804,0.1672782666602586
6,66,0.01665142296587696,0.07633628724884597,0.04617740730501811,0.05873172033088114,probeE,766640955,1.0079430293070393,1.4404364748401446,2.504136438844343,1.29833515378165,0.97,0.0214841783029404,0.38558143319661,6,6,RS,0.714237855946399,L56,3600.0,0.8656526935804176,0.2934782608695652,0.0151102145306981,90.0,2.0,0.017556862745098,0.0868593707134283
7,68,0.1779141489102036,0.18090131655481118,0.0,0.19517241632615978,probeE,766640955,12.612982744453575,10.03614122880178,7.83377879597811,10.1210570363149,0.99,6.46801486351931e-05,0.00597185236195246,3,3,RS,0.576884422110553,L56,0.0,0.407052048883287,-0.7144067347911262,8.104683742845323e-07,45.0,2.0,0.1587450980392157,0.6127577288010487
8,69,0.2887060639911743,0.24234290465694022,0.13999020702083337,0.32526903766461324,probeE,766640955,14.24541221583128,8.23603002502085,3.8437062492045313,8.88270153922896,0.99,9.10074965939625e-05,0.00581476182394804,1,6,RS,0.700502512562814,L56,800.0,0.5100892153474001,0.2327681726005059,1.807945201586408e-13,135.0,2.0,,0.6090711554760343
9,70,0.10360474652613112,0.0,0.0,0.0,probeE,766640955,23.503149821966588,21.76814011676397,19.476263204785543,20.1728518500167,0.98,0.000955126472146999,0.000469760212715174,7,5,RS,0.645561139028476,L56,2100.0,0.58144487922159,0.3089599958410231,0.0001037989557144,135.0,2.0,0.9031921568627452,0.0857977027940707
10,75,0.5449452190334736,0.44107194259218574,0.27685988146720053,0.46203505264813083,probeE,766640955,39.3933168994796,43.141854323046985,40.02163675703195,30.4799682295511,0.99,0.000337886189856864,0.0046503993351604,7,3,FS,0.32964824120603,L56,900.0,0.0328367101721921,0.1934953019659193,0.0005621687958796,0.0,2.0,0.2528705882352942,0.1293710908942983
11,81,0.31091677083799557,0.27396604852194895,0.2753133763808895,0.3254430185444538,probeE,766640955,7.618460695699809,5.2109396719488466,4.241440753468245,5.69674130525172,0.99,0.0221592866178967,0.065974461645316,3,4,RS,0.604355108877722,L56,1000.0,0.045315063467179,0.3999525616698292,0.0002999383721689,135.0,2.0,0.2528705882352942,0.1137869655153925
12,83,0.16778917232281423,0.18337759369427914,0.0,0.21211038595308204,probeE,766640955,16.743357984113942,13.658951904364748,10.04518263968436,12.0699878540515,0.99,0.000151062309768211,0.000787314795486868,5,3,RS,0.604355108877722,L56,1900.0,0.5298370540790491,0.2783894064208176,0.0002835461344535,135.0,2.0,0.4582352941176471,0.4649945449623173
13,87,0.308613366232517,0.23905456829233654,0.019365330300455952,0.23988904480274398,probeE,766640955,6.967953985209532,6.216986377536837,6.023291332569683,4.98035163012534,0.99,0.000370376418034567,0.0015414193667676,6,4,RS,0.604355108877722,L56,1500.0,0.0260411521283414,0.2599137931034483,0.1849727726291536,45.0,2.0,0.0560627450980392,0.1190540077751516
14,88,0.19790902815507977,0.12319854009402802,0.04847096549567964,0.15198515429323492,probeE,766640955,4.83018351136675,3.669724770642202,4.241440753468245,3.87909249120118,0.99,0.0957500208035459,0.0940117806817408,7,3,RS,0.686767169179229,L4,300.0,3.6686241260098935,0.1948581692987051,0.0611138291609541,0.0,2.0,0.3555529411764707,0.5413492382704174
15,94,0.317193026811053,0.4119797349340494,0.2569196669274664,0.36343229538497346,probeE,766640955,8.331963845521775,6.241312204614957,3.8532518773068603,5.32105240115227,0.99,0.0137523201761422,0.244413014535847,5,4,RS,0.782914572864322,L4,1200.0,0.919927225412379,0.573730928130241,3.7739687072309065e-07,90.0,2.0,0.1416313725490196,0.2150392127607207
16,95,0.4435957577304831,0.46155142014720274,0.2655718133477208,0.41224974637112666,probeE,766640955,1.1175020542317173,1.53426466499861,1.972763141148021,1.83386780285092,0.99,0.00343257047301722,0.0113685420627056,7,5,RS,0.714237855946399,L4,600.0,0.3446496386181475,0.3458848843464227,0.0580308991618739,0.0,2.0,0.0432274509803921,0.1799442932597404
17,105,0.09914193052654555,0.06960701972961762,0.0628483564423941,0.08163909858633353,probeE,766640955,2.352780060257464,2.4013066444259104,2.5995927198676343,1.81713878295619,0.99,0.0662844333166642,0.254734231566024,3,6,RS,0.618090452261307,L4,800.0,0.4168296133589092,-0.1925681541934364,0.4321693481927247,135.0,2.0,0.5609176470588236,0.0785380789596974
18,126,0.19051079522896366,0.25156221985795657,0.0,0.21835081819425212,probeE,766640955,10.894275540947687,7.824228523769809,5.5173730431462396,8.92166791483743,0.99,0.0670413701656023,0.0489946758366678,7,3,FS,0.357118927973199,L23,800.0,2.406659239842792,0.3880681818181818,0.001171780694814,0.0,2.0,0.2614274509803922,0.0627558887908353
19,143,0.3730359665253217,0.31146830246618507,0.16702698996713783,0.3240546621891771,probeE,766640955,6.333881128457957,6.554072838476508,5.332824233167877,4.95597214381533,0.99,0.0404642733313259,0.155662180974107,7,3,FS,0.302177554438861,L23,700.0,1.1722338586775154,0.2625364284996482,0.0025725226208451,135.0,2.0,0.847572549019608,0.1909120371309506
0,4,0.41698526348056664,0.23820628218299947,0.12838787905443513,0.4390655229838277,probeA,766640955,7.7896466721446185,3.7027383931053657,1.6450299096347207,4.54907168784514,0.99,0.00120262444599965,0.09607244219631,4,3,RS,0.865326633165829,L56,900.0,0.3736345456553348,-0.4124273255813953,0.004685802685609,45.0,2.0,0.0517843137254902,0.5583555719458669
1,12,0.07459073792053177,0.04338086833902235,0.013000460121338042,0.05461942411870224,probeA,766640955,1.9172829361818682,2.307478454267445,1.619574901361843,2.18650443154006,0.99,0.0610517885798365,0.0719751923948018,3,2,RS,0.68676716917923,L56,1300.0,0.0839482147508209,-0.1580188679245282,0.6522305734697139,90.0,2.0,0.637929411764706,0.0340872033156312
2,20,0.2687134539115217,0.11081404751266093,0.07496078175969315,0.21046203857242177,probeA,766640955,3.2963571624212546,1.753197108701696,2.2654957362861143,1.1509367623544,0.99,0.0398776010320253,0.288627776973561,5,3,RS,0.700502512562814,L56,1000.0,2.3282920806740104,0.2769430142551924,0.0068295191871536,0.0,2.0,0.0346705882352941,0.2121541266872242
3,31,0.5452986524937307,0.43304077271200353,0.20096154381811626,0.4815470592898722,probeA,766640955,23.15119145439606,26.81227411731999,14.814814814814817,13.7435089839168,0.99,0.000139552676308289,0.0,4,3,FS,0.260971524288107,L56,800.0,0.73354885213487,0.2078057910382032,0.2350212823660749,0.0,2.0,0.1972509803921569,0.3237806741518242
4,40,0.2999293843795951,0.18882920022569444,0.0704002258553034,0.2808299224021444,probeA,766640955,6.418789372774583,4.029399499582986,2.7300496372661325,3.76586753457411,0.99,0.0576547527702832,0.21837151576337,2,4,RS,0.618090452261307,L56,900.0,0.5836776268286135,0.2991716432286649,0.1920800460432114,90.0,2.0,0.3427176470588235,0.0855804468219546
5,41,0.2083761590842676,0.08663240601521989,0.0,0.12488965469647448,probeA,766640955,2.7759517940290332,3.377814845704754,3.204149166348479,2.50762017450662,0.98,0.000934122811045109,0.158085081102094,2,5,RS,0.631825795644891,L56,1100.0,1.0192525142520237,0.7493827160493827,1.029873920437372e-05,135.0,2.0,,0.1373133126840778
6,43,0.21054040021740592,0.24547397993402198,0.13710880769901085,0.23437209172317552,probeA,766640955,9.315256094220763,8.851125938281902,5.336006109201986,5.44050449527358,0.99,0.0905195809889391,0.273841057197424,2,2,RS,0.576884422110553,L56,500.0,1.2121681117399643,0.4026618542747574,0.0003275492564129,0.0,2.0,0.021835294117647,0.0119329411077938
7,44,0.19693984868373288,0.22813630575149854,0.09743917536140198,0.18972066268599264,probeA,766640955,7.499315256094222,7.650472616068947,6.802850960926563,5.85271183877036,0.99,0.000334155061497567,0.0111616079764471,4,1,RS,0.65929648241206,L56,1100.0,0.0156064274129641,0.3097683624886321,1.3876650869614389e-05,0.0,2.0,0.1587450980392157,0.1385182376495397
8,46,0.08889321466762412,0.06826415108437722,0.0870431655229309,0.12792507826355998,probeA,766640955,4.259107093946865,2.7210175145954962,1.4891179839633448,3.06498244247652,0.99,0.00944979216881892,0.0284893871327969,3,6,RS,0.521943048576214,L56,1200.0,0.4998578149273469,0.1366223908918405,0.1912256444369818,135.0,2.0,0.5694745098039217,0.0424986436122686
9,47,0.2084930913423025,0.15889868518575317,0.10376624460176646,0.19062109865376614,probeA,766640955,11.554368666118872,10.319363358354185,8.597429044164441,9.33847015155725,0.99,0.0493829944738211,0.0609402707032386,4,3,RS,0.604355108877722,L56,1100.0,0.1552381834128673,0.3828043704474506,0.0005425536222838,0.0,2.0,0.1758588235294118,0.1430985043545438
10,53,0.059948740237088495,0.04030880105020771,0.0,0.04321529098768502,probeA,766640955,2.3938646946042184,2.4412705031971087,2.345042637138857,3.6693696016496,0.99,0.00190764805169107,0.0425940945182726,4,4,RS,0.590619765494137,L56,1500.0,0.9744251583640976,0.3753268362253387,6.832382148735164e-05,45.0,2.0,0.1587450980392157,0.0268311219402139
11,54,0.32762243153307674,0.19559438069610274,0.12175589525146299,0.33490222178782264,probeA,766640955,7.766365379348125,4.455101473450098,2.819142166221204,5.42734568623842,0.99,0.000630755266976225,0.0636007387955584,7,6,RS,0.576884422110553,L56,900.0,0.3941052719369375,0.4498416681603633,3.865443477488918e-06,45.0,2.0,0.1031254901960784,0.050727977945942
12,55,0.1592101719221976,0.13033537504479487,0.0,0.11210355222052562,probeA,766640955,4.57819775403999,5.240478176257993,5.339187985236095,2.38011233501863,0.99,0.00914063007869986,0.33070610984792,4,2,RS,0.631825795644891,L56,400.0,0.8156266562317014,0.0206530291109361,0.926584550731218,90.0,2.0,0.1972509803921569,0.0311408098215749
13,58,0.2515779227537377,0.22042925569336713,0.1949047884034248,0.28904765883230993,probeA,766640955,12.07888249794577,7.742563247150404,6.071019473081329,10.2506102321185,0.99,0.0493325356257763,0.218319666195707,2,2,RS,0.590619765494137,L4,700.0,0.4234437284999946,0.2727042823423626,0.0013335501070154,135.0,2.0,0.2400352941176471,0.1675854350239512
14,59,0.3124415203245402,0.17241249119943441,0.0,0.2337553698454578,probeA,766640955,13.147082990961382,10.925771476230192,10.80246913580247,11.3167797827813,0.99,0.000102708869665963,0.0,7,5,RS,0.563149078726968,L4,500.0,0.9115654370195893,0.1197789696083212,0.2447900563907186,45.0,2.0,0.1501882352941176,0.1228477574239524
15,61,0.2763957252767384,0.29057799080648233,0.12900758319082767,0.32446877615088054,probeA,766640955,13.166255820323201,10.583472338059494,7.299223622247678,6.52197498667492,0.99,0.000136659387351211,0.0,4,1,RS,0.590619765494137,L56,500.0,0.1604427822209034,0.4330541871921182,0.000165937645537,45.0,2.0,0.0817333333333333,0.0319261356154101
16,62,0.36254331285567315,0.27480578469581285,0.0694333011644612,0.3786287359081939,probeA,766640955,15.468364831553,11.03002502085071,7.6715031182385145,10.8070544436441,0.99,0.000257472409358821,0.000982081714219573,7,2,RS,0.563149078726968,L4,500.0,0.8781149102126692,0.511007511007511,1.0452671117160206e-07,0.0,2.0,0.6978274509803923,0.4086673537471909
17,63,0.22531505344432284,0.25876645209709903,0.0,0.19392916254579254,probeA,766640955,11.573541495480692,13.603350013900473,14.121165839378898,12.6953945433255,0.99,0.028660689312198,0.0844498032733869,2,1,RS,0.604355108877722,L4,200.0,1.2194429248423282,0.3342573022417795,7.241851590822511e-05,0.0,2.0,0.0303921568627451,0.6026166339296104
18,72,0.33759272543959085,0.3170530121304615,0.23901996204659906,0.3201974525686361,probeA,766640955,2.2213092303478503,2.2692521545732554,1.5177548682703323,2.80527447500738,0.99,0.00305970484372196,0.238059988671178,3,2,RS,0.810385259631491,L4,900.0,0.6273903377026341,0.3248600058944887,0.0454732236744769,45.0,2.0,0.3641098039215687,0.2224608398952534
19,75,0.3580740143139224,0.25886670073858087,0.03843292494564081,0.29899057830449766,probeA,766640955,2.441796768008765,2.107659160411454,1.202749140893471,2.1458039291755,0.99,0.00206556096996107,0.232497885661613,2,2,RS,0.824120603015075,L23,700.0,0.9394213280294104,0.2800422068133856,0.0039739746896065,0.0,2.0,0.026113725490196,0.6728770875601471
20,76,0.13529332577473085,0.16973581473468646,0.10000968375758737,0.1785197066300732,probeA,766640955,7.652697890988771,6.022379760911871,2.1764032073310426,3.66212715636668,0.99,0.00138879238456718,0.0484644323778114,5,4,RS,0.769179229480737,L23,0.0,0.8977928977995921,0.724568337840649,0.0001491235212442,0.0,2.0,0.7705607843137257,0.3531450094578539
21,79,0.2848160086944136,0.3731089940349598,0.14657325293777826,0.30622038182317013,probeA,766640955,1.4215283483976995,2.0937586877953853,1.4382079674175896,2.72662763961119,0.99,0.000406702477285928,0.005142678599503,7,5,RS,0.769179229480737,L23,700.0,0.6443311539412111,0.3935207301435647,7.483222833237423e-08,0.0,2.0,0.1373529411764706,0.0731294098147541
22,81,0.2405566692599578,0.14080661774697753,0.14552378257301649,0.19167880489040734,probeA,766640955,2.3514105724459053,2.3474423130386435,3.1850579101438212,2.36154719358917,0.99,0.0345318704273456,0.466183291049855,5,6,RS,0.68676716917923,L23,1200.0,1.0539440315969535,0.6486051236311383,1.3067822088851532e-06,135.0,2.0,0.021835294117647,0.60237603559651
23,82,0.24153084998003765,0.2290393919903087,0.07641917550869122,0.23106091834624562,probeA,766640955,16.29690495754588,12.71371976647206,12.23749522718595,11.1533657356935,0.99,0.0586788692287579,0.02950532444943,7,5,FS,0.32964824120603,L23,900.0,2.914852631098429,0.690691091647084,8.731257946341372e-07,0.0,2.0,0.0517843137254902,0.0524612813512207
24,86,0.23853278950381193,0.25096855120389994,0.14555489958239606,0.25289240218412773,probeA,766640955,10.035606683100522,7.989296636085627,5.1514572992236225,3.07446902573443,0.98,0.00295040662764102,0.368079980348004,5,5,RS,0.741708542713568,L23,500.0,2.277556287847447,0.5168621700879765,1.8223353525304227e-05,135.0,2.0,0.1673019607843137,0.0345419709692342
25,93,0.30750009371096726,0.2668600720675685,0.18038858881195538,0.26390728244833905,probeA,766640955,7.736236647493838,7.5566444259104815,8.848797250859107,5.95288199747212,0.99,9.43457987646067e-05,0.0,5,4,FS,0.247236180904523,L23,1000.0,1.275119021900382,0.1735146844703292,0.0230869326905792,90.0,2.0,1.0443803921568628,0.0413634936170866
26,103,0.32443837699776806,0.25938911125002917,0.11906622716765507,0.3378305799977898,probeA,766640955,11.317447274719257,6.458507089241034,4.2159857451953675,6.68875524072521,0.99,0.0855273655816623,0.141004958314179,6,4,FS,0.247236180904523,L23,900.0,0.0709104554134866,0.2157309893025955,0.0443113241185896,135.0,2.0,0.1330745098039216,0.1487315084850761
27,109,0.4230692688909031,0.42616901213643255,0.2970947212022234,0.42374561919901954,probeA,766640955,4.884963023829088,5.869474562135113,2.345042637138857,4.14308672691538,0.99,0.00140655107302183,0.00222737325146872,7,4,RS,0.480737018425461,L23,0.0,3.917810708162469,0.4222117749168233,0.0003636675557998,90.0,2.0,0.6165372549019609,0.0524896290601823
28,111,0.19020390011310398,0.15123342327844788,0.0,0.12844341951388782,probeA,766640955,25.809367296631063,23.891437308868504,21.16902125493191,17.4863231011114,0.99,5.13311741967873e-05,0.0,4,5,FS,0.219765494137353,L23,1800.0,0.1353032820085334,0.2743537175257072,0.0021606661145219,135.0,2.0,0.2614274509803922,0.0464859216179798
29,116,0.245206819719927,0.22012083831465148,0.20978870630782137,0.3256003642118447,probeA,766640955,9.02081621473569,4.128440366972478,1.498663612065674,6.2302370499264,0.98,0.0851040686851981,0.0236397646338911,2,2,RS,0.412060301507538,L23,700.0,0.9707850149694508,0.6898556535685646,1.0577678243241375e-06,90.0,2.0,0.6037019607843138,0.0178868312781313
30,117,0.28323705372034697,0.19776822356800286,0.17148759491322688,0.23676648408893666,probeA,766640955,21.461243494932898,24.56213511259383,21.02901870943108,18.422536661768,0.99,0.0158536390607228,0.0210660832643589,6,4,FS,0.370854271356784,L23,1100.0,0.7508214784904962,0.1369480898995802,0.0010406573030129,90.0,2.0,0.1929725490196079,0.0294723449055162
0,6,0.26068097352882,0.21108166905985057,0.010986283274552667,0.2526222170102435,probeC,768515987,55.22308714638314,52.14855274026872,44.62324717013009,42.2919652772907,0.99,0.000436426923216029,0.0147659407623533,5,5,FS,0.315912897822446,L56,100.0,6.103113089100979,0.5312722103766879,0.0005202314561927,0.0,2.0,0.6079803921568628,0.0317446499052146
1,10,0.05103429349184283,0.06517650585701511,0.06961682269209732,0.10424856982899841,probeC,768515987,18.036833111828365,13.13575751445574,7.834938334178071,12.9972848846352,0.99,0.00519433034207503,0.00826315565276847,3,4,FS,0.288442211055276,L56,1200.0,0.8149488371031308,0.1695185037803422,0.0024610171207643,135.0,2.0,0.4154509803921569,0.0134933978605333
2,14,0.17683871699772685,0.1429115706012741,0.0,0.1538028610873225,probeC,768515987,7.8526675526865395,6.608337969284715,4.654502449738132,5.16723979119213,0.99,0.0626619021835873,0.166462381602737,4,4,RS,0.865326633165829,L56,1100.0,0.7497131818345305,-0.0532212885154061,0.8160925954366358,45.0,2.0,0.0603411764705882,0.1749176790590967
3,23,0.4973649220980148,0.5175821944379304,0.1828137469180313,0.502745963470272,probeC,768515987,9.104487057781153,6.640368178829718,3.750633552965028,2.96857073388842,0.97,0.010770388572334,0.30428183197029,1,2,RS,0.700502512562814,L56,300.0,5.897793575101048,0.3486631016042781,8.493359306106022e-06,90.0,2.0,0.2785411764705883,0.8015081628858367
4,25,0.32215903737872986,0.16931203901127156,0.0,0.22422388733196036,probeC,768515987,2.292259983545345,1.3300965963687859,1.4276060145294813,2.0152097983212,0.98,0.00817836725300257,0.217079431140403,6,5,RS,0.769179229480737,L56,300.0,1.7231351261633074,0.510510882583736,2.191272806574244e-05,90.0,2.0,0.0817333333333333,0.0280784775162282
5,32,0.37383621617445034,0.36447634890236713,0.0,0.3436016840226047,probeC,768515987,20.827795709132335,12.835685025034138,11.294137523230276,12.8226457823345,0.99,0.000147502207581024,0.00067021466965608,5,6,FS,0.219765494137353,L56,200.0,1.2189328199594758,0.2729941291585127,7.446397395576863e-06,90.0,2.0,0.1544666666666667,0.3158629040505447
6,33,0.2616751016119713,0.1679185077997354,0.0,0.25460024308979323,probeC,768515987,4.069362698563382,1.7920059340177685,2.018922115222166,2.03726019002583,0.99,0.00157104005804516,0.0973526220313603,1,2,RS,0.796649916247906,L56,100.0,0.6035248787181077,0.3262696382900987,0.0210831112730397,0.0,2.0,0.1501882352941176,0.2204221982075395
7,36,0.35393559675359293,0.23272633187047304,0.0,0.2676913134821074,probeC,768515987,13.733308018479844,10.605370960400547,9.672241932758912,5.09354248202822,0.99,0.00132270793302272,0.110433974509829,4,7,FS,0.288442211055276,L56,600.0,1.3072706745008522,0.0761904761904761,0.7585504561964227,135.0,2.0,0.3641098039215687,0.1597647774510797
8,37,0.4828847315658992,0.46593698538981504,0.0,0.4173980850502261,probeC,768515987,19.743054237073604,17.146276909590522,12.485217097482684,10.6818957539083,0.99,0.0159598168118596,0.171584677884944,5,5,FS,0.247236180904523,L56,600.0,5.615520585055193,0.4508658008658009,8.384388281628987e-05,90.0,2.0,0.4111725490196079,0.35693411901858
9,41,0.44601773041025616,0.3898747643379908,0.13504625555969482,0.4403095402144718,probeC,768515987,12.904246566672995,11.185286333215329,4.45598918736273,7.76026785391551,0.99,0.0152592271067731,0.0963721679920716,5,6,FS,0.384589614740368,L56,1800.0,1.0729378155166045,0.4060999351070733,0.0705376759881463,0.0,2.0,0.0475058823529411,0.2048086669459247
10,48,0.28625565856047025,0.27934813819610566,0.23914393230313857,0.38410537077027235,probeC,768515987,40.737927979241825,29.636372831639108,10.918229430647068,21.1413275559521,0.99,0.0468923068108306,0.00624592906293663,4,7,FS,0.260971524288107,L56,400.0,5.797731166719588,0.1716634429400386,0.0209292605235406,90.0,2.0,0.1287960784313725,0.1871227525463436
11,50,0.4376595426915113,0.42601859956496246,0.23564358509904682,0.43985844498232796,probeC,768515987,8.270362635276248,6.503818338137865,2.783409359689137,2.0120737426121,0.99,0.0309659914317552,0.11795151690838,5,5,RS,0.535678391959799,L56,300.0,0.2158191621051806,0.4152946607170334,0.0347403454767872,0.0,2.0,0.021835294117647,0.7753366127409915
12,51,0.33961036697025226,0.266209438935968,0.0,0.23282301862507654,probeC,768515987,4.964242769444972,4.571890962423507,4.616489271836459,4.81168947517262,0.99,0.000975339431126775,0.0,4,5,RS,0.673031825795645,L56,400.0,2.9353213508009763,0.4058634129808507,5.46094797475342e-05,90.0,2.0,0.0688980392156863,0.1751430963845468
13,52,0.19313452414492832,0.11657103556326434,0.0,0.1193764645045843,probeC,768515987,7.895702803620025,7.933377164146395,6.3355296502787635,5.99947057499526,0.99,0.00120739189885051,0.0193899063287904,4,5,RS,0.755443886097152,L56,400.0,0.4233086307525223,0.3384353741496599,0.1321084740768424,135.0,2.0,0.1373529411764706,0.3679387002719566
14,55,0.16273437219342113,0.12161077390577664,0.026167658147504436,0.13314337032110862,probeC,768515987,1.6353395354724385,1.6976011058851297,1.5669876668356142,1.07498109603586,0.99,0.00193323318798475,0.0317867635369528,6,5,RS,0.576884422110553,L56,1000.0,3.7519613300744497,0.0679611650485437,0.2709544286106644,45.0,2.0,0.2699843137254902,0.0409428937555727
15,56,0.4873359454271532,0.42190199519757704,0.052804328923070895,0.4347989416000127,probeC,768515987,14.437060945509778,14.08992059879634,9.651123500591316,10.4115089507391,0.99,0.000220673903284789,0.00271088190512204,4,6,RS,0.50820770519263,L56,2500.0,0.2453626084906038,0.2243172951885565,0.0037053694639031,90.0,2.0,0.026113725490196,0.0121946432445672
16,57,0.2990515834091164,0.12112691711491377,0.0,0.24884702363003433,probeC,768515987,13.330801847984306,10.859926836258198,7.057780030410543,8.39041904796333,0.99,0.000445651505062491,0.00730480619030397,4,5,RS,0.604355108877722,L4,500.0,0.0057488730018351,0.1930874044533067,0.0033996356805856,45.0,2.0,0.1544666666666667,0.2764766059291834
17,58,0.16184535222704624,0.1815844341803166,0.0,0.1286722008760684,probeC,768515987,6.950193025757864,5.520996645257001,5.495016050008448,8.42716970080438,0.99,0.0162244761155205,0.18827205800387,7,5,RS,0.576884422110553,L4,600.0,0.7753861988206243,0.6073820022864609,0.0008682799311822,45.0,2.0,0.1587450980392157,0.2038215092054405
18,59,0.37660189923585463,0.4570607871179628,0.0,0.38919944035968845,probeC,768515987,3.023859249414594,2.752912220367842,1.1615137692177733,6.9074567045214,0.99,0.00147535329321631,0.00769859764334687,2,6,RS,0.631825795644891,L4,700.0,0.940987912317404,0.3537687904563206,0.0007361762775489,0.0,2.0,0.1801372549019608,0.1525072323229432
19,60,0.31044698379778923,0.2715861689143277,0.07773010457070333,0.3591501178184984,probeC,768515987,21.023985823682047,19.582258635513075,6.027200540631863,8.37326874330417,0.99,0.0777644299138048,0.0806823660498965,5,5,FS,0.343383584589615,L4,1000.0,2.3265505275038905,0.3668076109936575,0.0025899384070289,90.0,2.0,0.1544666666666667,0.0223192176047363
20,61,0.0719920711451286,0.0,0.0,0.0,probeC,768515987,34.85475602809949,29.729091859269378,23.05710424058118,26.3761885483718,0.99,0.00442800486117694,0.0284585424480761,7,4,RS,0.700502512562814,L4,700.0,2.681412407666021,-0.4292185730464326,0.0001860548973557,0.0,2.0,0.3683882352941177,0.0884054847112679
21,64,0.13993466805493118,0.20255822787763417,0.07894410243897991,0.1689451978761824,probeC,768515987,2.939054490222138,2.007788398320943,1.1023821591485048,1.91642404348447,0.99,0.0190140618653486,0.0500074544359747,3,4,RS,0.604355108877722,L4,2100.0,0.2349728117039173,0.1587862539605165,0.0020917129296566,90.0,2.0,0.2400352941176471,0.2336842615237453
22,65,0.17415583243563343,0.07868656864498666,0.0,0.12626209171618802,probeC,768515987,1.8138092525789509,1.7346887169372378,2.0315931745227234,2.54833926886866,0.99,0.00194186747469552,0.045250508005987,4,6,RS,0.453266331658292,L4,1000.0,0.2207694148958623,0.4532897128316975,0.0009645048671596,45.0,2.0,0.1031254901960784,0.2199485180046735
23,66,0.10779577216926672,0.12991533928062163,0.02609986023142603,0.1138905511312331,probeC,768515987,2.8200746788177966,2.0988216254488448,1.7232640648758237,2.22983361091292,0.99,0.00181070020273707,0.0369412196842663,4,6,RS,0.714237855946399,L4,400.0,7.407545668767806,0.2245989304812835,0.2173219972430977,90.0,2.0,0.5438039215686276,0.1529334328437853
24,67,0.16636049392106733,0.18076490324119293,0.05244961891556425,0.1691032280096736,probeC,768515987,7.07929877855832,6.481902931607074,4.81500253421186,4.48093359960319,0.99,0.0393647739991035,0.16647627160623,6,4,RS,0.604355108877722,L4,1900.0,6.959945510654232,0.1887175324675324,0.003164947045543,90.0,2.0,0.1715803921568627,0.602619753526683
25,70,0.32341932389367123,0.29156019418300866,0.0,0.31092571926779666,probeC,768515987,10.18796278716537,9.27696016453413,5.368305457002872,7.02927286847185,0.99,4.0104259512702e-05,0.00297363152126122,6,4,RS,0.68676716917923,L4,100.0,3.992543054348921,0.5864485981308412,0.0023140656324964,45.0,2.0,0.1416313725490196,0.1323256477001182
26,72,0.18491170410281013,0.20807824993722454,0.011942433259801644,0.18306418750909909,probeC,768515987,8.17290044933865,8.514978337463546,6.339753336712283,9.245876244362,0.99,0.0131919396899534,0.0330858684208592,4,3,RS,0.604355108877722,L4,700.0,0.0178176637442705,0.0426065162907268,0.915695849350841,135.0,2.0,0.5865882352941177,0.0525494591525353
27,74,0.15803698492750057,0.08572560670376986,0.0,0.13633372270215818,probeC,768515987,3.093475096512879,2.253915271666751,1.7486061834769386,2.10997748178065,0.99,6.92587528642263e-05,0.0,1,5,RS,0.755443886097152,L4,1300.0,2.057211714587667,0.5195557791566512,2.6941355884821296e-05,0.0,2.0,0.5823098039215687,0.0302544201265056
28,77,0.046058105867602575,0.05401295300561868,0.06030013403155783,0.07123237185636802,probeC,768515987,5.64521232833365,3.951516377551881,1.461395505997635,3.026391761025,0.99,0.00345008680265941,0.1965395734629,3,2,RS,0.618090452261307,L4,400.0,0.5372994766458337,0.4558626995850038,2.587422269648289e-09,45.0,2.0,0.1929725490196079,0.1113844174957654
29,79,0.12310368210982252,0.12648067283455056,0.07149873819494963,0.15179774035962762,probeC,768515987,5.332573887728625,3.1204167298841856,1.1192769048825815,2.69720391331013,0.99,0.001079692960196,0.100983495326968,1,3,RS,0.590619765494137,L4,300.0,6.702189081426834,0.5418956043956044,0.0010111994333398,90.0,2.0,0.9502549019607844,0.285161076048339
30,82,0.2481659089897902,0.0,0.0,0.16481440379117335,probeC,768515987,24.780710081640404,13.209932736559956,10.533873965196824,15.607169246795,0.99,5.52711630359964e-05,0.00075399712475594,5,6,FS,0.233500837520938,L4,300.0,1.6237084092466207,0.5530803692977897,0.0007548159053228,0.0,2.0,0.3127686274509804,0.0385078183030336
31,83,0.22298009297843485,0.23586023597153988,0.0610273801006828,0.24341274754490225,probeC,768515987,5.543952914372508,3.4407188253342103,1.4107112687954046,2.94701035088834,0.99,0.000694314628018731,0.0,2,7,RS,0.673031825795645,L4,900.0,4.154225454410553,-0.3378739316239316,0.1258005881855413,45.0,2.0,1.0401019607843138,0.1368063619942416
