unit,area LFPs,behavior,c50_dg,cell_type,full model,layer,lifetime_sparseness_dg,max_state,mod_idx_dg,"other area
population activity",pref_ori_dg,pref_tf_dg,probe,rf_area,rf_x,rf_y,run_mod_dg,run_pval_dg,session,state,stimulus,total_rate,wf_duration,label,n_sources,cluster_name
54.0,0.012601879010021588,0.01774637066685756,[0.45395686],['RS'],0.11367271045277616,['L56'],[0.82823127],0.6666666666666666,[6.22539901],0.006267216141041287,[0.],[2.],0.0,[400.],[3],[3],[0.40695164],[0.00225619],839068429.0,0.0007954842535297102,0.13432731152110286,[1.21015092],[0.53567839],8,1,stimulus2
55.0,0.02207603544418375,0.05677318524065551,[0.3084902],['RS'],0.36302518474097917,['L56'],[0.27226738],0.6666666666666666,[5.95883573],0.01907989376841208,[90.],[2.],0.0,[900.],[3],[3],[0.1613374],[0.00492235],839068429.0,0.00013022457983811187,0.3356154834103016,[4.40306467],[0.56314908],7,1,stimulus1
56.0,0.04128829773393936,0.09987040315762688,[0.26570588],['RS'],0.4326237297955666,['L56'],[0.16917819],0.6666666666666666,[0.20206026],0.15556081140871872,[45.],[2.],0.0,[200.],[2],[1],[0.47935169],[0.00075168],839068429.0,0.0021959858371737306,0.373451726129877,[8.96265543],[0.59061977],2,2,stimulus+population
58.0,0.03444839195818743,0.0933616339922847,[0.57803137],['RS'],0.30911713080996084,['L56'],[0.24090923],0.6666666666666666,[0.92709129],0.061737296705410304,[0.],[2.],0.0,[400.],[4],[4],[-0.51166181],[0.10748994],839068429.0,2.88290059199392e-05,0.26302162668268714,[11.35706797],[0.48073702],7,1,stimulus1
59.0,0.029135959727354877,0.08126719799445821,[0.11168235],['RS'],0.2721228158192354,['L56'],[0.04709544],0.6666666666666666,[0.14125897],0.08128956451012084,[45.],[2.],0.0,[600.],[3],[4],[0.40213011],[0.00036715],839068429.0,0.0007199506519059984,0.23065303922355596,[12.84257781],[0.57688442],7,1,stimulus1
61.0,0.01125383629492096,0.04629191688368892,[0.06461961],['RS'],0.32343451813648,['L56'],[0.03547103],0.6666666666666666,[0.08727266],0.012279204000695732,[0.],[2.],0.0,[600.],[5],[2],[0.49893162],[3.14529824e-08],839068429.0,0.00018257230844858084,0.34059843287848174,[7.71014923],[0.59061977],7,1,stimulus1
62.0,0.03183802402574283,0.04720806702804838,[0.65076471],['RS'],0.28808600553294794,['L56'],[0.1921214],0.3333333333333333,[0.42243315],0.060747596129948025,[0.],[2.],0.0,[2300.],[4],[4],[0.44391801],[8.80013208e-08],839068429.0,0.0005828894333814061,0.2516170465107342,[15.98549845],[0.52194305],7,1,stimulus1
66.0,0.03225568059379456,0.07265610872264414,[1.05721569],['RS'],0.26563671159585295,['L56'],[0.22388793],0.6666666666666666,[3.37421442],0.05034848530723659,[0.],[2.],0.0,[600.],[4],[3],[-0.74553462],[0.0008419],839068429.0,8.033520203407641e-05,0.23825908229942638,[9.19089783],[0.6318258],7,1,stimulus1
67.0,0.06322668518066325,0.030482221519248863,[0.1587451],['RS'],0.43203344301797697,['L56'],[0.13525512],0.6666666666666666,[0.59194906],0.011544421426427665,[135.],[2.],0.0,[1200.],[4],[4],[0.26717212],[2.9099816e-05],839068429.0,-2.5837202190759358e-05,0.3805339194503924,[1.92136256],[0.56314908],7,1,stimulus1
68.0,0.024797174831976874,0.14422681390940764,[0.03894902],['RS'],0.37163980851413914,['L56'],[0.4100307],0.6666666666666666,[0.13379442],0.05032663053317214,[0.],[2.],0.0,[300.],[1],[5],[0.44193626],[9.03802454e-05],839068429.0,0.00042156265325867805,0.34668880944880565,[9.44889803],[0.6318258],3,2,stimulus+behavior
70.0,0.011754974404186158,0.06566519075972851,[0.34271765],['RS'],0.2969870318347858,['L56'],[0.18745314],0.0,[0.34650324],0.07450997597854243,[45.],[2.],0.0,[700.],[4],[2],[0.35649363],[0.00044102],839068429.0,-6.567831393904378e-05,0.26811268018076334,[10.64417004],[0.59061977],7,1,stimulus1
71.0,0.012720876454385332,0.1086099685552864,[0.04750588],['RS'],0.2665156175769692,['L56'],[0.07254844],0.6666666666666666,[2.02952612],0.10346676066579956,[0.],[2.],0.0,[1200.],[4],[4],[0.58283019],[2.07865014e-06],839068429.0,0.011573064512020692,0.21282760334406423,[18.80445574],[0.52194305],6,3,multi-source2
72.0,0.022059350686621838,0.053316001613716524,[0.15446667],['RS'],0.3121759509653577,['L56'],[0.27391507],0.0,[0.42505313],0.027946748324244975,[135.],[2.],0.0,[900.],[3],[2],[0.34409687],[0.00096872],839068429.0,0.0018954884082894585,0.2472671439427459,[3.0715019],[0.68676717],7,1,stimulus1
76.0,0.040154684153499896,0.07115482847656888,[0.09884706],['FS'],0.18792233871884184,['L56'],[0.0378123],0.6666666666666666,[8.28862489],0.0741432502718152,[45.],[2.],0.0,[900.],[4],[4],[0.27855033],[0.00111663],839068429.0,0.003962382367554862,0.15121440595491895,[17.7331746],[0.24723618],8,1,stimulus2
77.0,0.014631110959189009,0.09502540031494915,[0.5823098],['RS'],0.36855556718083327,['L56'],[0.16469892],0.6666666666666666,[1.74307902],0.019544432858103568,[90.],[2.],0.0,[700.],[5],[1],[0.47356753],[7.63719387e-06],839068429.0,-6.281931982110578e-06,0.33175177096269187,[9.19675019],[0.61809045],7,1,stimulus1
80.0,0.04991689614859116,0.09824160932992669,[0.07317647],['RS'],0.3006120717094113,['L4'],[0.1359748],0.6666666666666666,[0.41946655],0.040218815483082815,[90.],[2.],0.0,[900.],[3],[5],[0.66187888],[5.95236814e-06],839068429.0,0.01110561327838766,0.19860405599156433,[4.30516148],[0.7279732],7,1,stimulus1
81.0,0.03509343847319617,0.10254017322919126,[0.46679216],['RS'],0.2992957555558724,['L4'],[0.09311869],0.6666666666666666,[2.32290805],0.02899847146071142,[135.],[2.],0.0,[1500.],[4],[2],[0.5416185],[5.03395637e-05],839068429.0,-2.367383600250239e-05,0.2737177595166166,[8.04274235],[0.53567839],3,2,stimulus+behavior
82.0,0.05889515718790759,0.14542169909551217,[0.0774549],['FS'],0.32968268147341256,['L4'],[0.11387915],0.6666666666666666,[3.52172535],0.1487682784695193,[45.],[2.],0.0,[900.],[4],[3],[0.37998229],[0.14017514],839068429.0,0.01965910870107528,0.11851037947186742,[9.91411179],[0.27470687],6,3,multi-source2
84.0,0.030312816345258554,0.04074955311016189,[0.35127451],['RS'],0.25738891007125797,['L4'],[0.17228006],0.3333333333333333,[5.12101747],0.055658816697245525,[0.],[2.],0.0,[1600.],[6],[4],[0.66923077],[0.00031823],839068429.0,0.000769757262341808,0.19388238985723655,[4.60700486],[0.57688442],7,1,stimulus1
87.0,0.0,0.08627070955387091,[0.01755686],['FS'],0.12467483153202344,['L4'],[0.0959094],0.3333333333333333,[3.2529341],0.061770027294703336,[90.],[2.],0.0,[800.],[3],[3],[0.14395425],[0.0560377],839068429.0,0.0005662996309054424,0.14230907132743395,[19.34049308],[0.30217755],8,1,stimulus2
88.0,0.0,0.11961042200962768,[0.33843922],['FS'],0.05264421084920974,['L4'],[0.11392941],0.0,[5.90883484],0.09203198988727423,[45.],[2.],0.0,[700.],[1],[1],[-0.24724205],[0.28841642],839068429.0,0.0007366284723565375,0.1701963980086158,[18.40599867],[0.27470687],3,2,stimulus+behavior
89.0,0.04251676298375793,0.03210454547985242,[0.03894902],['RS'],0.18356303513117278,['L4'],[0.08742612],0.6666666666666666,[4.82648298],0.022413284389391185,[90.],[2.],0.0,[900.],[4],[4],[0.10851287],[0.15577841],839068429.0,-7.107959432235411e-05,0.14015120508837192,[3.25580193],[0.70050251],8,1,stimulus2
90.0,0.013060381953388878,0.03622136799190412,[0.95881176],['RS'],0.18565279755790806,['L4'],[0.1009374],0.0,[4.54882195],0.010308973004054178,[45.],[2.],0.0,[1600.],[7],[7],[0.69563306],[0.00100902],839068429.0,-9.984089595445056e-05,0.14202634181803267,[2.88749944],[0.67303183],8,1,stimulus2
91.0,0.021936400528196807,0.026472616142685212,[0.19725098],['RS'],0.11302893497809523,['L4'],[0.13264255],0.6666666666666666,[7.696097],0.021340512680296665,[0.],[2.],0.0,[200.],[2],[2],[0.65487637],[1.13005615e-09],839068429.0,2.333323945828969e-05,0.08327097583320513,[2.30345283],[0.65929648],1,0,unexplained
92.0,0.0,0.07700364087278937,[0.3641098],['FS'],0.03950768038392014,['L4'],[0.10355126],0.3333333333333333,[5.90106214],0.04666920490159552,[0.],[2.],0.0,[500.],[3],[4],[0.21532397],[0.00785618],839068429.0,0.00027746211295285315,0.13558628821847485,[24.19349583],[0.27470687],8,1,stimulus2
93.0,0.0335999907206169,0.057786357806888435,[0.19297255],['RS'],0.24975620873503562,['L4'],[0.15943042],0.6666666666666666,[0.37128876],0.024585329338694617,[0.],[2.],0.0,[500.],[6],[3],[-0.52576112],[0.10612179],839068429.0,0.001204284367243802,0.21209510145427987,[4.41020655],[0.71423786],7,1,stimulus1
95.0,0.02504875527029049,0.030470140758275588,[0.33416078],['RS'],0.10556722812005406,['L4'],[0.1747193],0.3333333333333333,[4.68523187],0.01765143490432324,[0.],[2.],0.0,[600.],[6],[5],[-0.06280193],[0.86345005],839068429.0,0.001582975768523065,0.06716759832070296,[4.6418215],[0.59061977],1,0,unexplained
96.0,0.0352112621045384,0.09477400389543918,[0.35555294],['FS'],0.13876614448936211,['L4'],[0.20573654],0.6666666666666666,[4.78314677],0.09465631379377057,[0.],[2.],0.0,[200.],[4],[4],[0.43819742],[0.00288088],839068429.0,0.0015197522568787924,0.14100870849286481,[9.73358108],[0.35711893],8,1,stimulus2
98.0,0.019944572001945993,0.014918570873675919,[0.06889804],['RS'],0.10826976805230629,['L4'],[0.16312105],0.3333333333333333,[6.8116447],0.0,[135.],[2.],0.0,[500.],[4],[4],[0.16925373],[0.03411219],839068429.0,-8.405859682403261e-06,0.08505318618676343,[3.10324356],[0.8241206],1,0,unexplained
100.0,0.02259261485503299,0.03145856651192471,[0.46679216],['RS'],0.19735474346006562,['L4'],[0.12358056],0.6666666666666666,[5.18445857],0.00952618754996426,[0.],[2.],0.0,[200.],[2],[3],[-0.47660099],[0.22348536],839068429.0,-4.4773199861602996e-05,0.1303993819225467,[1.28325593],[0.60435511],8,1,stimulus2
102.0,0.051923060235212606,0.09934684956617905,[nan],['RS'],0.26535320757054903,['L4'],[0.15673049],0.6666666666666666,[6.83714706],0.03991972073227268,[45.],[2.],0.0,[700.],[4],[4],[-0.50497512],[0.09808909],839068429.0,0.004373968080491309,0.21309358696368133,[4.60720325],[0.64556114],7,1,stimulus1
106.0,0.033195872548586317,0.05068455130066081,[0.26142745],['RS'],0.26472275261128814,['L4'],[0.37007706],0.0,[4.03111218],0.04671104044364634,[135.],[2.],0.0,[500.],[4],[3],[0.29878049],[0.37432792],839068429.0,0.0009584495655047709,0.2040706000817673,[15.9019782],[0.54941374],7,1,stimulus1
