unit,area LFPs,behavior,c50_dg,cell_type,full model,layer,lifetime_sparseness_dg,max_state,mod_idx_dg,"other area
population activity",pref_ori_dg,pref_tf_dg,probe,rf_area,rf_x,rf_y,run_mod_dg,run_pval_dg,session,state,stimulus,total_rate,wf_duration,label,n_sources,cluster_name
74.0,0.0,0.07754601722219445,[0.13735294],['RS'],0.0,['L56'],[0.09906541],0.0,[0.09445602],0.0,[0.],[2.],0.0,[600.],[5],[4],[0.39586777],[1.96201622e-08],767871931.0,0.00815153922490297,0.108417136860354,[14.25360338],[0.75544389],8,1,stimulus2
75.0,0.11745383471895036,0.17141533041665225,[0.13735294],['RS'],0.3108703313484982,['L56'],[0.04759145],0.0,[4.60239729],0.16866915273831354,[45.],[2.],0.0,[300.],[5],[4],[-0.18642937],[0.19321064],767871931.0,0.03700230580785435,0.27679185175230914,[5.87602909],[0.61809045],4,4,multi-source1
76.0,0.0,0.028737046796023867,[0.15018824],['RS'],0.1328572935224212,['L56'],[0.0633145],0.0,[0.12843804],0.02932235678994257,[0.],[2.],0.0,[600.],[5],[3],[-0.06752622],[0.62947776],767871931.0,0.0017065132694661146,0.15218687410007645,[4.76522666],[0.60435511],8,1,stimulus2
77.0,0.02160818516039833,0.04103766276988845,[0.15446667],['RS'],0.2221886078990881,['L56'],[0.17891633],0.0,[3.83057341],0.042199294445033765,[45.],[2.],0.0,[700.],[4],[5],[0.3325228],[7.38429232e-05],767871931.0,0.009019676674397048,0.22291569577757153,[3.75085819],[0.71423786],7,1,stimulus1
79.0,0.012888076172533647,0.04538291187787378,[0.20580784],['RS'],0.12514540781612452,['L56'],[0.89207264],0.0,[4.71646557],0.05721260923090843,[90.],[2.],0.0,[400.],[5],[4],[0.31855956],[1.33611379e-09],767871931.0,0.0027192746002071997,0.09626671684704706,[4.00251257],[0.68676717],1,0,unexplained
81.0,0.008796353401382651,0.021757361055410263,[1.04865882],['RS'],0.2677568198420418,['L56'],[0.08614398],0.0,[2.99958014],0.050572206163419266,[0.],[2.],0.0,[200.],[4],[4],[0.48809524],[4.09952732e-08],767871931.0,0.0019610658982124997,0.2960670004295797,[1.29189292],[0.61809045],7,1,stimulus1
84.0,0.04152843307011691,0.07470850309856367,[0.05606275],['RS'],0.37600527311081894,['L56'],[0.06485103],0.0,[6.89878334],0.1435398553697284,[135.],[2.],0.0,[400.],[5],[3],[0.28895184],[0.0210337],767871931.0,0.011287811328956576,0.37610913981605354,[3.17779084],[0.64556114],2,2,stimulus+population
85.0,0.0,0.12454641950691114,[0.18869412],['FS'],0.1771531603429373,['L56'],[0.08603585],0.0,[0.94447033],0.18404307515940574,[45.],[2.],0.0,[500.],[4],[5],[0.57700205],[5.96332624e-09],767871931.0,0.02411047399504427,0.1312677226767197,[13.29902799],[0.26097152],6,3,multi-source2
90.0,0.01175861165140506,0.024275377080443538,[0.20152941],['RS'],0.13010729208426994,['L56'],[0.07141893],0.0,[6.7798334],0.04072218547029236,[90.],[2.],0.0,[700.],[2],[3],[0.03707224],[0.73911936],767871931.0,0.0026475932180940022,0.12133498346010471,[2.08238966],[0.7279732],8,1,stimulus2
91.0,0.024709931126226013,0.038450127336505616,[0.19297255],['RS'],0.14036308941036502,['L56'],[0.08747423],0.0,[1.05169818],0.07831656297254345,[90.],[2.],0.0,[1000.],[3],[3],[0.29685194],[2.92134046e-11],767871931.0,0.007688682334496888,0.1117042786197123,[1.75413169],[0.7279732],8,1,stimulus2
92.0,0.0,0.04698552509582863,[0.60798039],['RS'],0.1316648570740249,['L56'],[0.20745459],0.0,[3.57619257],0.045600768424791174,[45.],[2.],0.0,[700.],[5],[5],[0.65751028],[2.27724573e-05],767871931.0,0.0027471981327598536,0.13522158617321037,[6.06195135],[0.61809045],8,1,stimulus2
93.0,0.0068594331807900755,0.03727494636403463,[0.0902902],['RS'],0.18108265364233306,['L56'],[0.06336516],0.0,[0.82363952],0.056102013864359736,[45.],[2.],0.0,[1300.],[4],[2],[0.23151408],[0.00108891],767871931.0,0.0012088567508879323,0.17397263178500694,[2.81560986],[0.68676717],8,1,stimulus2
96.0,0.07407721104937741,0.16955241667052395,[1.06149412],['RS'],0.17734907231616218,['L56'],[0.2766886],0.0,[0.61169755],0.16177155467412402,[0.],[2.],0.0,[500.],[3],[4],[-0.13191244],[0.39008528],767871931.0,0.034032457395302626,0.23187644058827867,[9.75241249],[0.57688442],6,3,multi-source2
97.0,0.01645924442564306,0.035736083722217704,[0.13307451],['RS'],0.06960525754000965,['L56'],[0.07307892],0.0,[0.04670047],0.019491165044927983,[0.],[2.],0.0,[600.],[3],[5],[-0.65818798],[7.55950803e-07],767871931.0,0.0031059467729672276,0.04141666915039248,[6.25220206],[0.75544389],1,0,unexplained
99.0,0.0643532489174039,0.1821329748004488,[0.23147843],['FS'],0.26333344662191427,['L4'],[0.30735219],0.0,[5.70503846],0.2151810173931299,[135.],[2.],0.0,[200.],[4],[4],[0.2490566],[0.0337857],767871931.0,0.030376704968079028,0.10800463671452117,[6.04967062],[0.24723618],6,3,multi-source2
102.0,0.0,0.03402516551045247,[0.16730196],['RS'],0.20265527123592184,['L4'],[0.13509792],0.0,[3.71193387],0.019488078972255084,[90.],[2.],0.0,[500.],[4],[4],[-0.58668425],[3.15960027e-09],767871931.0,0.00044840820266496274,0.18445331202012097,[1.94136254],[0.65929648],8,1,stimulus2
103.0,0.0,0.03408469324821204,[nan],['RS'],0.1219443917283255,['L4'],[0.17797363],0.0,[10.70570292],0.03830964317008796,[135.],[2.],0.0,[600.],[3],[4],[0.46812749],[4.88203744e-06],767871931.0,-1.570093688936236e-05,0.15463205098330687,[1.79771822],[0.53567839],8,1,stimulus2
104.0,0.0,0.12213698304713287,[0.08601176],['FS'],0.08341120918762916,['L4'],[0.03825597],0.0,[3.96232899],0.09439954394326071,[45.],[2.],0.0,[400.],[4],[4],[0.20469208],[0.0544282],767871931.0,0.00961859475214304,0.08685327826309963,[10.59263613],[0.21976549],5,1,behavior
105.0,0.008394050069729375,0.030692808378880353,[0.53952549],['RS'],0.09414887164615089,['L4'],[0.63944854],0.3333333333333333,[7.0306053],0.026258224164396538,[0.],[2.],0.0,[300.],[4],[4],[0.53252481],[7.64089352e-07],767871931.0,0.002948027570601175,0.0825475891302295,[2.04625209],[0.60435511],1,0,unexplained
108.0,0.005742744914519848,0.02199420287178746,[1.04865882],['RS'],0.1162995869342093,['L4'],[0.16355105],0.0,[5.38619142],0.014388553953076744,[135.],[2.],0.0,[500.],[3],[3],[0.70036101],[4.91176432e-05],767871931.0,0.0010268449125991452,0.13370821088345228,[1.88901843],[0.54941374],8,1,stimulus2
110.0,0.0,0.02199245781877739,[0.41545098],['RS'],0.11741611434136223,['L4'],[0.06005104],0.3333333333333333,[6.04831714],0.017207931302410252,[0.],[2.],0.0,[100.],[1],[2],[0.54767092],[6.62639211e-17],767871931.0,0.0012018951459957794,0.10529769900729916,[1.43674518],[0.59061977],8,1,stimulus2
112.0,0.0,0.0,[0.81762353],['RS'],0.08562032032133175,['L4'],[0.18793371],0.3333333333333333,[4.79476463],0.009273123418229456,[0.],[2.],0.0,[600.],[3],[4],[0.54101996],[4.06523817e-05],767871931.0,2.7090416928543525e-05,0.09168125699669297,[1.8193605],[0.61809045],1,0,unexplained
114.0,0.0,0.24840108227853971,[0.41972941],['FS'],0.11237196725885205,['L4'],[0.4005757],0.0,[7.34176763],0.21776506889671143,[135.],[2.],0.0,[600.],[4],[4],[0.34174047],[0.02917041],767871931.0,0.038491038726088125,0.23434328906851398,[18.26014242],[0.21976549],6,3,multi-source2
115.0,0.0,0.022638800534769476,[0.02183529],['RS'],0.08207826041211541,['L4'],[0.10873916],0.6666666666666666,[5.31166705],0.019616311116468756,[45.],[2.],0.0,[400.],[4],[3],[-0.13352575],[0.35704323],767871931.0,0.0015780035928773862,0.060970127923993186,[1.68688963],[0.61809045],1,0,unexplained
116.0,0.0,0.02147251877126575,[0.03039216],['RS'],0.1537833193909989,['L4'],[0.04762513],0.0,[8.44593546],0.025053796608094238,[135.],[2.],0.0,[600.],[3],[4],[-0.18819188],[0.22350546],767871931.0,-6.412217347822047e-05,0.15444092788003422,[1.67289765],[0.53567839],8,1,stimulus2
117.0,0.0,0.05449294908430282,[0.01755686],['RS'],0.10893113084239839,['L4'],[0.28648617],0.6666666666666666,[4.23974469],0.038945926500902714,[90.],[2.],0.0,[600.],[4],[5],[0.16165587],[0.2276736],767871931.0,-6.379354772407808e-05,0.03867268999593376,[1.91186865],[0.60435511],1,0,unexplained
128.0,0.0,0.043050035350712876,[0.06461961],['FS'],0.10743274359181883,['L4'],[0.221958],0.0,[0.17968629],0.05506767639001129,[0.],[2.],0.0,[600.],[4],[4],[0.74162799],[2.62329503e-15],767871931.0,0.00034754120695617007,0.15826371147419466,[7.53765263],[0.23350084],8,1,stimulus2
129.0,0.0,0.048872557503702764,[0.41117255],['FS'],0.09453038950570429,['L4'],[0.18299459],0.0,[7.24154482],0.05539935852669231,[45.],[2.],0.0,[300.],[4],[4],[0.32347638],[0.14408758],767871931.0,0.00371250211196259,0.12805275719555756,[6.19140236],[0.23350084],8,1,stimulus2
130.0,0.0,0.060637282585621975,[0.37266667],['FS'],0.1036738285713357,['L4'],[0.10668694],0.0,[5.52353549],0.07783620774437125,[0.],[2.],0.0,[400.],[4],[5],[-0.19518763],[0.067543],767871931.0,0.0031444052191144543,0.12364085301759584,[13.13052021],[0.23350084],8,1,stimulus2
134.0,0.0,0.02293287426753632,[0.09884706],['RS'],0.17477345376083336,['L4'],[0.00876717],0.0,[0.44935477],0.03216956225157157,[45.],[2.],0.0,[400.],[4],[4],[0.31068766],[0.00017291],767871931.0,0.0035707576993280867,0.1678541843696259,[1.10546736],[0.54941374],8,1,stimulus2
135.0,0.08846585046163151,0.146518616207341,[0.17585882],['RS'],0.20044038751514454,['L4'],[0.01342409],0.0,[4.52526861],0.1727223209605149,[45.],[2.],0.0,[400.],[4],[3],[0.1564353],[0.06378836],767871931.0,0.04441256420504047,0.15911068541495005,[5.60565163],[0.43953099],6,3,multi-source2
142.0,0.0,0.015134978163918377,[0.0902902],['RS'],0.12404101487451506,['L4'],[0.27423308],0.0,[6.73602973],0.012777797091782261,[45.],[2.],0.0,[300.],[4],[3],[0.23377492],[0.00627523],767871931.0,-0.00011780573908175551,0.1375117577221618,[1.58743582],[0.56314908],8,1,stimulus2
143.0,0.0,0.016370815461812516,[0.06461961],['FS'],0.2311735310609401,['L4'],[0.65035656],0.0,[3.77896683],0.1989480999408066,[135.],[2.],0.0,[400.],[4],[4],[0.71007785],[9.87398137e-14],767871931.0,-0.00011890641305745131,0.31750380729839417,[11.37820044],[0.21976549],2,2,stimulus+population
144.0,0.0,0.024746402955212198,[0.02183529],['RS'],0.16144894263705878,['L4'],[0.50480585],0.0,[9.38598202],0.029682259450666493,[45.],[2.],0.0,[400.],[4],[5],[0.33448342],[2.55903559e-05],767871931.0,0.0007421822855930626,0.20611949927022657,[1.92716924],[0.56314908],7,1,stimulus1
146.0,0.016703678998242766,0.035923681711059904,[0.04750588],['RS'],0.38570584966321075,['L4'],[0.00544535],0.3333333333333333,[0.57796927],0.08230748800415118,[135.],[2.],0.0,[400.],[4],[5],[-0.03806971],[0.56821563],767871931.0,0.003026662472527741,0.4015235677185144,[1.5811948],[0.60435511],7,1,stimulus1
150.0,0.060830514905838996,0.10632159081992357,[0.13735294],['FS'],0.21334822987442612,['L23'],[0.28353754],0.0,[0.21713139],0.13079651372431703,[90.],[2.],0.0,[400.],[4],[4],[0.39252712],[2.48195838e-08],767871931.0,0.024938397053124638,0.1747337337979221,[2.21969229],[0.38458961],6,3,multi-source2
162.0,0.0,0.08000067053334478,[nan],['FS'],0.0860620238035508,['L23'],[0.45351862],0.0,[4.58439509],0.0788149778868276,[135.],[2.],0.0,[300.],[4],[5],[0.40909091],[0.00697274],767871931.0,-0.00013735360514481875,0.03516587171403327,[7.11396732],[0.30217755],1,0,unexplained
165.0,0.0235780917480638,0.04598440354041748,[0.1459098],['RS'],0.3494853445536362,['L23'],[0.06121564],0.0,[1.2011032],0.07615712820950223,[135.],[2.],0.0,[700.],[5],[4],[-0.21088435],[0.04890218],767871931.0,0.0037080730345815825,0.3442913361510873,[1.06520266],[0.68676717],7,1,stimulus1
166.0,0.08054103229629758,0.2163284424280496,[0.3641098],['RS'],0.3194995432240019,['L23'],[0.07973844],0.3333333333333333,[0.27587557],0.19214945902167593,[0.],[2.],0.0,[500.],[4],[4],[0.21722114],[0.31598003],767871931.0,0.042266436019989716,0.11639074000678709,[6.19160369],[1.71691792],6,3,multi-source2
172.0,0.05214889764733934,0.2505901753752563,[0.35983137],['FS'],0.30895114432218956,['L23'],[0.10719973],0.3333333333333333,[4.45450932],0.15271778513697026,[0.],[2.],0.0,[600.],[4],[5],[0.08663968],[0.72264997],767871931.0,0.012930484939859887,0.05554685349915065,[8.39871325],[0.23350084],3,2,stimulus+behavior
174.0,0.061697427535326435,0.08572711749680692,[1.04438039],['FS'],0.1274514332870444,['L23'],[0.06816063],0.0,[3.61970484],0.08278882764169056,[0.],[2.],0.0,[700.],[3],[3],[-0.18173133],[0.16004671],767871931.0,0.03482818563231895,0.07677221377442515,[5.61390589],[0.24723618],1,0,unexplained
176.0,0.0,0.03730927808034974,[0.10740392],['RS'],0.0934095679008428,['L23'],[0.05213658],0.3333333333333333,[1.35784486],0.029475057983815577,[0.],[2.],0.0,[500.],[5],[5],[-0.36193783],[0.16631741],767871931.0,0.00021680739583809227,0.044335419260340146,[1.58713384],[0.78291457],1,0,unexplained
