unit,area LFPs,behavior,c50_dg,cell_type,full model,layer,lifetime_sparseness_dg,max_state,mod_idx_dg,"other area
population activity",pref_ori_dg,pref_tf_dg,probe,rf_area,rf_x,rf_y,run_mod_dg,run_pval_dg,session,stimulus,total_rate,wf_duration,label,cluster_name,n_sources
61.0,0.0,0.024566848983381618,[0.14163137],['RS'],0.29821468776266585,['L56'],[0.34126128],0.0,[1.73397245],0.09258243125824303,[135.],[2.],0.0,[800.],[2],[4],[0.29607367],[5.4764925e-05],778998620.0,0.2891477961964134,[3.38274293],[0.59061977],10,stimulus2,1
63.0,0.016394670158215652,0.008759423715658077,[0.03039216],['RS'],0.2668333060303404,['L56'],[0.09538711],0.0,[0.80768868],0.03422748318001847,[90.],[2.],0.0,[400.],[7],[5],[0.29014458],[0.00030254],778998620.0,0.2646996785690192,[1.74052776],[0.7279732],3,stimulus1,1
64.0,0.025336789837520433,0.049018476117731115,[0.06034118],['RS'],0.36399751849784634,['L56'],[0.11222986],0.0,[1.9811275],0.12834103587164974,[0.],[2.],0.0,[400.],[4],[6],[0.35147392],[0.00149841],778998620.0,0.30261409635772285,[5.94074091],[0.59061977],8,stimulus+population,2
65.0,0.0,0.06997855227345984,[1.05293725],['RS'],0.1381103518644192,['L56'],[0.01233127],0.3333333333333333,[2.66469899],0.02085994802755815,[90.],[2.],0.0,[600.],[2],[2],[0.3177707],[1.75112961e-11],778998620.0,0.08748027733210131,[2.96413499],[0.67303183],1,unexplained,0
70.0,0.006820059715981208,0.016979142171757777,[0.43684314],['RS'],0.2828129539367371,['L56'],[0.04397742],0.0,[0.40735138],0.036701665645022884,[135.],[2.],0.0,[300.],[4],[5],[-0.05127494],[0.60436956],778998620.0,0.2705744277284602,[6.74896186],[0.60435511],4,stimulus2,1
71.0,0.0,0.013295719613522916,[0.06889804],['RS'],0.23692690954079448,['L56'],[0.09805401],0.0,[8.7723063],0.04374025822549334,[90.],[2.],0.0,[800.],[3],[4],[0.3158371],[1.25820155e-13],778998620.0,0.1930763050792828,[11.94279729],[0.64556114],11,stimulus1,1
72.0,0.0,0.037440814482847064,[0.01755686],['FS'],0.025831071756951783,['L56'],[0.07018299],0.3333333333333333,[4.18752869],0.03037809754072294,[0.],[2.],0.0,[600.],[4],[5],[0.70681643],[8.34128578e-15],778998620.0,0.17270153288791962,[27.66304281],[0.3159129],9,stimulus1,1
73.0,0.0,0.01511454894922648,[0.4454],['RS'],0.3632245991322808,['L56'],[0.19195805],0.0,[6.65731811],0.08745165097064178,[135.],[2.],0.0,[500.],[5],[5],[0.30580106],[2.00536772e-07],778998620.0,0.34121111087431827,[12.06064769],[0.56314908],10,stimulus2,1
74.0,0.0,0.016433458013024115,[nan],['RS'],0.09723748793177818,['L56'],[0.37615222],0.3333333333333333,[6.44329552],0.01294916316298782,[135.],[2.],0.0,[400.],[1],[5],[0.51950227],[1.73954682e-09],778998620.0,0.08086725180378848,[1.52758643],[0.78291457],2,unexplained,0
77.0,0.0,0.0251261466243645,[0.11596078],['RS'],0.4294110428491245,['L56'],[0.17800526],0.0,[0.04310874],0.07130422941134987,[0.],[2.],0.0,[400.],[2],[5],[-0.14737204],[0.20644319],778998620.0,0.3866159167363219,[1.93715294],[0.6318258],4,stimulus2,1
78.0,0.013777549574579707,0.013886725071583016,[0.59086667],['RS'],0.20292865167002222,['L56'],[0.54522153],0.0,[4.79829342],0.017340636177429668,[90.],[2.],0.0,[1000.],[5],[5],[0.61137249],[1.17020532e-11],778998620.0,0.16918693371379437,[3.154109],[0.70050251],3,stimulus1,1
80.0,0.02472993325498247,0.011067754234725457,[0.35127451],['RS'],0.28381486844493387,['L4'],[0.22747076],0.0,[9.58165583],0.0374404795954912,[135.],[2.],0.0,[400.],[3],[3],[0.22285714],[0.01345866],778998620.0,0.24782501488444347,[1.72556263],[0.70050251],4,stimulus2,1
82.0,0.007042977561307384,0.017275017637411284,[0.09456863],['RS'],0.14625779113438944,['L4'],[0.18694213],0.3333333333333333,[5.89927135],0.027164598814525022,[45.],[2.],0.0,[300.],[5],[4],[0.69046522],[4.54368713e-13],778998620.0,0.13016477157481768,[3.59028018],[0.71423786],3,stimulus1,1
84.0,0.006941058063173156,0.0,[0.49246275],['RS'],0.09943651952812269,['L4'],[0.09863785],0.0,[2.71615242],0.009452868354850952,[0.],[2.],0.0,[600.],[3],[6],[0.50310375],[1.81764119e-05],778998620.0,0.10652743266759335,[1.72722542],[0.65929648],3,stimulus1,1
85.0,0.0,0.016474492836436826,[0.52241176],['RS'],0.09819818232304882,['L4'],[0.12568447],0.3333333333333333,[5.91705961],0.02486547932474208,[90.],[2.],0.0,[400.],[6],[4],[0.4675904],[0.00015391],778998620.0,0.08737490866250905,[2.36480231],[0.67303183],2,unexplained,0
89.0,0.014647133375629307,0.012437674328013747,[0.05606275],['RS'],0.1400539299034395,['L4'],[0.38532944],0.3333333333333333,[5.76013843],0.02767597955600687,[90.],[2.],0.0,[400.],[3],[4],[-0.30964052],[0.0146073],778998620.0,0.09561139907057245,[2.197276],[0.76917923],8,stimulus+population,0
99.0,0.017307192012304462,0.02172779228449808,[0.0774549],['RS'],0.32773394419883467,['L4'],[0.12543474],0.0,[2.50863015],0.07570597423669678,[0.],[2.],0.0,[400.],[3],[4],[0.58857143],[8.78250937e-13],778998620.0,0.2920451675797118,[2.47267596],[0.59061977],4,stimulus2,1
101.0,0.0,0.03805867264996878,[0.59942353],['FS'],0.14527036143656652,['L4'],[0.12866076],0.3333333333333333,[2.41993699],0.10842980772182878,[90.],[2.],0.0,[300.],[4],[5],[-0.27527701],[0.02756974],778998620.0,0.10661929729278612,[15.58192199],[0.19229481],8,stimulus+population,2
104.0,0.014336378243615378,0.018882586390487944,[nan],['FS'],0.1800850083362468,['L4'],[0.07621797],0.0,[5.07275417],0.04162941056934488,[45.],[2.],0.0,[100.],[4],[5],[0.17396746],[0.13320281],778998620.0,0.16957233433759789,[8.19372045],[0.24723618],3,stimulus1,1
107.0,0.0,0.027964843307296337,[0.03467059],['FS'],0.07645415792712784,['L4'],[0.13306838],0.6666666666666666,[2.7626454],0.0418010755988512,[0.],[2.],0.0,[400.],[3],[7],[0.58442881],[3.59275122e-11],778998620.0,0.10099767273982527,[8.99082147],[0.30217755],9,stimulus1,1
112.0,0.028575913160898404,0.031348024358656426,[0.24859216],['FS'],0.27983426692724744,['L4'],[0.38083584],0.0,[0.48262983],0.0066304330542203745,[90.],[2.],0.0,[600.],[4],[5],[0.44069135],[1.67417913e-05],778998620.0,0.25630500780966586,[1.41451656],[0.37085427],4,stimulus2,1
117.0,0.03612876038709467,0.01875807254802646,[0.65504314],['RS'],0.27653987887786646,['L23'],[0.2745206],0.3333333333333333,[0.69734007],0.0173324982811927,[90.],[2.],0.0,[300.],[4],[5],[-0.48841355],[0.07680698],778998620.0,0.276470043839433,[1.20988919],[0.56314908],4,stimulus2,1
125.0,0.02589792244227458,0.015126675361568998,[0.03467059],['RS'],0.132904101039432,['L23'],[0.1913675],0.3333333333333333,[5.89348132],0.054821809630049546,[45.],[2.],0.0,[400.],[4],[5],[-0.21430577],[0.00713543],778998620.0,0.1794108554802367,[1.01887593],[0.59061977],3,stimulus1,1
131.0,0.0,0.03957613697166666,[0.009],['FS'],0.18661244936596294,['L23'],[0.07022974],0.6666666666666666,[0.40526906],0.023690911274032535,[45.],[2.],0.0,[700.],[4],[5],[-0.15423977],[0.24192665],778998620.0,0.16345901133338125,[7.96238448],[0.27470687],9,stimulus1,1
132.0,0.0,0.02447504279324799,[0.10740392],['FS'],0.13597094345680816,['L23'],[0.08785658],0.3333333333333333,[1.5446904],0.022782983181534135,[0.],[2.],0.0,[800.],[4],[5],[-0.33355148],[0.00730395],778998620.0,0.10474518293731876,[4.86501827],[0.28844221],9,stimulus1,1
134.0,0.01480966117250806,0.032092991682425055,[0.11596078],['RS'],0.1688249348850145,['L23'],[0.84671084],0.3333333333333333,[7.22593306],0.04645015991605315,[90.],[2.],0.0,[400.],[3],[5],[0.32345915],[1.33826754e-10],778998620.0,0.12211578678397142,[1.68991652],[0.57688442],3,stimulus1,1
137.0,0.01699850215562244,0.005387122716424142,[0.19297255],['RS'],0.08783132728143477,['L23'],[0.26280471],0.3333333333333333,[3.5538941],0.012434685019082247,[45.],[2.],0.0,[300.],[4],[5],[-0.86152882],[9.06388756e-06],778998620.0,0.0749157608446253,[1.11885132],[0.68676717],8,stimulus+population,0
139.0,0.0,0.013270468177882222,[nan],['RS'],0.14159815602835535,['L23'],[0.30137558],0.0,[3.36908806],0.00825803182690068,[45.],[2.],0.0,[500.],[4],[5],[-0.37658928],[0.00496205],778998620.0,0.09309321126238901,[3.66375481],[0.76917923],2,unexplained,0
149.0,0.0,0.07029977504382603,[0.14163137],['FS'],0.2060857022973622,['L23'],[0.16469027],0.0,[4.07796073],0.07154359560675923,[90.],[2.],0.0,[400.],[4],[5],[-0.56260187],[0.00034035],778998620.0,0.12722575057551194,[7.27149431],[0.34338358],11,stimulus1,1
167.0,0.0,0.0717528175117977,[0.01755686],['RS'],0.14036188434189784,['L23'],[0.23662053],0.3333333333333333,[2.04466798],0.06770284803694362,[90.],[2.],0.0,[1300.],[4],[4],[0.6055187],[2.18669547e-06],778998620.0,0.03183991082056361,[5.35741262],[0.50820771],1,unexplained,0
2.0,0.0,0.029554088184404526,[1.05293725],['RS'],0.09229810110837595,['L56'],[0.01512562],0.6666666666666666,[4.2655144],0.0075258801542501304,[45.],[2.],0.16666666666666666,[300.],[7],[1],[0.62947587],[5.62632847e-09],778998620.0,0.06352160521749747,[12.74222084],[0.50820771],2,unexplained,0
3.0,0.0,0.01957307871975853,[0.009],['FS'],0.0398807551153858,['L56'],[0.00550025],0.3333333333333333,[0.46509423],0.006147747083919075,[135.],[2.],0.16666666666666666,[400.],[4],[6],[0.37244898],[0.00100052],778998620.0,0.011062506889627576,[6.97470571],[0.28844221],2,unexplained,0
5.0,0.0,0.14429093778923646,[0.35555294],['RS'],0.24006187798341938,['L56'],[0.00355206],0.0,[1.07829366],0.06955057669696782,[135.],[2.],0.16666666666666666,[2400.],[1],[4],[0.51123091],[7.59583675e-11],778998620.0,0.10065199539607939,[3.81258555],[0.76917923],7,stimulus+behavior,2
6.0,0.0,0.05820990907439103,[0.18441569],['RS'],0.09302980737043484,['L56'],[0.09363471],0.0,[1.05572545],0.0,[45.],[2.],0.16666666666666666,[500.],[3],[6],[0.08765102],[0.4917569],778998620.0,0.03085317826859215,[9.64598901],[0.79664992],1,unexplained,0
12.0,0.0,0.07778720830687277,[0.13307451],['FS'],0.16830511271887277,['L56'],[0.00931325],0.3333333333333333,[0.87865221],0.025768969388596408,[135.],[2.],0.16666666666666666,[300.],[4],[5],[0.40859891],[9.20222261e-10],778998620.0,0.08754006220039927,[30.35113657],[0.24723618],1,unexplained,0
27.0,0.0,0.07487516624062185,[0.55236078],['RS'],0.11698314496830302,['L56'],[0.01689373],0.0,[0.59665499],0.023116093914366198,[0.],[2.],0.16666666666666666,[400.],[6],[1],[0.55595358],[4.79787338e-11],778998620.0,0.04137312840655059,[3.37797199],[0.65929648],1,unexplained,0
29.0,0.0,0.06594045245522621,[1.05721569],['RS'],0.28089994217165903,['L56'],[0.0238733],0.0,[1.27726774],0.13426755978826826,[135.],[2.],0.16666666666666666,[500.],[4],[4],[0.50093633],[7.33465018e-07],778998620.0,0.21437242190505917,[9.33785195],[0.67303183],8,stimulus+population,2
52.0,0.0,0.09030752460478456,[0.10312549],['FS'],0.13316430104335855,['L56'],[0.00973018],0.6666666666666666,[0.00169555],0.04845954842875948,[0.],[2.],0.16666666666666666,[300.],[7],[4],[0.51776266],[2.65357304e-15],778998620.0,0.06422921190155292,[10.9445295],[0.16482412],1,unexplained,0
77.0,0.0,0.012000533385032087,[0.0774549],['RS'],0.7156700376094245,['L56'],[0.15507476],0.0,[1.08834423],0.22650775962869946,[135.],[2.],0.16666666666666666,[1600.],[5],[5],[0.4499484],[0.00011607],778998620.0,0.7162922057924961,[3.48064971],[1.40100503],8,stimulus+population,2
99.0,0.0,0.014651096751730286,[0.35127451],['RS'],0.0877920497815831,['L4'],[0.47704472],0.3333333333333333,[0.73255576],0.013697248552891516,[135.],[2.],0.16666666666666666,[1500.],[7],[3],[0.75543798],[7.96952017e-11],778998620.0,0.07226539623118511,[2.44535076],[0.7279732],2,unexplained,0
105.0,0.0,0.020477407702063986,[0.35983137],['RS'],0.18065750963307295,['L4'],[0.07992671],0.6666666666666666,[1.65860051],0.018757711285914747,[135.],[2.],0.16666666666666666,[1200.],[7],[4],[0.2918862],[0.11344725],778998620.0,0.15070288810359805,[5.30463403],[0.75544389],9,stimulus1,1
109.0,0.0,0.015147507762730906,[0.5138549],['RS'],0.15316396048229194,['L4'],[0.23465672],0.3333333333333333,[0.3874459],0.039361225133242715,[135.],[2.],0.16666666666666666,[700.],[7],[5],[0.85297097],[2.29233311e-20],778998620.0,0.086075743104202,[1.82013911],[1.37353434],2,unexplained,0
115.0,0.0,0.011989070550670621,[0.35127451],['RS'],0.2293229264690959,['L4'],[0.08420944],0.3333333333333333,[0.15629236],0.034693745268615774,[0.],[2.],0.16666666666666666,[400.],[4],[7],[0.74674147],[2.31555423e-12],778998620.0,0.20244738730119236,[4.70155836],[0.65929648],11,stimulus1,1
9.0,0.0,0.04859070859403547,[0.1459098],['RS'],0.11246100998191846,['L56'],[0.12098768],0.0,[0.02627659],0.02709261371661966,[45.],[2.],0.3333333333333333,[1000.],[3],[5],[0.5871666],[2.99195838e-10],778998620.0,0.1143019796703971,[5.63999232],[0.8241206],9,stimulus1,1
18.0,0.0,0.04873560478666723,[0.21864314],['RS'],0.17597097565958325,['L56'],[0.11630348],0.3333333333333333,[0.90989008],0.09028695193723854,[0.],[2.],0.3333333333333333,[200.],[2],[6],[0.68861817],[6.1221295e-21],778998620.0,0.11632613046556768,[9.32900664],[0.57688442],11,stimulus1,1
19.0,0.0,0.04995642696392384,[0.34699608],['RS'],0.10887886270613416,['L56'],[0.26607979],0.3333333333333333,[3.11574112],0.007649276952577511,[135.],[2.],0.3333333333333333,[400.],[1],[4],[0.3944687],[0.00175],778998620.0,0.0759617880656831,[3.40956086],[0.53567839],1,unexplained,0
20.0,0.0,0.1728858639033544,[0.41117255],['RS'],0.17943928477239118,['L56'],[0.13824269],0.3333333333333333,[0.18439439],0.0495654038769787,[90.],[2.],0.3333333333333333,[700.],[7],[6],[0.82023228],[4.11664765e-23],778998620.0,0.024362605960979854,[2.61817443],[0.87906198],6,behavior,1
27.0,0.006921158312241294,0.11822502337344806,[0.09884706],['FS'],0.48239052274250194,['L56'],[0.01585758],0.0,[0.4261913],0.11895447785193422,[0.],[2.],0.3333333333333333,[700.],[4],[5],[0.19298907],[0.0008993],778998620.0,0.4146386882028338,[18.08206271],[0.28844221],5,multisource1,3
35.0,0.006987479932940732,0.011439236162861643,[0.47534902],['RS'],0.4669823860487132,['L56'],[0.21916649],0.0,[0.38543949],0.14021107070263414,[90.],[2.],0.3333333333333333,[1800.],[7],[3],[0.81699323],[3.84940513e-13],778998620.0,0.46162438056046645,[5.05302573],[0.60435511],8,stimulus+population,2
37.0,0.00710442511237126,0.12187128314854809,[0.47962745],['RS'],0.5471457493126386,['L56'],[0.40940156],0.0,[2.44435026],0.27089291014495376,[0.],[2.],0.3333333333333333,[700.],[4],[3],[0.53662338],[0.00050631],778998620.0,0.541685642586265,[1.64408842],[0.70050251],5,multisource1,3
45.0,0.0,0.023869695055749807,[0.04750588],['RS'],0.0,['L56'],[0.18880985],0.3333333333333333,[3.44755785],0.04654990274388462,[90.],[2.],0.3333333333333333,[700.],[2],[3],[0.25461772],[0.01039073],778998620.0,0.03938787690095591,[5.41520324],[0.78291457],2,unexplained,0
48.0,0.0,0.030170076004238978,[0.26998431],['RS'],0.12114493754253744,['L56'],[0.17349264],0.0,[1.9431003],0.034783819387156155,[135.],[2.],0.3333333333333333,[900.],[1],[7],[-0.466786],[1.41862696e-08],778998620.0,0.08544872354953692,[5.44669241],[0.46700168],1,unexplained,0
51.0,0.0,0.057520614357779574,[0.1587451],['RS'],0.1457260003297365,['L56'],[0.14586217],0.0,[5.02473244],0.02787435702475651,[0.],[2.],0.3333333333333333,[600.],[1],[5],[0.46483323],[1.28929494e-08],778998620.0,0.095253203932722,[7.07186654],[0.54941374],1,unexplained,0
52.0,0.0,0.061241904567520586,[0.07317647],['RS'],0.21895822902578796,['L56'],[0.03152885],0.3333333333333333,[1.87448663],0.09452817535554528,[0.],[2.],0.3333333333333333,[300.],[2],[5],[0.37951872],[8.76232008e-09],778998620.0,0.4554134204066786,[9.5116023],[0.52194305],4,stimulus2,1
54.0,0.0,0.009805336223072336,[0.04750588],['RS'],0.03687564879989458,['L56'],[0.10925874],0.3333333333333333,[0.45415801],0.018570707016518882,[45.],[2.],0.3333333333333333,[1300.],[2],[5],[0.19094749],[4.06574113e-10],778998620.0,0.11078048425110118,[4.69469344],[0.52194305],9,stimulus1,1
55.0,0.0,0.03709013920292612,[0.07317647],['RS'],0.2337309766769648,['L56'],[0.61608572],0.0,[0.52515507],0.10848183781087513,[45.],[2.],0.3333333333333333,[600.],[4],[3],[0.47448691],[3.07641483e-27],778998620.0,0.24766060065947637,[14.92836441],[0.61809045],8,stimulus+population,2
57.0,0.0,0.05539180161160255,[0.26142745],['RS'],0.1068818096116582,['L4'],[0.01007665],0.3333333333333333,[0.30808665],0.05032668927801753,[0.],[2.],0.3333333333333333,[1900.],[4],[3],[0.56021327],[1.5228376e-16],778998620.0,0.17029698456693945,[10.90232235],[0.56314908],11,stimulus1,1
58.0,0.0,0.044296227571046363,[nan],['FS'],0.3172155976111556,['L4'],[0.04377751],0.0,[0.8047403],0.1545127373345538,[135.],[2.],0.3333333333333333,[800.],[3],[4],[0.37289671],[7.11816229e-20],778998620.0,0.25434575648691277,[52.97113624],[0.24723618],8,stimulus+population,2
60.0,0.0,0.049439900006425265,[0.67643529],['FS'],0.06506544372444725,['L4'],[0.14131843],0.6666666666666666,[0.56492561],0.06449571597656585,[135.],[2.],0.3333333333333333,[400.],[7],[4],[0.41242938],[5.91249153e-18],778998620.0,0.08300219340171451,[21.98412262],[0.30217755],1,unexplained,0
61.0,0.0,0.03742727006886817,[0.24003529],['RS'],0.13972412931621722,['L4'],[0.04122799],0.0,[0.00772623],0.02590123169514198,[135.],[2.],0.3333333333333333,[1300.],[3],[4],[-0.8556213],[3.0334498e-14],778998620.0,0.10889420584673623,[16.14760874],[0.54941374],9,stimulus1,1
62.0,0.0,0.016108942711769058,[0.57375294],['RS'],0.11585724937295287,['L4'],[0.07552219],0.0,[0.98931811],0.038420369405515874,[90.],[2.],0.3333333333333333,[1100.],[5],[3],[0.39743427],[1.80128823e-19],778998620.0,0.09715527757566847,[2.93763889],[0.68676717],2,unexplained,0
69.0,0.0,0.009750291077662853,[0.05606275],['RS'],0.03040192281399201,['L4'],[0.16513041],0.3333333333333333,[1.67387693],0.009124891298011861,[135.],[2.],0.3333333333333333,[1000.],[3],[6],[0.62131519],[2.70100368e-05],778998620.0,0.011057102116201523,[2.02923328],[0.67303183],2,unexplained,0
83.0,0.0,0.039705242211196645,[nan],['FS'],0.0,['L4'],[0.00437904],0.6666666666666666,[0.66147093],0.012405548209423568,[45.],[2.],0.3333333333333333,[100.],[5],[1],[0.35661376],[0.01073036],778998620.0,0.02387048365380031,[13.34922891],[0.19229481],2,unexplained,0
84.0,0.0,0.05576221788353199,[0.26998431],['FS'],0.0,['L4'],[0.00850451],0.3333333333333333,[0.2157471],0.0,[45.],[2.],0.3333333333333333,[200.],[5],[5],[-0.57976067],[1.79395689e-05],778998620.0,0.009862330815185772,[6.20575827],[0.24723618],1,unexplained,0
89.0,0.0,0.18135890735865762,[0.04322745],['FS'],0.0,['L4'],[0.00838228],0.3333333333333333,[0.9994832],0.0843669833304677,[0.],[2.],0.3333333333333333,[400.],[5],[1],[0.59162875],[1.31564126e-12],778998620.0,0.03211418030483373,[30.04265006],[0.24723618],6,behavior,1
94.0,0.0,0.030075291184713526,[0.01327843],['FS'],0.0,['L4'],[0.0356834],0.6666666666666666,[1.13460092],0.09292135678922264,[135.],[2.],0.3333333333333333,[100.],[2],[4],[0.40777778],[6.4346627e-06],778998620.0,0.2308999326268327,[7.53973545],[0.27470687],10,stimulus2,1
6.0,0.006585617994850778,0.010869201491225921,[0.03894902],['FS'],0.192389070993188,['L56'],[0.19310158],0.0,[4.34681223],0.022321491513168222,[135.],[2.],0.5,[500.],[2],[3],[0.91210692],[1.94386125e-24],778998620.0,0.16689319471985453,[10.282966],[0.27470687],3,stimulus1,1
20.0,0.0,0.026794190728139444,[0.04322745],['RS'],0.04988484850524118,['L56'],[0.06005754],0.3333333333333333,[0.3685492],0.0,[45.],[2.],0.5,[1000.],[5],[6],[-0.81298701],[1.55133144e-06],778998620.0,0.0,[3.82849417],[0.90653266],2,unexplained,0
30.0,0.0,0.05100305612741614,[0.05606275],['RS'],0.13244414089537684,['L56'],[0.02729955],0.0,[1.69534418],0.044217512174511885,[0.],[2.],0.5,[500.],[7],[5],[0.82716887],[3.68836238e-35],778998620.0,0.09282955049331347,[4.56293236],[0.60435511],1,unexplained,0
37.0,0.0,0.05421456867996497,[nan],['RS'],0.11849199420239553,['L56'],[0.01663523],0.3333333333333333,[1.11718582],0.013328519743098033,[90.],[2.],0.5,[700.],[3],[1],[0.25185578],[0.05484286],778998620.0,0.08109023715171708,[5.20020064],[0.67303183],1,unexplained,0
55.0,0.0,0.09880605093100944,[0.50957647],['RS'],0.14144970189853814,['L56'],[0.04355187],0.0,[3.9245402],0.0266107190805126,[90.],[2.],0.5,[100.],[2],[7],[0.7171488],[6.14739267e-07],778998620.0,0.027490998366201013,[4.86234037],[0.71423786],1,unexplained,0
66.0,0.015508814060642816,0.06754727064457167,[0.17585882],['RS'],0.22611702552886997,['L56'],[0.05203324],0.3333333333333333,[1.10117564],0.10645960041703095,[45.],[2.],0.5,[2300.],[7],[4],[0.51336406],[1.26694637e-18],778998620.0,0.11993674346065657,[12.04439133],[0.60435511],8,stimulus+population,2
76.0,0.0,0.012392957986031527,[0.80478824],['FS'],0.04722532075112136,['L56'],[0.01303865],0.6666666666666666,[1.79432508],0.05194191852140144,[45.],[2.],0.5,[1200.],[4],[5],[-0.00562776],[0.94865584],778998620.0,0.06266228587969276,[8.60145902],[0.28844221],2,unexplained,0
82.0,0.0,0.034795217721605806,[0.63792941],['RS'],0.17232378617991817,['L56'],[0.12383428],0.0,[0.03880476],0.0954950048309304,[0.],[2.],0.5,[1900.],[1],[6],[0.66802721],[3.3438752e-08],778998620.0,0.0834755267852764,[3.85499505],[0.70050251],1,unexplained,0
94.0,0.0,0.024427961675947296,[0.09884706],['RS'],0.05386319785381553,['L4'],[0.20560885],0.0,[0.56601084],0.0075740138099609665,[45.],[2.],0.5,[1200.],[3],[2],[-0.46950172],[0.00031082],778998620.0,0.021866050085919287,[1.33013646],[0.67303183],2,unexplained,0
95.0,0.0,0.026036660297256597,[1.05721569],['RS'],0.04835279429445938,['L4'],[0.00548588],0.0,[0.81153127],0.005157029599108198,[90.],[2.],0.5,[300.],[4],[2],[0.67857143],[2.29596154e-05],778998620.0,0.017383333369217026,[3.89625329],[0.74170854],2,unexplained,0
96.0,0.0,0.06570752618453671,[0.10312549],['RS'],0.12416874145556826,['L4'],[0.06855863],0.0,[1.85634182],0.019416145763433625,[0.],[2.],0.5,[400.],[4],[5],[0.60111484],[3.45987357e-10],778998620.0,0.049483144704956315,[8.98722873],[0.81038526],1,unexplained,0
97.0,0.0,0.028391472474985878,[0.36838824],['RS'],0.051299705223633585,['L4'],[0.01031645],0.0,[1.08955575],0.008260354724927898,[135.],[2.],0.5,[900.],[4],[5],[0.45601996],[0.01751238],778998620.0,0.021819235600149554,[3.75782515],[0.68676717],2,unexplained,0
104.0,0.017987571770477405,0.008909423195405997,[nan],['RS'],0.04366033043772597,['L4'],[0.01781864],0.0,[0.89452384],0.0,[135.],[2.],0.5,[300.],[3],[3],[0.59952774],[0.00129207],778998620.0,0.012302326195379765,[4.79863433],[0.74170854],8,stimulus+population,0
109.0,0.0,0.0,[0.70638431],['FS'],0.0,['L23'],[0.00118657],0.6666666666666666,[3.2706552],0.0,[0.],[2.],0.5,[800.],[3],[3],[-0.00342466],[0.97430583],778998620.0,0.0,[12.3976325],[0.21976549],8,stimulus+population,0
122.0,0.0,0.031165766526677373,[0.59942353],['FS'],0.0,['L23'],[0.00766916],0.6666666666666666,[0.08444372],0.008485965661705164,[90.],[2.],0.5,[100.],[4],[5],[0.66046268],[1.60010319e-14],778998620.0,0.027647448461320723,[7.8469633],[0.30217755],2,unexplained,0
2.0,0.0,0.34968046442960365,[0.20580784],['RS'],0.3816696466041326,['L56'],[0.04826661],0.0,[0.44853508],0.24410180632810272,[0.],[2.],0.6666666666666666,[400.],[5],[5],[-0.81838349],[1.95676848e-18],778998620.0,0.05294095301129018,[6.6321692],[0.67303183],8,stimulus+population,2
15.0,0.008112894797175429,0.06975601067602781,[0.33843922],['FS'],0.31052486257052064,['L56'],[0.13124683],0.6666666666666666,[0.27445672],0.19682929476976738,[0.],[2.],0.6666666666666666,[800.],[2],[4],[0.34993084],[9.98660584e-11],778998620.0,0.22855710080539593,[9.222391],[0.28844221],8,stimulus+population,2
25.0,0.04013652298864832,0.04297807736900816,[0.68499216],['RS'],0.3525490900027365,['L56'],[0.20775885],0.0,[1.20190549],0.15067395270872488,[45.],[2.],0.6666666666666666,[500.],[5],[3],[0.42453806],[1.40696773e-09],778998620.0,0.31327733891899057,[6.11057061],[0.64556114],8,stimulus+population,2
32.0,0.006824704319013964,0.043787173494055434,[0.06461961],['RS'],0.21350053196655497,['L56'],[0.03056367],0.0,[0.46246966],0.07613463610915427,[0.],[2.],0.6666666666666666,[1000.],[4],[2],[0.53507543],[9.81403607e-25],778998620.0,0.17167575497656296,[11.08202144],[0.56314908],3,stimulus1,1
36.0,0.0,0.019040401052989608,[1.06149412],['FS'],0.1648329842173505,['L56'],[0.01512769],0.3333333333333333,[0.99590996],0.07972947231635272,[45.],[2.],0.6666666666666666,[1200.],[3],[3],[0.25748911],[0.00308869],778998620.0,0.12935298688087812,[8.47621091],[0.28844221],11,stimulus1,1
39.0,0.0,0.028413511811520898,[0.06034118],['RS'],0.13684122265427648,['L56'],[0.18828545],0.0,[0.68029355],0.06257662907755043,[45.],[2.],0.6666666666666666,[900.],[4],[1],[0.32616134],[1.36441782e-11],778998620.0,0.10442250694201667,[5.90033073],[0.57688442],11,stimulus1,1
42.0,0.011315550482481762,0.013546766587444314,[0.17585882],['RS'],0.1692852658721164,['L56'],[0.02016682],0.0,[1.06817616],0.022688826932407768,[0.],[2.],0.6666666666666666,[2200.],[3],[2],[-0.29229894],[1.50201265e-05],778998620.0,0.132441225313266,[8.34734416],[0.59061977],3,stimulus1,1
48.0,0.013975336819143359,0.15381177762495352,[0.01755686],['RS'],0.372893765412211,['L56'],[0.07152336],0.0,[0.57951901],0.24325490685439374,[0.],[2.],0.6666666666666666,[700.],[2],[1],[0.61865038],[1.05242017e-15],778998620.0,0.19639358773741677,[17.83578266],[1.05762144],5,multisource1,3
49.0,0.0,0.030679369286410775,[0.01327843],['RS'],0.15888862413756843,['L56'],[0.02516527],0.3333333333333333,[0.96685329],0.025331221195171727,[0.],[2.],0.6666666666666666,[1500.],[4],[2],[0.30801688],[7.44597201e-07],778998620.0,0.13179916379465514,[4.0885057],[0.68676717],9,stimulus1,1
