unit,area LFPs,behavior,c50_dg,cell_type,full model,layer,lifetime_sparseness_dg,max_state,mod_idx_dg,"other area
population activity",pref_ori_dg,pref_tf_dg,probe,rf_area,rf_x,rf_y,run_mod_dg,run_pval_dg,session,stimulus,total_rate,wf_duration,label,cluster_name,n_sources
107.0,0.0,0.019786314470034337,[0.53952549],['RS'],0.2520207083137674,['L4'],[0.20099245],0.0,[0.95795011],0.06858111064404801,[90.],[2.],0.5,[600.],[7],[4],[0.50732093],[0.00717858],774875821.0,0.19824646185551364,[4.05093766],[0.70050251],11,stimulus1,1
109.0,0.03484147169819789,0.01100815835237059,[0.82190196],['RS'],0.3083270054561335,['L4'],[0.3212211],0.0,[3.21231057],0.05558642894935355,[135.],[2.],0.5,[400.],[6],[3],[0.5234102],[3.96997262e-05],774875821.0,0.22336653502822834,[2.05300425],[0.70050251],3,stimulus1,1
110.0,0.020606152839867397,0.007194194331763182,[0.56947451],['RS'],0.21967442309592142,['L4'],[0.44849321],0.0,[0.64499491],0.018692529659724455,[0.],[2.],0.5,[800.],[6],[3],[0.48168893],[3.22901259e-05],774875821.0,0.1563231548927247,[2.25616132],[0.68676717],3,stimulus1,1
121.0,0.05093658444458153,0.02490502609311509,[0.02611373],['RS'],0.531788934133141,['L4'],[0.64435262],0.0,[0.56605358],0.11267379805151212,[135.],[2.],0.5,[500.],[6],[3],[0.5900435],[5.40035636e-12],774875821.0,0.48573444341221156,[3.01587237],[0.75544389],8,stimulus+population,2
127.0,0.0,0.03710224043186776,[0.08601176],['FS'],0.2692476551159368,['L23'],[0.05892217],0.0,[0.02759332],0.10182416144457578,[135.],[2.],0.5,[1100.],[7],[2],[0.27487383],[0.00045172],774875821.0,0.23314443252088674,[10.8496747],[0.26097152],8,stimulus+population,2
128.0,0.15230980536234698,0.043672106640277895,[0.89035686],['FS'],0.5806431124550746,['L23'],[0.0525228],0.3333333333333333,[0.96972508],0.14077944526203806,[45.],[2.],0.5,[600.],[7],[1],[0.56690568],[1.97919004e-11],774875821.0,0.551694276097674,[11.58795221],[0.21976549],8,stimulus+population,3
139.0,0.018236337762938825,0.04024156973045272,[1.05293725],['RS'],0.23184091797773218,['L23'],[0.02517188],0.3333333333333333,[2.39190621],0.11434263715105888,[45.],[2.],0.5,[800.],[7],[3],[0.37229437],[1.24150624e-09],774875821.0,0.1355025388376857,[13.40836674],[0.42579564],8,stimulus+population,2
142.0,0.0,0.084253811443769,[0.64648627],['FS'],0.3946463554280921,['L23'],[0.12543932],0.0,[0.46222823],0.1753608123835822,[0.],[2.],0.5,[500.],[6],[3],[0.69233363],[1.20509373e-12],774875821.0,0.256592057023066,[9.6671385],[0.26097152],8,stimulus+population,2
147.0,0.05722231743480877,0.04343602691299324,[0.47107059],['FS'],0.3465939104640995,['L23'],[0.13107623],0.0,[0.64404638],0.14134746166231604,[0.],[2.],0.5,[800.],[6],[3],[0.37243402],[0.01585697],774875821.0,0.25696768455178376,[5.1436376],[0.26097152],8,stimulus+population,2
11.0,0.0,0.05274631129337524,[nan],['FS'],0.13408238406818948,['L56'],[0.24013193],0.0,[0.22941452],0.0482205314494891,[135.],[2.],0.8333333333333334,[0.],[1],[4],[0.54122431],[0.00021312],774875821.0,0.04040315457818133,[1.962252],[0.3159129],1,unexplained,0
20.0,0.01674100477371132,0.03437858654378143,[0.05178431],['RS'],0.20215051436408604,['L56'],[0.13160964],0.0,[0.07752647],0.09958085551375007,[135.],[2.],0.8333333333333334,[1500.],[3],[2],[0.14493927],[0.36844693],774875821.0,0.14992796969402242,[6.36526899],[0.60435511],3,stimulus1,1
25.0,0.039598968833299275,0.13820018350150548,[0.2272],['RS'],0.2073314593577984,['L56'],[0.14002317],0.0,[0.94463727],0.06274540922507128,[90.],[2.],0.8333333333333334,[1500.],[2],[6],[0.23265169],[1.91084416e-05],774875821.0,0.03501163694802054,[2.66884321],[1.03015075],6,behavior,1
26.0,0.007223061501694139,0.027915657874003453,[0.35983137],['RS'],0.19728602550364943,['L56'],[0.08178027],0.3333333333333333,[0.98621119],0.11245714594895984,[0.],[2.],0.8333333333333334,[2300.],[3],[5],[0.27479339],[0.0451363],774875821.0,0.06901157956563113,[4.95085593],[0.65929648],6,behavior,1
28.0,0.009183744722979337,0.0741063088914959,[nan],['RS'],0.258813231895922,['L56'],[0.21369832],0.3333333333333333,[1.11831773],0.1775433136713325,[90.],[2.],0.8333333333333334,[0.],[1],[4],[0.75071924],[3.58056924e-05],774875821.0,0.07892753251106091,[7.68051316],[0.53567839],6,behavior,1
31.0,0.0477249853350145,0.04956770935172015,[0.41972941],['RS'],0.48070814072175594,['L56'],[0.03498925],0.0,[1.23154535],0.2861521909913011,[0.],[2.],0.8333333333333334,[1600.],[2],[2],[0.23161687],[9.54411918e-10],774875821.0,0.4045608091268006,[10.28659384],[0.61809045],8,stimulus+population,2
32.0,0.0,0.07606731929351458,[nan],['FS'],0.13151106694542586,['L56'],[0.11745199],0.3333333333333333,[1.10715833],0.030455532198791692,[135.],[2.],0.8333333333333334,[200.],[2],[4],[0.51585918],[0.00758921],774875821.0,0.047429058432255665,[1.89323373],[0.3159129],1,unexplained,0
33.0,0.0051440688656706705,0.04461410121142062,[0.59086667],['RS'],0.23058144769370575,['L56'],[0.14409022],0.3333333333333333,[1.27664163],0.06465287247887078,[90.],[2.],0.8333333333333334,[1200.],[2],[1],[0.03296703],[0.86885054],774875821.0,0.09162290561811803,[4.00911034],[0.52194305],8,stimulus+population,0
34.0,0.0,0.029147597340637543,[0.12451765],['RS'],0.1188614232094315,['L56'],[0.16148974],0.3333333333333333,[0.32764726],0.03290151550207079,[135.],[2.],0.8333333333333334,[600.],[4],[4],[0.37907933],[3.07809153e-08],774875821.0,0.06697809456488275,[10.49498184],[0.52194305],2,unexplained,0
35.0,0.0,0.021499588933410908,[0.009],['FS'],0.19755758251333227,['L56'],[0.03181958],0.3333333333333333,[0.83434892],0.047698919590433084,[0.],[2.],0.8333333333333334,[900.],[3],[2],[0.31623932],[2.06266349e-05],774875821.0,0.12215936920592482,[1.58844576],[0.27470687],9,stimulus1,1
39.0,0.0,0.03860893962961594,[nan],['RS'],0.1498806996804659,['L56'],[0.20533016],0.3333333333333333,[0.28008682],0.05586964798661833,[135.],[2.],0.8333333333333334,[400.],[3],[5],[0.58705641],[0.00016107],774875821.0,0.0661658083383577,[9.70511747],[0.54941374],1,unexplained,0
40.0,0.0,0.024702783682471342,[0.67643529],['RS'],0.1964915551143256,['L56'],[0.03613957],0.0,[0.20398861],0.0618276819298369,[45.],[2.],0.8333333333333334,[300.],[7],[6],[0.3091267],[1.85537367e-07],774875821.0,0.15373480176716578,[10.20916621],[0.56314908],11,stimulus1,1
41.0,0.0,0.04439356465662814,[0.37266667],['RS'],0.1876850115079875,['L56'],[0.0072713],0.0,[0.52812106],0.10157820437888591,[90.],[2.],0.8333333333333334,[900.],[1],[2],[0.32900602],[1.85986e-08],774875821.0,0.1187038093638535,[3.0657239],[0.59061977],8,stimulus+population,2
42.0,0.0,0.022900741150314284,[1.06149412],['RS'],0.1285123355447954,['L56'],[0.06122754],0.0,[0.25926453],0.04919885702792506,[45.],[2.],0.8333333333333334,[900.],[2],[4],[0.10204082],[0.54626562],774875821.0,0.08022340091433652,[3.56546541],[0.67303183],1,unexplained,0
47.0,0.013907879070265649,0.034843720223461404,[0.62081569],['RS'],0.3561032441961539,['L56'],[0.00511013],0.0,[0.73550147],0.12659593006541672,[135.],[2.],0.8333333333333334,[300.],[1],[4],[0.20433561],[0.01064047],774875821.0,0.30671184037527716,[8.72819615],[0.59061977],8,stimulus+population,2
48.0,0.0,0.016784384065817327,[0.20580784],['RS'],0.07683636645047902,['L56'],[0.28141786],0.0,[1.14111054],0.010016732571629583,[0.],[2.],0.8333333333333334,[1600.],[7],[4],[-0.03781755],[0.6420393],774875821.0,0.053862892827035755,[1.90994989],[0.6318258],2,unexplained,0
49.0,0.0,0.04279369004673743,[0.20580784],['RS'],0.1656022753208104,['L56'],[0.09053901],0.0,[0.68913734],0.013013461127949077,[0.],[2.],0.8333333333333334,[600.],[1],[6],[0.54264085],[1.02311478e-07],774875821.0,0.10497042515557767,[2.62330961],[0.7279732],9,stimulus1,1
51.0,0.0,0.03929909127993767,[0.39405882],['RS'],0.27862103023182644,['L56'],[0.06351791],0.0,[2.85811126],0.059092813404348445,[45.],[2.],0.8333333333333334,[500.],[1],[3],[0.1711086],[0.24554484],774875821.0,0.23827546275308614,[2.99639797],[0.60435511],10,stimulus2,1
60.0,0.0228664300318151,0.17981462612867627,[0.01327843],['FS'],0.6113246434070991,['L56'],[0.12578971],0.0,[0.91649186],0.4835152886878089,[90.],[2.],0.8333333333333334,[500.],[4],[4],[0.6458037],[0.03595952],774875821.0,0.35263198471416446,[25.15608291],[0.30217755],5,multisource1,3
61.0,0.005386207366811458,0.02712235820263902,[0.17585882],['RS'],0.3981951990728993,['L4'],[0.08705085],0.0,[0.47049618],0.08404122989930256,[0.],[2.],0.8333333333333334,[3200.],[2],[6],[0.39293764],[9.91558073e-06],774875821.0,0.3432480279734581,[5.3664013],[0.57688442],4,stimulus2,1
63.0,0.005509580260012181,0.01534897479510049,[0.63792941],['RS'],0.4915708570203353,['L4'],[0.03340874],0.0,[0.72123146],0.05056574351866287,[0.],[2.],0.8333333333333334,[1100.],[1],[1],[0.56184211],[1.02941375e-11],774875821.0,0.48251352615779525,[2.58844154],[0.7279732],4,stimulus2,1
67.0,0.021526389635868236,0.03415760434321376,[0.10312549],['RS'],0.25207654050105965,['L4'],[0.12881206],0.0,[0.48839906],0.05543435157809353,[90.],[2.],0.8333333333333334,[1300.],[3],[5],[-0.42521008],[0.012921],774875821.0,0.20773694997737113,[5.96438873],[0.49447236],3,stimulus1,1
69.0,0.0,0.1196921302233529,[0.70638431],['FS'],0.287025182698148,['L23'],[0.11195324],0.3333333333333333,[2.47720783],0.2567136708734122,[90.],[2.],0.8333333333333334,[800.],[2],[3],[0.4425081],[2.08461469e-05],774875821.0,0.16095633403330714,[18.29948176],[0.24723618],5,multisource1,3
76.0,0.016727926525408377,0.04276068283225247,[0.03039216],['RS'],0.22274263882464912,['L23'],[0.33717426],0.0,[0.44442308],0.08514193348253432,[0.],[2.],0.8333333333333334,[800.],[3],[4],[-0.00428024],[0.98852749],774875821.0,0.1707549935922704,[2.22919785],[0.70050251],3,stimulus1,1
79.0,0.00819289236547518,0.03691363557159662,[0.67643529],['RS'],0.23630604252944187,['L23'],[0.0276095],0.0,[1.79334431],0.10547298998004162,[0.],[2.],0.8333333333333334,[700.],[2],[4],[0.70556033],[9.93541452e-09],774875821.0,0.19427465175594424,[4.23318898],[0.70050251],8,stimulus+population,2
86.0,0.034842518947357085,0.03626911988791555,[0.20152941],['RS'],0.5096886349136007,['L23'],[0.09954293],0.0,[0.34849362],0.21609303875135638,[0.],[2.],0.8333333333333334,[1100.],[4],[3],[0.36590662],[0.00018733],774875821.0,0.4511373592558601,[1.2365859],[0.68676717],8,stimulus+population,2
97.0,0.008140675781468954,0.20749778999806462,[1.02726667],['FS'],0.34018517057708736,['L23'],[0.13087202],0.0,[0.83686193],0.18717389067108153,[135.],[2.],0.8333333333333334,[900.],[4],[1],[0.4597338],[1.36005172e-07],774875821.0,0.06453287296744856,[16.63524922],[0.28844221],7,stimulus+behavior,2
103.0,0.010751358523084464,0.037705986136476265,[0.84329412],['FS'],0.27165997574300826,['L23'],[0.05373358],0.0,[0.50957385],0.16575517795292344,[45.],[2.],0.8333333333333334,[1900.],[6],[3],[0.6671123],[1.23186579e-07],774875821.0,0.19428506666692422,[8.20866189],[0.3159129],8,stimulus+population,2
104.0,0.012675935137766502,0.09722746882081065,[nan],['FS'],0.3454391992460299,['L23'],[0.06334967],0.0,[1.22990231],0.2830426844169155,[45.],[2.],0.8333333333333334,[400.],[4],[5],[0.40337365],[1.83242403e-05],774875821.0,0.19134534899893013,[5.87311642],[0.28844221],8,stimulus+population,2
105.0,0.017961868580647612,0.09067520696546542,[0.01327843],['RS'],0.20082335882222732,['L23'],[0.14492953],0.0,[0.22967155],0.039254452712812825,[135.],[2.],0.8333333333333334,[300.],[4],[4],[-0.11703163],[0.20776117],774875821.0,0.07171460037451279,[2.54054922],[0.43953099],8,stimulus+population,0
0.0,0.0,0.10317546589770313,[0.0774549],['FS'],0.1811430792479734,['L56'],[0.03997924],0.6666666666666666,[6.55894058],0.047910839499643657,[0.],[2.],0.0,[200.],[6],[7],[0.5708991],[1.16849154e-05],779839471.0,0.06763816528488271,[11.3341989],[0.26097152],6,behavior,1
5.0,0.0,0.07032571537755403,[0.28709804],['FS'],0.09436634450109352,['L56'],[0.67381147],0.0,[6.66788644],0.02179246159611219,[135.],[2.],0.0,[900.],[2],[2],[0.29423559],[0.23698789],779839471.0,0.027100446100011343,[7.46470818],[0.21976549],1,unexplained,0
6.0,0.0,0.16765385593848658,[0.0902902],['RS'],0.21353887785053072,['L56'],[0.14771412],0.0,[1.21719014],0.015539236548914582,[135.],[2.],0.0,[3200.],[1],[3],[0.82592061],[0.00098032],779839471.0,0.07236611285814076,[5.4405058],[0.86532663],6,behavior,1
7.0,0.0,0.09581377797031385,[0.20580784],['RS'],0.24360973727395857,['L56'],[0.54368796],0.3333333333333333,[6.54330774],0.07738389824738094,[135.],[2.],0.0,[300.],[7],[1],[0.61904762],[0.03305377],779839471.0,0.12021370719285152,[2.33399157],[0.79664992],11,stimulus1,1
8.0,0.0,0.04276836073405728,[nan],['RS'],0.16679682572721954,['L56'],[0.20040575],0.0,[2.01004949],0.03508886530993838,[0.],[2.],0.0,[600.],[6],[6],[0.3006253],[0.00195627],779839471.0,0.1319230636626596,[3.44966376],[0.76917923],9,stimulus1,1
9.0,0.0,0.014514025686656783,[0.5823098],['RS'],0.2566796545952824,['L56'],[0.04315306],0.3333333333333333,[0.88545686],0.006716184613451559,[45.],[2.],0.0,[500.],[3],[4],[0.58882942],[0.0206239],779839471.0,0.2755007544401068,[2.85502865],[0.81038526],10,stimulus2,1
10.0,0.0,0.024861694366812646,[0.12451765],['RS'],0.28921896325969054,['L56'],[0.28737175],0.0,[4.10431212],0.04874130650013666,[0.],[2.],0.0,[600.],[1],[2],[0.51983152],[5.29488685e-12],779839471.0,0.28628300280648356,[2.92718961],[0.85159129],10,stimulus2,1
24.0,0.0,0.019519015635333137,[0.06889804],['RS'],0.09071428366831338,['L56'],[0.56939829],0.0,[5.94816486],0.0,[90.],[2.],0.0,[200.],[2],[3],[0.53736979],[0.00688155],779839471.0,0.06761970374919861,[1.66729814],[0.4120603],2,unexplained,0
26.0,0.0,0.2511968921266986,[0.23147843],['RS'],0.42097261453488244,['L56'],[0.11767321],0.0,[4.16876079],0.2819400394636535,[0.],[2.],0.0,[200.],[2],[5],[0.35712521],[2.7944826e-09],779839471.0,0.09071287875108185,[3.68441786],[0.61809045],7,stimulus+behavior,2
32.0,0.0,0.09047115874898588,[0.28281961],['FS'],0.31942364494932063,['L56'],[0.08838804],0.3333333333333333,[2.41150864],0.1131705992647711,[135.],[2.],0.0,[200.],[3],[4],[-0.20575022],[0.37718354],779839471.0,0.2834649480940475,[10.21821877],[0.17855946],8,stimulus+population,2
35.0,0.0,0.016100047652621918,[0.24431373],['RS'],0.21029092909449756,['L56'],[0.47930076],0.0,[8.15287091],0.0,[90.],[2.],0.0,[300.],[3],[4],[0.41347656],[1.24336577e-11],779839471.0,0.22088687013521432,[3.36385072],[0.56314908],9,stimulus1,1
38.0,0.009794725630305302,0.15798054986592855,[0.05178431],['FS'],0.25812885371002475,['L56'],[0.21124637],0.0,[3.30676149],0.1381934265535881,[90.],[2.],0.0,[500.],[1],[4],[-0.30005056],[0.054148],779839471.0,0.034643548515348434,[7.17195842],[0.27470687],7,stimulus+behavior,2
56.0,0.0,0.024042940741869502,[0.38122353],['RS'],0.36455692468396705,['L56'],[0.03772886],0.0,[2.14817622],0.061227138413447645,[0.],[2.],0.0,[400.],[4],[5],[-0.24639879],[0.22455064],779839471.0,0.3459700558288419,[9.6565334],[0.48073702],4,stimulus2,1
57.0,0.0,0.10565327034957717,[0.02611373],['RS'],0.2417279794315123,['L56'],[0.02112948],0.0,[3.28375408],0.07769288468617022,[135.],[2.],0.0,[800.],[1],[4],[0.11823656],[0.02917096],779839471.0,0.08705207420457739,[12.28840708],[0.6318258],6,behavior,1
58.0,0.0,0.06818026575249925,[0.11168235],['RS'],0.1703592947558203,['L56'],[0.09465086],0.0,[1.81757427],0.055090939657811575,[135.],[2.],0.0,[700.],[3],[4],[0.3080776],[2.27746337e-05],779839471.0,0.11625382487607454,[14.39780662],[0.49447236],11,stimulus1,1
59.0,0.0,0.041696484041666704,[0.04322745],['RS'],0.08694062598501193,['L56'],[0.28837354],0.0,[6.83178445],0.0,[0.],[2.],0.0,[600.],[4],[5],[0.40100251],[6.56694737e-06],779839471.0,0.048105781036370046,[6.78487591],[0.60435511],2,unexplained,0
60.0,0.0,0.035639563980733625,[nan],['RS'],0.22868274747499734,['L56'],[0.42117704],0.0,[0.93493576],0.00940078142734413,[135.],[2.],0.0,[100.],[3],[4],[-0.52322524],[0.10543054],779839471.0,0.21559213029941207,[4.47469849],[0.59061977],9,stimulus1,1
61.0,0.0,0.010409941949235234,[0.27426275],['RS'],0.16620670069187987,['L56'],[0.03523315],0.3333333333333333,[6.46567843],0.0,[90.],[2.],0.0,[800.],[4],[5],[-0.00935388],[0.85326706],779839471.0,0.17571037802522793,[1.86232778],[0.60435511],9,stimulus1,1
62.0,0.0,0.012286588470245862,[0.26998431],['RS'],0.07152519637249385,['L56'],[0.1184135],0.6666666666666666,[2.38929706],0.009640043701282464,[0.],[2.],0.0,[1600.],[4],[5],[-0.0019802],[0.97910571],779839471.0,0.05080594347077112,[4.03157062],[0.57688442],2,unexplained,0
63.0,0.0,0.00916199613471902,[0.21008627],['RS'],0.24356578622482492,['L56'],[0.06792742],0.0,[1.34919482],0.016555193068690265,[45.],[2.],0.0,[1800.],[4],[6],[0.31820119],[0.00182746],779839471.0,0.25339668098805035,[4.30769153],[0.54941374],10,stimulus2,1
66.0,0.0,0.0681968815179764,[0.12451765],['FS'],0.2371387472542911,['L56'],[0.29718094],0.0,[7.38091805],0.046504718608414694,[0.],[2.],0.0,[400.],[3],[1],[-0.35785124],[0.00635102],779839471.0,0.17126933131007885,[11.34374509],[0.35711893],11,stimulus1,1
67.0,0.0,0.03198404193001412,[0.15446667],['RS'],0.48986535152486044,['L56'],[0.06405251],0.0,[0.12484155],0.04544201011152658,[0.],[2.],0.0,[600.],[1],[5],[0.25015461],[1.74822366e-10],779839471.0,0.45868419040951497,[2.62715191],[0.53567839],4,stimulus2,1
68.0,0.0,0.08482424270745066,[0.04322745],['RS'],0.27206918466534563,['L56'],[0.08121601],0.0,[8.84357635],0.10274363558906596,[0.],[2.],0.0,[200.],[1],[4],[0.24502906],[1.29517186e-07],779839471.0,0.1664683197093322,[6.93361167],[0.64556114],7,stimulus+behavior,2
69.0,0.0,0.021447612400449456,[0.14163137],['RS'],0.16586270822938026,['L56'],[0.39564172],0.0,[9.21656894],0.02918509284346129,[90.],[2.],0.0,[800.],[4],[6],[0.39694725],[0.00182072],779839471.0,0.1512692788583327,[11.52830472],[0.64556114],9,stimulus1,1
72.0,0.0,0.06304702374441959,[0.65932157],['RS'],0.7216625614201617,['L56'],[0.06541121],0.0,[1.28431011],0.007725154818023783,[0.],[2.],0.0,[800.],[3],[6],[0.35020408],[0.0005895],779839471.0,0.7154998781875206,[3.99903146],[0.70050251],4,stimulus2,1
73.0,0.0,0.020674356447620012,[1.06149412],['RS'],0.08311460151781311,['L56'],[0.0093825],0.0,[2.05956419],0.016813968710671444,[90.],[2.],0.0,[600.],[4],[5],[0.25092192],[0.01155172],779839471.0,0.06000222839314282,[5.70851759],[0.42579564],2,unexplained,0
75.0,0.0,0.023458123818028854,[0.19725098],['FS'],0.16953387654720634,['L56'],[0.00768291],0.0,[0.34673743],0.03244869680770244,[135.],[2.],0.0,[600.],[1],[5],[0.26916582],[0.01622814],779839471.0,0.13618475441730854,[11.83060066],[0.3159129],9,stimulus1,1
77.0,0.0,0.03317006872417767,[0.03894902],['RS'],0.41108607261306424,['L56'],[0.20854593],0.3333333333333333,[5.98769085],0.05005109726900268,[45.],[2.],0.0,[200.],[3],[5],[0.39378283],[1.09941002e-07],779839471.0,0.42059358872113933,[4.94297492],[0.54941374],4,stimulus2,1
78.0,0.0,0.06052983512595815,[0.04750588],['RS'],0.3303198479000774,['L56'],[0.08048357],0.0,[8.04806307],0.020199782625780816,[135.],[2.],0.0,[300.],[5],[5],[0.4574672],[7.91779723e-08],779839471.0,0.31553248830641606,[6.76588618],[0.64556114],10,stimulus2,1
79.0,0.0,0.023029640798181282,[0.34271765],['RS'],0.1154319359090407,['L56'],[0.24740558],0.0,[5.77728924],0.0,[90.],[2.],0.0,[1000.],[2],[4],[0.140625],[0.1191586],779839471.0,0.10494270742886927,[8.23415144],[0.53567839],9,stimulus1,1
80.0,0.0,0.015150309666304596,[0.21436471],['RS'],0.35074413168851415,['L56'],[0.03297486],0.0,[1.34686583],0.01436895819334596,[45.],[2.],0.0,[700.],[4],[5],[0.34486569],[0.00678752],779839471.0,0.39140457507276816,[9.88790014],[0.56314908],4,stimulus2,1
82.0,0.0,0.0917808025071641,[0.18869412],['RS'],0.2955399204119181,['L56'],[0.12002401],0.0,[2.97575714],0.0458630183006391,[135.],[2.],0.0,[400.],[6],[3],[0.39871055],[0.00019918],779839471.0,0.2068223451640457,[5.97396319],[0.56314908],11,stimulus1,1
86.0,0.0,0.05046555796812295,[0.11168235],['RS'],0.18197711889370194,['L56'],[0.12838796],0.0,[0.33646028],0.07728205801136774,[0.],[2.],0.0,[900.],[4],[4],[0.31895174],[4.40598119e-06],779839471.0,0.10448156164162128,[4.98331527],[0.61809045],11,stimulus1,1
88.0,0.0,0.06561964710415998,[0.12879608],['RS'],0.2784241204027198,['L56'],[0.05927679],0.0,[0.74890045],0.0811428813684443,[45.],[2.],0.0,[500.],[3],[4],[0.2042136],[0.17882043],779839471.0,0.20075263018235204,[9.70662523],[0.56314908],11,stimulus1,1
91.0,0.0,0.08221128151178832,[nan],['RS'],0.18754929933848047,['L56'],[0.22118785],0.0,[0.37109879],0.025138173135789522,[45.],[2.],0.0,[300.],[6],[5],[0.09194818],[0.57581407],779839471.0,0.11172234074572104,[7.04908975],[0.57688442],11,stimulus1,1
92.0,0.0,0.035396487538503864,[0.77911765],['RS'],0.27431740958071577,['L56'],[0.31999203],0.0,[4.20544699],0.04937190530165567,[45.],[2.],0.0,[500.],[4],[6],[0.30305011],[0.1560361],779839471.0,0.245579663781981,[8.3065177],[0.60435511],10,stimulus2,1
93.0,0.0,0.011238204568021493,[0.63365098],['RS'],0.1480302309943647,['L56'],[0.12934873],0.3333333333333333,[0.45875101],0.0053975127546251,[45.],[2.],0.0,[200.],[5],[4],[-0.23928945],[0.01358549],779839471.0,0.15345006906051945,[2.74858352],[0.75544389],9,stimulus1,1
100.0,0.0,0.015243942639268449,[0.01755686],['RS'],0.12421915805544677,['L56'],[0.04080697],0.3333333333333333,[3.81370834],0.0,[90.],[2.],0.0,[500.],[5],[5],[0.34664984],[0.00047598],779839471.0,0.12025460331606048,[2.60374835],[0.65929648],9,stimulus1,1
107.0,0.0,0.02878137766749671,[0.0774549],['FS'],0.12998300693476872,['L56'],[0.04242838],0.0,[4.92525076],0.016799728152550774,[135.],[2.],0.0,[700.],[2],[3],[0.36507937],[0.00072271],779839471.0,0.15789119072977856,[15.07599653],[0.24723618],9,stimulus1,1
108.0,0.0,0.015390144293439944,[0.12023922],['RS'],0.1333490721980056,['L56'],[0.35695553],0.0,[0.33432366],0.03763530364529988,[0.],[2.],0.0,[500.],[4],[5],[-0.26779445],[0.39278041],779839471.0,0.11469561231409717,[2.74991794],[0.59061977],9,stimulus1,1
109.0,0.0,0.01752534624116555,[0.3084902],['RS'],0.1637856156909973,['L4'],[0.15919535],0.0,[1.48503971],0.0,[0.],[2.],0.0,[500.],[6],[6],[0.31746032],[2.67582512e-05],779839471.0,0.16727780123533206,[2.25433735],[0.64556114],9,stimulus1,1
111.0,0.0,0.031840042629509346,[0.16302353],['RS'],0.13918596347650716,['L4'],[0.58712918],0.0,[5.42323279],0.01727383723154392,[45.],[2.],0.0,[600.],[7],[1],[0.39361213],[0.05538699],779839471.0,0.12181514092211568,[5.02570855],[0.46700168],9,stimulus1,1
113.0,0.0,0.024696383483350924,[0.1459098],['RS'],0.13169386970781935,['L4'],[0.09338279],0.6666666666666666,[7.67063804],0.009729547192065424,[0.],[2.],0.0,[400.],[7],[5],[0.2423756],[0.16119674],779839471.0,0.12265637858233977,[1.9343861],[0.59061977],9,stimulus1,1
114.0,0.0,0.0377363595950404,[1.07005098],['RS'],0.18370546463923354,['L4'],[0.0619059],0.0,[0.82315904],0.015404572431327623,[0.],[2.],0.0,[700.],[5],[5],[0.39041151],[2.68809089e-05],779839471.0,0.17449178032034116,[8.2501644],[0.53567839],9,stimulus1,1
115.0,0.0,0.005072999972278325,[0.3641098],['RS'],0.08865276182484809,['L4'],[0.12028782],0.3333333333333333,[4.42550765],0.0,[90.],[2.],0.0,[700.],[6],[6],[-0.17333333],[0.42596321],779839471.0,0.08882608710050377,[2.17550432],[0.71423786],2,unexplained,0
117.0,0.0,0.005673730893393958,[0.35983137],['RS'],0.11468437556832853,['L4'],[0.37152298],0.0,[6.66882154],0.0,[90.],[2.],0.0,[400.],[5],[6],[0.53555126],[0.03202211],779839471.0,0.11548912600643872,[1.41355431],[0.60435511],9,stimulus1,1
119.0,0.0,0.010549749693099898,[0.25287059],['RS'],0.10849065430092944,['L4'],[0.11218841],0.0,[0.10597392],0.0,[0.],[2.],0.0,[400.],[5],[5],[0.31743308],[0.26122765],779839471.0,0.10657983813291907,[2.02646062],[0.6318258],9,stimulus1,1
121.0,0.0,0.006534555276460763,[0.09456863],['RS'],0.13243124223832237,['L4'],[0.05465949],0.0,[4.66134143],0.02464363890669463,[0.],[2.],0.0,[600.],[3],[3],[0.13919414],[0.59623775],779839471.0,0.11150820557123678,[3.67333196],[0.54941374],9,stimulus1,1
122.0,0.0,0.09812586068126587,[0.02611373],['FS'],0.12540449545904692,['L4'],[0.03020829],0.0,[5.71549268],0.0726143355046686,[0.],[2.],0.0,[500.],[3],[4],[0.52987249],[4.07433936e-10],779839471.0,0.03884743334490233,[7.86061835],[0.23350084],1,unexplained,0
123.0,0.0,0.0,[0.66787843],['RS'],0.11464936185356259,['L4'],[0.2064708],0.3333333333333333,[4.81217662],0.007836067514456025,[0.],[2.],0.0,[500.],[5],[5],[0.38924731],[0.00865777],779839471.0,0.11922946529438905,[2.08804892],[0.74170854],9,stimulus1,1
124.0,0.0,0.009822077939898578,[0.01327843],['RS'],0.1862689996846798,['L4'],[0.20066311],0.0,[7.7883139],0.00940998294825397,[0.],[2.],0.0,[200.],[6],[4],[0.27047619],[0.06360922],779839471.0,0.19842325455531779,[2.62674132],[0.60435511],9,stimulus1,1
126.0,0.0,0.07259886715852444,[0.31704706],['FS'],0.0,['L4'],[0.30920798],0.0,[8.42945076],0.026314513308360165,[0.],[2.],0.0,[200.],[2],[3],[0.33747412],[0.01559725],779839471.0,0.06254853215179985,[18.55707033],[0.20603015],1,unexplained,0
127.0,0.0,0.005567435357623873,[0.20580784],['RS'],0.10564568773166094,['L4'],[0.27626218],0.3333333333333333,[0.25976763],0.0076098060398492205,[0.],[2.],0.0,[400.],[4],[3],[0.40080609],[5.8288771e-12],779839471.0,0.08825279620413322,[3.74343999],[0.6318258],2,unexplained,0
